,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601600.SH,X601991.SH,X600688.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X002466.SZ,X600516.SH,X600547.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X600352.SH,X002110.SZ,X002460.SZ,X000553.SZ,X600299.SH,X000786.SZ,X300072.SZ,X000932.SZ,X600808.SH,X600801.SH,X000709.SZ,X600426.SH,X000883.SZ,X600339.SH,X600583.SH,X601158.SH,X600219.SH,X600985.SH,X601699.SH,X000830.SZ,X601003.SH,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118343850240183,0,0,0.072485414659693,-0.106658583251481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.077799032825421,0,0,0,0.0906891676500165,0,0.261707097533293,3.46944695195361e-18,0,0,0,0.00323194408713298,0.0155430460703888,0,0,0,0,0,0
X600028.SH,0.0835398454639603,0,0.189003991338767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155181795956767,0,-0.113017897885349,-0.126907835576941,0,0,0.0255574556910701,0,0,0,0,0,0,0,0,0,0.0761165782630575,0,0,0,0,0,0,0,0.00249138812641201,0.00879552641423828,0,0,0,0,0,0
X601088.SH,0,0,0,0.0632403005944557,0,0.0207887195158398,0,0,0,0,0,0,0,0.2637434033098,0,0,0.276320606988457,0,0.0089928905309065,0,0,0,0,0,0,0,-0.0708723607640998,0,0,0,-0.0588668809228184,0,0,0,0,0,0,0,0,0,0,0,0,0.159816649844022,0,0,0.0598941957558204,0,0,-0.00215192761158142,-0.018988399509817,0,0,0,0,0,0
X600585.SH,0,0,0.0775565084688216,0,0.0805947891555822,0,0,0.0103754073166851,0,0,0,0,0,0,0,0,0,0,0.0832499991561274,0,0,0,0,0,0,0,0,0,0,0,0.287692147852971,0,0,0,0.296868130447719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00579781524648798,0,0,0,0,0,0,0
X600019.SH,0,0,0.138845350989946,0.0660328571873286,0,0.170654059354941,0,0,0,0,0,0,0,0,0,0,0,0,0.0148388304452911,0,0,0,0,0,0,0,0.189297191676701,0,-0.00101335958097226,0,0,0,0.217713701409313,0,0,0,0,0,-0.0213238622406796,0,0,0,0,0,0,0.095295861094452,0,0,0,0.00547805480438105,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100719556885677,0.390892795288243,0,0,0,0,0,0,0,0,0,0.162816005905552,0.234765060769975,0,0,-0.274351960277804,0.135357229295287,0,0,0,0,0,0,0,0,0,0.0335724834727915,0,0,0,0.0160922241734755,0.04056450508635,0.0570379890861633,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0266600916354649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00411879787262843,0,0.704670148822397,0,0,0,0,0,0,0,0,0,0,-0.0953251539344738,0,0,0,0,0,0,0,0,0,0,0,0.279152356698729,0,0,0,0,-0.00152215791889927,0.00353366023849674,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514067718051116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.394636244025408,0,0,0.00893512248708828,0,0,0.22942813178911,0.274145166026766,0,0,0.00248642618888288,-0.0173812317968302,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.305138143615978,0,0,0,0,0,0,0,0,0.0377103009992637,0,0,0.0290887326349861,0,0.109110023229341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913934640812243,0,0,0,0.0463376765860304,0,0.0354011177070056,0.093313121302906,0,0,0,-0.00797421185634871,0,0,0,0,0,0,0
X600660.SH,0,0.0578979864536103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263024234408047,0,0,0.0333650320796418,0,0,0,0,5.42101086242752e-20,0,0,0.0883619133340926,0.0367159069178204,0,0,0,0,0,0.147300665468568,0,0,0,0,0,-0.0145600149121987,-0.039311430829418,0,0,0,0,0.0945880312011547,0.00212848804731364,0.0224594363771099,0,0,0,0,0,0
