,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X000708.SZ,X601600.SH,X600111.SH,X600547.SH,X000301.SZ,X600660.SH,X600010.SH,X002271.SZ,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600160.SH,X600489.SH,X000786.SZ,X600995.SH,X000807.SZ,X000629.SZ,X600378.SH,X000408.SZ,X600219.SH,X600096.SH,X000933.SZ,X000932.SZ,X000723.SZ,X002080.SZ,X600688.SH,X300037.SZ,X000831.SZ,X000630.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0812170732024367,0,0,0,0,0,0,-0.037141843476366,0,0,0,0,0,0,0,0,0,0,0.0271930204740561,0,0,0,0,0,0.101822180732843,0,0,0,0,0,0,0,0.0963373722305709,0,0,0,0,0,0,0,3.46944695195361e-18,0.0400004296104754,0,0,0.118730032535952,0,0,-0.0200972094526247,0,0,0.023058361082683,-0.0232603509510925,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.101958549325891,0,0.0265856285815564,0,0,0,0,0,0.0873392342357205,0.11656685630996,0,0.00729264541670449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130438398205135,0,0,0.117630033883894,-0.020787817431839,0,0,0,0,0,0.00501697843304709,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0748459536417955,0,0,0,0.029692814949111,-0.0122018917593946,0,0.186706697903566,0,0,0,0.00728850460207599,0,0,0,0,0,0,0,0,0,0.112029886456531,0,0,0,0,0,0,0,0.120081655596257,0,0,0,-0.0279570329264437,0,0,0,0,0,0,0,0,-0.00828398470617203,5.42101086242752e-20,0,0,0,-0.0110545071262243,0.0108067475341822,0,0,0,0,0,0
X600309.SH,0,0.0110763820819,0,0,-0.06249271478536,0,0,0,-0.074533273016758,0,0,0,0,0,0,0,0.197101382875765,0,0,0,0,0.0486958979555079,0.265294051890013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487373687874103,0,0,0,0.0296881509594425,0,0,0,0,0.00449063265213219,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0166778299707804,0,0,0,-3.46944695195361e-18,0,-0.129314607922287,0,0,0,0,0,0.270060089188378,0,0.186008249985791,0,0,0,0,0,0,0,0.0259836085171773,0,0.141775360230945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204462521191852,0,-0.0461733520218417,-0.00213848824112369,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440391280984608,0,0,0,0,0,0,0,0,0,0,0,0.171128567861184,0,0,0,0,0,0,0.0918028386574961,0.0985195063175783,0,0,0,0,0,0,0,0,0.0440258784268992,5.60710700541524e-05,0.0127823506490948,0,0,0,0,0,0
X600019.SH,0,0.147067860243311,0,0,0,0.0804941749303746,0,0,-0.0563389874067845,0,0,0.185059287642083,0,0,0,0,0.0361481040757002,0,0,0.100967444203622,0,-6.93889390390723e-18,-0.00345492980188285,0,0,3.46944695195361e-18,0,0,0.209429236106693,0,0,0,0,0,0,-0.0128940034589389,0,0,0,0,0,0,0.0309381192744505,0,0,0,-0.0114217243969448,0,0.0886765471077383,0,0,0,-0.0103930902701245,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.606080998892418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062864855751759,0,0,0,0,0,-0.0856719784778556,0,-0.0282257653976941,0,0.0464826442975081,0,0,0.160766047729365,0,0,0.0408906987938704,0,0,0,0,0.00514139074937895,0,0,0,0,0.0101952455711378,-0.00996926022757279,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.079814940771984,0,0,0.0912644437899796,0,0.0116175519553975,0,0,0,0,0,0,0.0146148709473493,0,0,-0.0257868217164816,0,0,0,0,0,0,0,0.536121181449391,0,0.134222531510961,0,0,0,0.0535198871789321,-0.0183444859226412,0,-0.170078155707402,0.0848877866085423,0,0,0,-0.108918578040003,0,0,0,0,0,0,0,0,0,0,0.00210372282065949,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.00102997901432438,0,0,0.543270911152766,0,0,0,0,0,0,0.10728993311697,0,0,0,0,0,0,0,0,0,0,0,0,-0.107444067663689,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0254806610357934,0,0,0,0,0,0,0,0,0.0541853467870409,0,0,0,0,-0.0150083438375338,0.0431155623385393,0,0,0,0,0,0
