,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X000708.SZ,X600547.SH,X002460.SZ,X600660.SH,X600011.SH,X002271.SZ,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600188.SH,X600010.SH,X600801.SH,X600111.SH,X600352.SH,X000301.SZ,X600489.SH,X601991.SH,X600795.SH,X600688.SH,X002466.SZ,X600803.SH,X600027.SH,X600486.SH,X600299.SH,X600219.SH,X300037.SZ,X002353.SZ,X000932.SZ,X601992.SH,X002080.SZ,X601168.SH,X000898.SZ,X002075.SZ,X000723.SZ,X000630.SZ,X000807.SZ,X002409.SZ,X000027.SZ,X000878.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0115210470565309,0,-0.0151359524501065,-3.46944695195361e-18,0.0340017369972866,0,0,0,0,0,0,0.0270036806786675,0,0,0,0,0,0,0,0,0.00973894224258217,0,0,0,0,0,0,0,0,0,0.0446904704771244,0,0,-0.00702391459932524,0,0.0110306534631452,0.0229753297733265,0,0,0.0616059285777994,0,0,-0.0074481407472445,-0.0228043541936678,0,0,0,-0.00689197546018997,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0101272075262909,0,0.0249833839929769,0,0.0296426893041858,0,0,0,0,0,0,0.011158756271343,0,0,0,0,0.0298819043520197,-8.67361737988404e-19,0,0,0,0,0,0,-0.00930809423065704,0,0,0,0,0,0,0.0460790567478272,0,0,0,0,0,0,0,0,0.0559001365953861,0,0,-0.0179624584433286,0,0,0,0,-0.0163177702873808,0,0
X601088.SH,0,0,0,0,0,0,-0.0102090976103748,0,0,0,0,0,0.0222177787901625,0,0,0.0364892337096673,0,0,0,0.299533756392362,0,0,0,0.0774272014969865,0.0195932738148942,0,0.147070569532802,0,0,0.0114352755905703,0,0,-5.42101086242752e-20,0,0,-0.000776739041305161,0,0,0,0,0,0,-0.00166911610054433,0,0,0,0,0,0,0,0,0,-0.00768282596208836,0,0,0,-0.00025577527804297,0,0
X600585.SH,0,0,0,0,0.051151596446708,0,0,0.0232767106299853,0.127764370753514,0,-0.0173745513472041,0,0,0,0,0,0,0.0311735235493474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534783767124119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197142830206772,0,0,0,0,0.00885805875093441,0,0
X600309.SH,0,0,0,0,0,0,0.447105411748219,0,0,0,0,0,0,0,0,0,0,0.309911038569716,0,0,-0.0276342159253118,0,0,0,0,0.0756934991969354,0,0,0,0,-0.0811602101849436,0,0,0,0.0312353591024866,0.135091286899407,0.209526911718908,0,0,0,0,0,0.163740946845267,0,0,4.33680868994202e-19,0,0,0,0,0,0.0433407753952198,0,0,0,0,0.0106263464603248,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171354014931356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178132829356088,0,0,0,0,0,0.0981356980540505,0,0,0.0194484660305489,0.0736972781670401,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0.0478366948729629,0,0,-0.194311738093773,0,0.137011714354961,0,0,0,0,0,0,0,0.097406457014416,0,0,0.079406757415818,0.175844593153867,0.138990215549397,0,0,0.122626258582851,0,0,0,0,0,0,0,0,0.123834901082161,0,0,0,0,-0.0254197101414638,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0533456341541391,0,0.120282792129005,0,0.0992762395342406,-0.0125199726747967,0,0,0,0,0,0,0,0.0434397924671238,0,0,0,0,0,0,-0.029629803776659,0.537220034318385,0,0,0,0,0,0,0,0,0,0.0186253692028591,0,0,0,0,0,0,-0.0045858206479201,0,0,0,0,0,0,0,0,0,-0.022617127329905,0,0,0,-0.00575188048113845,0,0
X002460.SZ,0,0,0,0,0,0.270644883434522,0,0,0,0,0,0.150104027350828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216837768749623,0,0,0,0,0,0.306614129032633,0.174678501705503,0,0,0,0.137846380294919,0,0,0.099092427811762,0,-0.102020519809786,0,0,0.0117188957898758,0,0,-0.0172768867855673,-0.0434983372180173,0,0,0,-0.0594057044745617,0,0
X600660.SH,0,0,0,0,0,-0.0619688823614917,0,0,0,0,0,-0.03699039817578,0,-0.147025376128833,0,0,0,0,0,0,-0.023275486018627,0.083947064267395,0,0.0485648616351921,0.0413679203944585,0,0,0,0,0,0.126358416087493,0,0,0,0,0.264931286954869,0,0,0,0.017627944722366,0,0,0,0,0,0,-0.0905160964183103,0,0.0570136468238598,0,0,0,0.0582152381311832,0,0,0,0.022184126727499,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0153757437823902,0.137213588591374,0,0,0,-0.202284983823095,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.515944400865429,0,0.246258269712853,0,0,0,0,0,0.0646878266343919,0,0,0,0,0,0.0874938297916304,0,0,0,0,0,0,-0.02890969429802,0,0,0,-0.00180773657418211,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0951423428367075,0,0,0,0,0,0,0.179413395570573,0.0467181586068903,0,0,0,0,0,0,0,0,0,0,0,0,0.182030005807999,0,0.167965294474587,0,-0.0856478455108487,0.129347801392758,0,0,0,0,0,0,-0.103701439180415,0,0,0,0.0998383564057114,0,0,0,0,0.0120818773170155,0.121479849246678,0,0,0,0.0467477663935149,0,0
