,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600547.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X000792.SZ,X600489.SH,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X600352.SH,X000723.SZ,X000898.SZ,X002407.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X600176.SH,X000060.SZ,X000761.SZ,X600021.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0805219357856598,0,0,0,0,0,0,0,0.0312414393338236,0,0,0,0.0304019102114146,0,0,0,0.0857256092299296,0,0,0,-0.00957936384398415,0,0,0.0366170855316781,0,0,0,-0.0424289490691763,0,0,0,0,0,-1.73472347597681e-18,-0.0426917347111575,0,0,0,0,0,0,0,0,0,0.0161061003631664,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.172216005906976,0,0,-0.00537154118635928,0.0133615365714028,0,-0.035382275233381,0,0,0,0,0,0.0136016435526468,0,0,0,0.0687660707892353,0,0,0,0,0,0,0.080920065493926,0,0,0.0247785498201234,-0.0855310560324156,0,0,0,0,0,0,0,0,0,0,0,0.0141634011212738,0,0,0,0,0.00577108556605376,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0340501517447236,0,0,0.238582159762814,-4.33680868994202e-19,0,0,-0.0205054080760476,0,0,0.010928913961752,0,1.73472347597681e-18,0,0,0,0.00537207169763505,0,0,0,0,0,0,0,0.0376826766451584,0,0,0,0,0,0,0.0468033186067721,0,0,0,0.0577663132372789,0,0,0,0,0,0,0,0,0,0,0,0,0.0196994016790076,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.104230186798613,0,0.0842905060336352,0,0.00606804075644682,-0.0419975240523842,0,0,0,0,0.0538088910015597,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.014468689972876,0,0,0,0,0,0,0,0,0.0156152695882433,0,0,0.169042520574771,0,0,0,0,0.0743897300063856,0,0,0,0,0,-0.0268027001105523,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0231762793760475,0,0.0680021968909287,0,0,0,0,0,0.430536583608981,0,0,0,0.00163321263278366,0,0,0,0,0.0268496315056862,0,0,0,0,0,0,0,0,0,0.128872597104174,0,0.0215519817481503,0,0,0,0,0,0,0,0,0,0,0,0.043309973028323,0,-0.0402044633627782,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0314709364102628,0,0,0,0,0,0,0,0.0353544446909109,0,0,0,0.0226115687793793,0,0,-0.00489959386802253,0,0,0,0,0.0738943674010935,0,0.107564874670432,0,0,0.0219776947022786,0.0520846216114758,0.0327355151610365,0.0858506828374247,-0.0792220990454185,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0850726515869662,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0605947470437215,0.110610902316722,0,0.0474332094977692,0,0.149252529784192,0,0,-0.184420515884534,0,0,0,0,0.095791998797961,0.152543246645341,0,0,0.0618441343131345,0,0,0,0,0.011446987402261,0,0,0,0,0,0,0,0,0.209263523461369,0,0,-0.114155584818678,0,0,0,0,0,-0.0562954889916875,0,0.121085191250152,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0619074805748233,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,8.67361737988404e-19,0,0,0.115439756019262,0,0,0,0,0.132353878464998,0.0447281525407994,0.012746522308921,0,0,0,0,0,0.0891399144298645,0,0,0,0.18436584541662,0,0,0.0257731852839119,0,0.00806675863699041,0,0.0112606123778185,0.134812223464435,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222560288444374,0,0,0,0,0,0.0361785983285309,0,0,0,0,0.133462079424688,0,0.271189472656995,0.0628536641346817,0.124748427058096,0,0.0456131157576633,0.17117881376061,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0820066828165659,0,0,0,0,-0.0461365382206119,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0498861694002159,0,0,0,0,0,0.111103044232156,0,0.0159207506938614,0,0.030875856642033,0,0,0,0,0,0,0,0,0.00761147767442551,0,0.0176783912321542,0,0,0,0.0249423970032154,0,0,0,0,0,0,0,0,0,0,0.00771565070395245,0,0,0.0223266591977674,0,0,0,0,0,0,0.0389016615962826,0,0,0,0,0,0
