,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600362.SH,X600010.SH,X600886.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X600583.SH,X601992.SH,X000883.SZ,X002353.SZ,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X600315.SH,X000539.SZ,X000831.SZ,X000825.SZ,X600660.SH,X600352.SH,X601699.SH,X600808.SH,X600549.SH,X000027.SZ,X000983.SZ,X000630.SZ,X600307.SH,X600490.SH,X600578.SH,X000937.SZ,X000959.SZ,X600863.SH,X002470.SZ,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0126577564130504,0,0,0.0280857000293041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054532761479438,0,0,0,0,0.01042165047306,0,0,0,0,0,0,0,0,0,0.0696273841853599,0,0.061996506447822,0,0,0,0,0,0,0,-0.000742595516509836,-0.00424805171551556,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0486861470001639,0,0,0,0,0,0,0,0,0,0,0,0.00258707061940575,0,0,0,0,0.143095719304799,0,0.0476962030523238,0,0,0,0,0,0,0,0,0,-0.0644246271734994,0,0,0,0,0,0,0,0,0.0254318816744208,0,0,0,-0.0377619712785445,0.124886735862734,0.0366490630619049,0,0,-0.0141705375460021,0.0640158470349917,0,0,0,0,0
X601088.SH,0,0,0,0.0960372565464404,0.0295515366377063,0,0,0,0.0572632510129497,0,0,0,0,0,0.26106618382182,0,-0.0303215873594979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430143258727398,0,-0.0209170215708131,0,0,0,0.0726314196730152,0,0.0260120067024878,0,0,0,0,0,0,-0.00282408255941839,-0.000698038489616483,0,0,0,0,0,0
X600585.SH,0,0.0698682795547965,0.231858270200069,0,0.010256858582344,0.0351442354129602,0,0,0.0187699303822209,0,0,0,0,0,0,0,-0.0980491289678715,0,0,0.155265924090625,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0413518352152835,0,0.00117917430947186,0,0,0,0,0,0,0,0,0,0.108456664188623,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00827737567761679,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0741134500151422,0,0,0,0,0,0,0.055879905135749,0.138403607576328,0,0.0727074770643575,0,0,0,0,-0.119006223263267,0,0,0,0,0,0,0,0,0,0.142320462441922,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.054771199184774,0,0,0,0,0,0,0,0.00312617722202827,0,0,0,0,-0.151530065754548,0,0
X600019.SH,0,0,0.138375287004703,0,0,0,0.239855232759384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1024468832788,0,0.122465952090531,0,0,-0.0503763079185354,0,0,0,0.084770478936793,0,0,0,0,0.161023172211375,0.0577289476450365,0,0.0421405625538215,0.0685218228256472,0,0,0,0,0,-0.0189513703187198,0.0063799687968836,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0452980030653581,0,0,0.23245488062724,0.158382166549579,0,0,0,0.0532374908964034,0,0.107764218396656,0,0,0,0,0.00497539404659222,0,0,0,0,0,0,-1.38777878078145e-17,0.148796431071172,0,0,0.115688721151369,0,0.093993404141576,0,0,0,0,0,0,0,-0.027550416548291,0,0,0,0,0,0,0,0,0,0.00372937556240201,-0.00558012604800837,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0351790734825426,0,0.0688734001613598,0,0,0,0,0,0,0,0.0219278729559832,0.152371629337229,0,0,0.0153611181092974,0,0.0270661621199564,0,0,0,0,0,0.117347156189545,0,0,0.136984980147038,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0169279141012038,0.138568523383001,0,0,0,0,0,0,0,0.0029649631462004,-0.0172337182020673,0,0,0,-0.05698601958939,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.416121014442384,0,0,0.0301511424399009,0,0,0,0,0,0,0,0.091082655401377,0,0,0,0.0860974135212996,0,0,0,0,0,0,0,0,0.0120751162611098,0,0,8.67361737988404e-19,0,0,0.00881905926564336,0,0,0.0464582256692323,0,0,0.17005825515347,0,0,-0.0043104340437978,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0186293730957299,0,0,0,0,0,0,0,0,0,0,0.086543707690914,0,0,0,0,0,0,0.047238424152464,0,0,0,0.0643006772267621,0.0633058504765547,0,0,0,0,0.203117135634451,0,0.0140688769756074,0,8.67361737988404e-19,0,0,0,0,0,0,0.155179734960326,-8.67361737988404e-19,0,-0.0133288957820571,0.010390626335808,0,0,0,0,0,0
