,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600362.SH,X600188.SH,X600886.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X600352.SH,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X000629.SZ,X600021.SH,X600808.SH,X600660.SH,X600549.SH,X000630.SZ,X000027.SZ,X000831.SZ,X000825.SZ,X600578.SH,X002470.SZ,X600219.SH,X600315.SH,X600307.SH,X600098.SH,X000060.SZ,X600490.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.407803376506673,0,0,0,0,0,0,0,0,0,0,0.0514156129626187,0.256961146702051,0,0,0,0.0423156816327229,0,0,0,0.0158962578979072,0,0,0,0,0.0484685620147514,0,0,0,0,0,0,0,0,0,0,0,0.0303407758772972,0,0,0,0,0,0,0,0,0,0,0,0,0.0218996603020374,0,0,0,0,0,0
X600028.SH,0.58634875896905,0,0,0.0809511142087051,0,0,0,0,0,0.131313868640707,0,0,0,0,0,0,0.0307073492669224,0,0,0.027411205996262,0,0,0,0,0,0,0,0,0.0219238498905726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696238694465451,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.152817587912772,0,0,0,0,0,0,0.20047356730753,0,0,0,0,0.303146154119504,0.0459290341716223,0,0,0,0.0943735786840687,0,0,0,0,-0.0312913974907929,0.0272635456630028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812738362739981,0,0,0,0,0,0.0377626866190325,-0.0624041164032685,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.128916510088154,0,0.0159121404859017,0,0,0,0,0.120430252144708,0,0.186865390059114,0,0,0,0,0,0,0,0.141767656129133,0,0,0,0,0,0,0,0,0,0.0626950831015526,0,0,0,0.113987023074626,0,0,0.120202344754592,0,0.015792306093542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0637367795225006,0,0.00980078174218346,0.187403003113057,0,0,0,0,0.00413651483283498,0,0,0,0,0,0,0.138767990840974,0.256058985304047,0,0,0,0,0,0.156048846486236,0.0581582983840114,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.0316063036607188,0,0,0.0123691513008687,0,0,0,0,0,-0.0346367473805477,0,0,0,0,0,0
X600585.SH,0,0.043948375818868,0.132635044462782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543813750356358,0,0,0.264817299174147,0,0,0,0,0.0427357370268782,0,0,0,0,0,0,0,0,0,0.0126313919713043,0,0,0,0.046382034934644,0,0,0,0,0,0,0.0656568744649106,0,0,0,0,0,0.0329926588865194,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0390228552947869,0.136791881038967,0,0,0,0,0,0,0,0,0,0,0.255161486068936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207879180989868,0.0257125142208971,-2.16840434497101e-19,0,0,0.0984940467149584,0,0.0740119366728537,0,0,0,0,0.0855509630798732,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.00396133847376381,0.0934569754936831,0,0.0203146594221551,0,0,0,0,0,0,0.00229583438253812,0,0,0,0,0,0,0,0,0,0,0,0.19440920502256,0,0.00406510408646794,0,0,0,0.20623271250743,0,0,0.176144497324451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.237072683744353,0.231838949391694,0,0,0.0956125719578775,0,0.124036044643598,0,0,0,0,0,0,0.0409620409132538,0,0,0,0,0,0,0,0.0335170685565363,0,0.0291194329620025,0.0453823834540207,0.0428349593579309,0,0,0,0,0.117430374923236,0,0,0,0,0,0,0,0,0.0386719461732141,0,0,0.00475805554927539,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.34595782108422,0.0310522607582695,0,0.03915336179922,0,0,0.0674521303591059,0.290075490441995,0.183114319077405,0,0,0,0.061781348115368,0,0,0,0,0,0,0,0,0,0.0805068495213979,0,0.118158131658364,0,0.0301314977466443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00124430529660508,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,-0.0346414945589258,0,0,0.280375041745424,0,0,0,-1.0842021724855e-19,0,0.241145729527943,0,0,0,0.129703179655238,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.170282568436087,0,0,0,0,0,0,0,0,0.0625056702844183,0.127356871956029,0,0,0,0,-0.0028565213794111,0,0,0,-0.0247300694325829,0,0,0,0,0,0
X600362.SH,0,0.0902126971391974,0,0,0.218744235593393,0,0.0280824136387883,0,0,0,0,0,0,0,0,0,0,0,0.0310210558690055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333472489385614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122044624360156,0,0,0,0,0,0
X600188.SH,-2.77555756156289e-17,0,0,0,0.0424869491515837,0,0,0.0877343596777055,0,0.20331267295152,0,0,0,0.18016111461769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828969930579907,0,0,0.216761144550742,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0126559905858952,0,0,0,0,0.0440908117774394,0,0,0,0,0,0
X600886.SH,0.104295016858107,0,0.314491154666957,0,0,0,0,0,0.125759855450074,0.12089866152204,0.0618818704603815,0,0,0,0,0.00642377216868923,0,0,0,0,0,0,0,0,0,0,-0.0308393201007043,0,0,0,0.0360944402457646,0,0.0907814875224647,0,0,0,0,0,0,0,0,0,0.0158795633092348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.193214596027068,0,0,0,0.0328437521481465,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0288419156910079,0,0,0.0899134691314072,0.0351309827359857,0,0,0.145415218724002,0,0,0.166847647979833,0.0261922875417703,0,0,0,0,0,0,0,0,0,0,0,0.0791957792778628,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,-0.00992384408743095,0,0,0.552010977977924,0,0.0982063785744175,0,0,0,0,0,0,0,0,0,0,0.0464602541719967,0.0346871616157629,0,0,0,0,0,0,0,0,0,0.0460661980329618,0,0,0.199963328635788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696483787394745,-0.0379913507228758,0,0,0,0,0,0
