,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600516.SH,X600176.SH,X002466.SZ,X000709.SZ,X600111.SH,X600352.SH,X600299.SH,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000786.SZ,X000553.SZ,X000825.SZ,X000883.SZ,X002271.SZ,X600583.SH,X002110.SZ,X600157.SH,X002470.SZ,X600021.SH,X000408.SZ,X000539.SZ,X600612.SH,X000630.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.392396656754946,0,0,0,0,0,0,0,0,-0.072589649864239,0,0,0.0845872220723549,0,0,0,0,0,0,0,0,0,0,0,0.164092896906805,0,0,0,0,0,0,0,0,-0.0299728854293861,0,-0.0229889451963109,0,0,0,0.0358046175573195,0,0.0250380409085746,0,0,0,0.0617288182179735,0.0141698473205858,0,0.00719125106483823,0,-0.008430906954208,0.00394018669474322,0,0,0,-0.00508329267429526,0,0
X600028.SH,0.230439600578914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199283238736734,0,0,0,0,0,0,0,-0.0374870907440285,0,0.0744166442732493,0,0,0,0,0,0,0,0,0,0.367041281164825,0.193308602060777,0,-0.0936430289563019,0.0895961017549082,0,-0.0138167273257653,0,0,0,0,0,0,0.100362601756825,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.151037020265762,0.0603604731004079,0,0,0,0,0,0.0562480331218496,0,0,0,0,-0.0964902583063188,0,0,0,0,0.228080366284326,0.00939926528699138,0,0,0,0,0,0,0,0,0,0,0,0.0140902207766904,0,0,0,0,0.112283945917001,0,0.0630545026827245,0,0,0,0,-0.0856682468174487,0,0,0,0.0112558276145717,0,-0.116274597670582,0,0,0.0656299339635806,0,0
X600585.SH,0,0,0,0,0,0.131468737559704,0,0,0,0,0,0,0.0262669210530847,0,0,0,0,0,0,0,-0.00411161919740831,0,0,0.0315225294399164,0,0,0,0,0,0,0,0,0,0.41006446289812,0,0,0.0171609381398369,0,0,0,0,0,0,0,0,0.10992737433166,-0.21907487527299,0,0,0,0,-0.0188189501568687,0.0122454647852394,0,0,0,0.0328600724852303,0,0
X600019.SH,0,0,0.0299544599152438,0,0,0,0.012841255726257,0,0,0,0,0,0,0,0,0,0,0,0.0377744592612515,0.142820400113083,0.0454595132021886,0,0.033531938322064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182971577073419,0,0,0,0,0,0,0,0,0,0.0168420741328974,0.0211204937096226,0,0,0,0.0656251262577891,0,0
X600011.SH,0,-0.0140001361817014,0,0.0288798012986033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488020007185805,0,0,0,-0.058196696903048,0,0,0,0,0,0,0,0.0981445319346262,0,0,0,0,0,0,0.0246270647110864,0,0,0,0,-0.187396408052076,0,0.199258363011222,0,0,0,0,0,0,0,-0.00476095828869579,0.0347560918300043,0,0,0,-0.00129845135478812,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294677122836911,0,0,0,0,0,0,0,0,0,0,0,0,0.391330005984271,0,0.121728618916119,0,0.099438197288414,0.263717038365373,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0209054174374027,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776082006554406,0.0851076734746977,0,0,0.134922016962453,-0.0497090707431529,-0.22643706810315,0,0.220304671170134,0,0,0,0,0,0,0,0,0.0448472170939175,0,0,0,0,0.176038373788252,0,0.0540068858198478,-0.000747181663378125,0,0,0,0,0,0,0,0,-0.00399832472571326,0.0224629869791186,0,0,0,0,0.0291681550418315,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110109684500188,0,0,0,0,0,0.0510533955925122,0.813710506780813,0,0,0,0,0,0,0,0,0,0,0.0316090539977912,0,0,0.055294927910804,0,0.102406291555182,0.0602548659299433,0,0,0,-1.42003591875384e-06,-0.0100564190074895,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.135607084383259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877977458209355,0.0644900375205547,0,0,0,0,0,0,0.0436401816076,0,0,0,0,0,0,0,0,0,0.0324039024562759,0,0.000104847307670912,-2.16840434497101e-19,0,0,0,0,0,0.048992277347851,0,0,-0.00424696007469113,0.0138037504983984,0,0,0,0.0115982467339896,0,0
X600660.SH,0,0,0,0,0,0,0.102381897481952,0,0,-0.0894824928336894,0,0,0,0.324005374268746,0,0,0,0,0.101490358439531,0,0,0,0,0,0,-0.120215412449077,0.0488545452713465,0,0,0.0289120746264356,0,0,0,0,0,0.0604623031525732,0,0,0,0.277710604817796,0,0,-0.00860165069442249,0,0,0,0,0,0,0,0.149671739339068,-0.00574910757618171,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057918223899525,0.129391124025898,0,0,0,0.0500595406965106,0,0,0.0119843216762115,0,0,0,0,0.0785303517075106,0,0,0,-2.71050543121376e-20,0,0,0.0366392319329444,0,0,-0.0450779165116613,0,0,0,0,0,-0.0222828313059132,0.00690809095820633,0,0,0,-0.0280156222390836,0,0
X600886.SH,0,0,0,0.0702269823922526,0,0.11975277488454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728757122084505,0.0458950113627102,0,0,0,0,0,0.166977384063609,-0.105902289256088,0,0,0,0,0,0.0226409047761166,0,0,-0.0423466692725329,0,0,0,0,0,0,0,0,0,0,0.159546902097135,0,0,0,0.0223377887156375,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0725465148225387,0,0,0,0,0,0,0,0,0,0,0,0,0.0283161719842673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741691750502717,0,0,0,0.0667113156885857,0,0,0,0,0,0,0.147705145864645,-0.047781756285946,0.0835261008202927,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.131571782206926,0,0.0512309326709897,0,0,0,0,0,0,0,0,0,0,0,0,0.12952943539608,0,0.0519015635414924,0,0.0495617820667561,0.0319541769602203,0,0,0,0,0,0,0,0,0,0,0,0,0.0143190872468163,0,0,0,0,0,0.0873281596107022,0,0,0,0.0973615239571121,0,0,-0.0398765458740893,0,0,0,0,0,0
