,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X000301.SZ,X600660.SH,X600188.SH,X000877.SZ,X600011.SH,X000708.SZ,X002271.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X600803.SH,X300073.SZ,X000408.SZ,X600219.SH,X002326.SZ,X600688.SH,X300037.SZ,X600399.SH,X601991.SH,X600096.SH,X600141.SH,X600795.SH,X000786.SZ,X600516.SH,X000959.SZ,X000155.SZ,X000831.SZ,X600486.SH,X000825.SZ,X600352.SH,X600157.SH,X600489.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.261120345615509,0,0,0,0,0.0203818033213964,0,0,0,0,0.00754603936669292,0,0.0711435772589675,0,0,0,0,0,0,0,0,0,0,0,0.0390284920630976,0,0,0,0,0,0,0.120866630991774,0,0,0,0.0896079387964509,0,0,0,0,0,0.0510852429927528,0,0,0,0,0,0,0,0,-0.0147965526265457,0,0,0,0,-0.0825155387093806,0,0
X600028.SH,0.265741640849566,0,0,0,0,0,0,0,0,0.0996732115769,0,0,0,0.0678568649393498,0,0.0781832616390733,0,0,0,0,0.0323655835085387,0,0,0,0,0.0432098044617373,0,0.0147625151324483,-0.0255360542137316,0,0,0,0.0710629988212018,0,0.0168263094147477,0,0,0,0,0,0,0,0,0,0,0,0,0.0517324313690921,0,0,0,0,-0.00892258205812376,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150314330829525,0,0.0180255739186206,0.056116445143985,0,0,0,0.548142169422796,0,0.0708671368991805,0,0.0122652087844163,0,0,0.0941174310225983,0,0,0,-0.0400683887424862,0,0,0,0,0,0,0,0,0,0,0,0,0.102996804308164,0,0,0,0,0,0,-0.00528132576436573,0,0,0,0,0,0,0
X600309.SH,0,0,-0.0480266842115597,0,0,0,0,0,0.0163700644280278,0,0,0,0,0,0,-0.0265916035509996,0,0.0248358693126786,0.11749489077047,0,0,0,0,0,-0.00894590640903371,0.186711919477415,0.0956701505100267,0,0,0,0,-0.0709037000431836,0,0,0,0,0.0218851075948944,-0.0969123934299444,0,0,-0.0378247591053379,0,0,0,0,0,0,0,0,0,0,0,0.0335839845048014,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.491676179240466,0,0,0,0,0.234897856353182,-0.0586873779519064,0,0,0,0,0,0,0,0,-0.0407638670016554,0,0,0,0,0,0,0,0,0,0,0.0131946322854499,0,0,0,0.0821551054572935,0,0,0,0,0,0,0,0,0,0,0,0.183442817279914,0,0,0.0334706766191355,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780846996056964,0.445949716192304,0,0,0.126984147874239,0,0,0,0,0,0,0,0,0,0,0,0.0580760115640732,0,0,0,-0.0157452691664291,-0.00635474019341116,0,0,-0.0452158563663928,0,0.18034517540229,0,0.184340525417208,0.0394373863812512,-0.0223735304982475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.258846762811292,0,0,0.271692610388361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224703231329237,0.125941606367863,0,0,0,0,0.220796969410457,0,-0.0581946059405746,-0.091734490809998,0,0,0,0,0,0.103196976439842,0,0,0,0,0,0,0,0,0.0226089961120798,0,0,0,-0.127048242907868,0,0
X002466.SZ,0,0,0,0,0.381074257041054,0,0.0863922051546109,0,0.0328701624833042,0,0.0953582238450792,0.157692971752931,0,0,0,8.67361737988404e-19,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0120745336667285,0,0,0,0,0.189736633477712,0.0586586320662222,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0181767168260035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,-0.0628444059884334,0.307409761514761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193012151432403,0,0,0.05177556865133,0,0,0,0.0214268301090119,0,0,0,0.00940465432296891,0,0.304317307320338,0.0436350888609023,0,-0.177759142781355,0,0,0,0.285142872978943,0,-0.003228883117031,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0626333497370863,-3.46944695195361e-18,0,0,0,0.0809960241821661,0,0,0,0.128417191672278,0,0.178133643785718,0,0,0,0,0,0,0,0,0,0,0,0,0.00926728394347563,0,0,0,0,0,0,0,-0.0448821093797902,0,0,0,0,0,0,0,0.299543481939017,0,0.0512108683806199,0,0.155478050852149,0,0,0.0155894838012753,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.368928139282439,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.18292836921152,0,0.0186463724990783,0,0,0,0,0,0,0,0,0,1.07679806298354e-05,0,0.18337036375918,0,0.0977681528944587,0,0,0.0168248758291284,0,0,0,0,0,0,0,0.0269187572714081,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,8.67361737988404e-19,0.0490011456426961,0,0,0,0,0,0.0196154160420324,0,0,0,0,0,0,0,0,0,0,0,0.725303427047001,0.167156193313819,0,0,0,-0.0158511039727946,0.0817902693831288,0,0.0583438217318425,0.0403542524918662,0,0,0.290710789212644,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046207836778287,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.140376926527397,0,0,0,0.0834357047444297,0,0,-0.0953004643207276,0,0,0.0273377655513597,0,-0.0887901129648875,-0.04170185002125,0,-0.0901754928265708,0,0,0,0.000663527539175836,0.0172901022303778,0,0.0660552690513643,0,0,0.0663250295174659,0.0138482671533956,0,0,0,0,0,0,0,0,0,0.143633643645748,0,0,0,0,0,0,0,0,0.0571397749178477,0,0,0,-0.0180464293532299,0,0
X600188.SH,0,0,0.608361755934139,0,0,0,0,0,0,0.0551318708002626,0,0,0,0,0,0,0,0,0.18198630882486,0,0.136378115511093,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.160966777426762,0,0,0,0.0489488169019197,0,0,0,0,0,0,0.0874543916597436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.316472369667232,0,0,0,0,0.131212304303378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199198990259474,0.00848535739146329,0.0771016283516,0.0492119640619828,0,0,0,0,0,0.119265296159405,0,0,0,0.0266084899650214,0,0,0.0502835117489406,0.120730897783306,0,0,0,0,-0.0216663786806744,0,0,0,0,0.114335967396562,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.127253034586145,0,0.0482812408849563,0,0,0,0,0,0,0,0,0,0,0,0,0.115953529782899,0,-0.0942224586815789,0,-0.083201408376497,0,0.0809759987709086,0.0028522943277692,0.0441353583222843,0.617786459365052,0,0,0,-0.112507694086077,0,0,0,0.114234022982406,0,0,0,0,0,0,0,-0.00414600803843536,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.130585929289265,0.0622258286732799,0,0,0,0,0,0,0.0852535652774051,0,0,0,1.59620990267386e-05,0,0,0.0650951763669033,0,0,0.0860760302963465,0,0,0,0.0235246514961288,0,0,0,0,0.02210030765193,0,0,0,0.0402531479053386,0,0,0,0.052715587691319,0,0,0,0,0,0,0,0.0435757210943575,0,0,0,0.0469324527361766,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0657968683670281,0,0,0,0,0.166941854746672,0,0,0,0,0,0,0,-0.0225865359678753,0,0,0,0,0,-0.0178447343117397,0,-0.0851336166679128,0.00383711325892515,0,0,0.00645223901834031,0,0,0,0,6.93889390390723e-18,0,0.942635987645433,-0.0621229008099614,0,0,0,0,-0.0902631822863191,0,0,0,0,0,-0.0139059660433347,0,0,0,0,-0.00312271479931341,0,0
X601600.SH,0,0,0,0,0,0,0,0.0631694025014728,0,0,0.00108349189471305,0,0,0.063021103840843,0.329279869777651,-0.0232204249191031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122763186940527,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0726741377961962,0,0.356521584560568,0,0,0,0,0,0,-0.0139041288363968,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0872034730715557,0,-0.0114952581027043,0,0,0,0,0,0,0,0,-0.0738766024945936,0,0.0400629774784107,0,-0.0271520172552164,0,0,-0.145163297311241,0,0.0392883950138123,0,0,0,0,0.0989717422756129,0,0.0263671400033809,0,0,0,0,0,0,0,0,0,0.172915585046679,0.103173126096003,0,0,0.0063042236322654,0,0,0,-0.0163984255419583,0,0
X601898.SH,0,0,0.335260707106758,0,0,0,0,-0.0179684565490988,0,0,0,-0.0211739488103786,0,0.258276629496797,0,0.0970568184502996,0,-0.0362350713506764,0.0478558715643497,0,0,0,0,0,0,0,0,0,-0.0243036926863085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107186704229273,0,0,0,0,0,-0.09557227456942,0,0,0,0,0.0673421095285134,0,0
X600362.SH,0,0,0,0,0,0,0,0.0913886708854869,0,0,0,0,0,0,0,-0.00219325376402938,0.00471723086995286,0,0,0,0.0490764192842115,0,0,0,0.167444096647939,0,0,0,0,0,0.193043162568499,0,0,0,0,0,0,-0.0106900649216593,0,0.00220388298060816,0.0209307460049939,0,0,0,0,0,0,0.165754414858635,0.279330075300314,0,0,0,0.00439854859758534,0,0,0,0,0,0
X600886.SH,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0982572849906465,0,0,0,-0.0972902899435085,0,0,0,0,0,0,0.147244584327789,0,0,0,0,0,0,0,0.0873366851505519,0,0,0.0671797787154074,-0.0363999131956881,0,0.492637938632984,0,0,0.173491029963187,0,0,0,0,0,0,0,0,0,-0.040755613758972,0,0,0,0,0.145925178448349,0,0
