,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X601898.SH,X002466.SZ,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X600547.SH,X601600.SH,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X600096.SH,X000723.SZ,X600803.SH,X000408.SZ,X601991.SH,X600801.SH,X600486.SH,X601699.SH,X600219.SH,X600141.SH,X000932.SZ,X600295.SH,X000807.SZ,X600027.SH,X002080.SZ,X000830.SZ,X600985.SH,X300073.SZ,X600157.SH,X000630.SZ,X600688.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0930906142647352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790537817902321,0,0,0,0,0,0,0.102682763404437,0,0.0810691998789756,0,0.0811538282408762,0.0716810139125227,0.0306773104875705,0,0,0,0,0,0,0,0,0,0.140617975017478,0,0,-0.0401724793589728,0,0,0,0,0,0
X601088.SH,0.20341098880691,0,0,0,0,0.206883555577988,0,0,0,0.206928601722731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256086737361575,0,0,0,-0.0204312786894179,0,0,0,0,0,0,0,0,0,0,0,0.0124526681864826,0,0,0.145304682308933,-0.0878008876264532,0,0,0,0,0,0.0448900873862018,0,0,0,0,0,0,0
X600028.SH,0.0609443518970071,0,0,0,0,0,0,0,0,0.0503363608868666,0,0,0,-0.0774227553073555,0,0,0,0,0.00951900832994568,0,0.0328380100497017,0,0.0277263154789724,0,0,0,0,0.0187340098272217,0.010150717903023,0,0,0,0,0,0,0,0.0882026569883014,0,0,0.0510882775779339,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186476626074984,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0286936749619252,0,0,0.0263253233211872,0.181878923657174,0.0912670318349286,0.174460740771707,0,0,0,0,0,0,0,0,0,0,0,0.0690231856313576,0,0,0,0,0,0,0,0,0,0,0.0175194203059756,0.0104583844566514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0502576441070219,0,0,0,0,0,0,0,0,0.0580377597765126,0,0,0,0,0,0,0,0,0,0,0.0303577507891104,0,0,0,0,0,0.0382392623976004,0,0,0,0.404631353103654,0,0,0,0,0,0,0,0.0391452943316077,0,0,0,0,0,0.0101190141342884,0,0,0,-0.0103536499539526,2.16840434497101e-19,0,0,0,0,0,0
X600188.SH,0,0.350382661190164,0,0,0,0,0.131583491458158,0,0,0,0,0,0,-0.0144281362342506,0,0,0,0,0,0,0,-0.110275636786286,0.0916151162794478,0,0,0,0.0280032679844764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811910018210707,0,0,0,0.512241770511435,0,0,0,0,0,0.205367454900183,0.0902836143240402,-0.0125154160173032,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.532624943634937,0.225781743484445,0,0.0553697531990083,0,0,0,0,0,0,0.067290744489186,0,0,0,0,0,0,0,-0.0368192103856025,0,0,0,0,0,0,0.0379956046929953,0,0,0,0,0,0,0,0,0,0.0431092245329775,0,0,0,0,0,-0.0842095298752013,0.0279811552316257,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.00889605546369665,0.204030551868692,0,0,0,0.251550460023856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444462699121613,0,0,0.0433451746271328,0,0,0,0,0,0.31178721313242,0,0,0,0,0,0,0,0,0,0.187840928169059,0,0,0,0.0263772954947057,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00540135816649035,0,0,0,0,0,0,0,0.0201004836211183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109401284713029,0,0,0,0,0,0,0,0,0,0.497740993322962,0,0,-1.73472347597681e-18,0,0,0.119976879134419,0,0,0,0,0,0,-4.33680868994202e-19,-0.0328371607422835,0,0,0,0,0,0
X601898.SH,0,0.0840814782248525,0,0.0439095739415514,0,0,0,0,0,0,0,0,0,-0.0510654347824501,0,0,0,0,0,0.121597249267084,0,0,0,0,0,0,0.231799214261797,0,0,0,0,0,0,0,0,0.00966130665592543,0,0,0,0,0,0,0,0,0.228821125832117,0,0,0.157158791567731,0,0.0498916013607188,0,-0.00758897820725209,-0.0354150328719495,0,0,0,0,0,0
