,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600886.SH,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X600426.SH,X000877.SZ,X600795.SH,X600362.SH,X002271.SZ,X601699.SH,X000983.SZ,X600803.SH,X600489.SH,X600027.SH,X600176.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600985.SH,X600219.SH,X000408.SZ,X000629.SZ,X600688.SH,X600801.SH,X300037.SZ,X600157.SH,X002128.SZ,X601168.SH,X000723.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.969131776327991,0.151899358587271,0,0,0,0,0,0,0,0,0,0.132691037252202,0,0,0,0,0,0,0,0,0,0,0,-0.169101874143184,0,0,-0.0141661615455394,0,0,0,0,0,-0.0148621288682788,0,0,0,0,0,0,0,0,0,-0.113878943905769,0,0.0463544395873804,0,0,0,0.120440699931554,0,0.00171793814162706,0,0,0,0,0,0,0
X600028.SH,0.531153006563555,0,0,0,0,0.0578093982626824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184607282746435,0,0.0935552258451913,0,0,0,0,0.0756624892438702,0,0,0,0,0,0.0544632650614764,0,0,0,0,0,0,-0.111735283768142,0,0,0,-0.0991308427777284,0,0.00618570347386468,-0.00177039555032569,0,0,0,0,0,0
X601088.SH,0,0.129288477358195,0,0,0.0199607613665806,0,0,0.200441044156004,0,0.0018430847317208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228279895474221,0,0.0435035331313408,0,0.0539028963293159,0,0,0,0,0,0,0,0,0,-0.0686977960312191,0,0,0,0,0,0,0,0,0.106372653997925,0.019556683869348,0.00356027886734061,0.0218331909236642,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0415838516919326,0,0,0,0,0,0.182997264351578,0,0,0,0,0,0,0,0,0,0,0.102237487643712,0,0,0.0473131275237687,0,0,0,0,0,0,0.0146346345518793,0,0,0.0767463865125815,0,0,0,0,0,-0.0416203851634202,0,0,0,0,0,0,0,0.061018446165947,0,0,0.0215979317217832,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0463572774959643,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0189694008919815,0,0,0,0,0,0.692692673556436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197674769739741,0,0,0,0,0.108764616999074,0,0.000116169229355056,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.102301619986441,0,0,0,0,0,0,0,0.102349493287602,0,0,0,0.25067611237653,0,0,0,0,0,0.0435998771360367,0,0,0.0651090520366496,0,0,-0.0463803264052992,0,0,0,0,0.196495550547359,0.277209079972024,0,-0.0419538610237458,0,0,0,0.26756195190834,0,0,0.0545181381665712,-0.249879438654745,0,0,0,0,0,0,0,0.0679452283745212,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0957703714310338,0,0,0,0,0.0623718407952019,0,-0.121993267196528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860997835418215,0,0.0737731880076145,0,0,0,0,0,0,0,0,0,0.534023565665175,-0.0962945505665253,0,0,0,-0.0559471247436837,0,0,-0.0108361434179637,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.162913046357224,0,0,0,0,0,0,0,0,0,0.0719658002517717,0,0,0,0,0,0,0.0144302777840236,0,0,0,0.261474986075808,0.0386120370352851,0.174356898236879,0.0240460061431185,0,0,0,0,0,0,0.00828390027504609,0,0,0.112363663792156,0,0.100420877575817,0,0,0,-0.177847076351699,0,0,0.00076541822032769,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,-0.161451921321497,0,0,0,-0.096626462418213,0,0,0,0,0,0,0,0,0,0,0.239448883730865,0,0,0,0,-0.0602936167742439,0,0,0,-0.0708633836987053,1.38777878078145e-17,0,0,0,0.842992457137736,0,0,0,0,0,0,0.0806704232454174,0,0,0,0,-0.118565178328174,0,0,0.137620518818154,0,0,0,0,0,-0.132924916557372,-0.000987291687207103,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.00920677763419737,-0.104330728582281,0,0,0,-0.0790456488916275,0,0,0,0,0,0,0,0,0,0,0,-0.0408762170095021,0,0,0,0,0.108643191250982,0.545333839221725,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,-0.0885283080068777,0,0,0,0,0,0.127961260752072,0,-0.00339892439249098,-0.0171123657959034,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0185181726588368,0.179194077193841,0,0,0,0,0,0,0,0,0,0,0.225533693255911,0,0,0,0,0,0,0,0,0,0,0,0,0.0331127197232823,0.399814918199205,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282611346669789,0,0.0623656105371765,0.0759186632004041,0,0,0,0.00494341705038342,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.111984823580157,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282289975019257,0,0,0,0.00638128262299563,0.187573140380912,-0.0569473737663554,0,0,0,0,0.0645483005945758,0,0,0,0.0779827110983072,0,0,0,0,0,-0.0626355367900337,0.00194114338750465,0.0333972911594762,0,0.165174223184438,0,0,0,0
X002460.SZ,0.110722924935556,0,0,0,0.0794509046109618,0,0,0,0,0,0,0,0,0,0.868507708456264,0,0,0,0,0,0,0,0.0240184738568313,0,0,0,0,0,0,-0.135569103596193,0,0,0,-0.0132001867963167,-0.0368082713177755,0,0,0,0,0,0,0,0,0,0.173507030181267,0,0,0,0,0,0,0.0117485082225596,-0.0347367496073114,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.129670934013073,0,0,0,0,0,0,0.355183193620964,0,0,0,0.0168245004827783,0,0,0.0216329845932233,0,0,0,0,0,0,0,0.0326239333983353,0,0,0,0,0,0,0,0,0,0,0,0,0.0068891143751658,0,0,0.0182745231349515,0,0,0,0,0,-8.67361737988404e-19,-0.045702173394088,-0.0067686655195582,-6.6166218443282e-05,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.759404289222632,0.116034159699064,0,0,0,0,0,0,-0.00097913884155536,0,-0.0468817892679895,0,0.0192892103806835,0,0,0.0583624347539471,0,0,0,-0.0439616433031134,0,0,0,0,-0.0424195249819166,0,0.0911465897706698,0,0,0,0,0.0399799995499032,0,-0.167342546254968,0,0,0.138258386552392,0,-0.00353174296289771,0,0.00112740626345834,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0128047984858539,0,0,0.288810968629456,0,0,0,-0.0399447204555895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305290482361652,0.136315809785972,0,0,0,0,0,0,0,0,-0.0189003059812749,0,0,0,0,0,0,0,0,0,0,0.0442859026072837,0,0,-0.0208442076531408,0.0744100638637413,0.00631117147072955,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.233993912190765,0,0,0,0,0.0545652006295207,0,0.0341741178714158,0,0,0,0,0,0,0,0,0.0717087464126539,0.125128855765695,0,0.239196358958665,0,0,0,0,0,0.0360042616750458,0,0,-0.168956013816943,0,0,0,0,0,0,0,0,0,0,0.0204005751127067,0,0,0,0,0,0,-0.00438522081372861,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.137400907689412,0,0.249176242242061,0,0,0,0,0,0,0,0,0,0,0,0,-0.100681481303492,0,0.142880018244308,0,0.109153368716881,0,0.178030985365583,0,-0.0104770557530089,0,0,0.0245193117250709,0,0,0,0,0.0114205038662876,0,0,0,0,0,0,0.0160796366634063,0,0,0,0.0268639003265064,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0435800603006982,0,0,0,0,0.0524312685635052,0,0,0.114137594360191,0,0,0,0,0.274672410108118,0,0,0,0,0.0328899256173553,0,0,0,0,0,0,0,0,0.0194283987285569,0,0,0,0,0.0937519917973177,0,0.0675249741979682,0,0,0,-1.73472347597681e-18,0,0.00195807503799669,0,0.0255859574751621,-0.0212734031399496,0,0,0,0,0,0
X000301.SZ,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.142349933632387,0,0.0400431127718013,-0.0447473597379005,0,0,0,0,0,0,0,0.199015611615492,0.0793631861506835,0.0347292589920711,0,0,0,0,0,0,0,-0.0599680872242035,0,0,0,0,0,0,0,0,0,0.0521666745939245,0,0,0,0,0,0.113165596279172,0.0692731982500073,0.0153899729007258,-0.022038622487629,0,0,0,0,0,0
X600426.SH,0.0226873092029484,0,0,0,0.00827512791240818,0,0,0,0.0505815417531048,0,0,0,0.0411561256998066,0,0,0,0.00463286359467485,0,0,0,0,0,0.133956748942723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146189350920011,0.0863199742364325,0,0,0,0,0,0,0,0,0,0.236882661341333,0,0,0,-0.00182727321633605,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.121433204737176,0.111519291107713,0,-0.0238742224211976,0,0,0,-0.129589104372623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202488687878126,-0.0855206990237914,0,0,0.153771782309202,0.0435223808088908,0,0,0.0765203082080207,0.0333827035466097,0,0,0,0,0,0,0.320736536285395,0,0,0,0,0,0,0,0.0333128881375907,-0.0246122452950188,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0732073221371659,0,0,0,0.0846129095566818,0.016278590506998,0,0,0,0.0954817083297266,0,0,0,0,0,0,0,0.178812852268123,0,0,0.0239320020400432,0,0,0,0,0.0835632902877656,0,0,0,0.0242779553061301,0,0,0.161936479871714,0,0,0,0.116640474431053,0,-0.092800286265464,0.00539660348167589,0.0374888473656066,0,0,0,0,0,0
X600362.SH,0,0,0,0.047487126506305,0,0,0,0,0,0,0.0125723426408707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195977091262736,0,0.00960161815625883,0.198488074929195,0,0,0,0,0,0,0.0988873497728673,0.265181102648083,0.031289148105646,0,0,0,0,0.0142781618939271,0.0615679030229695,0,0.00477244717095168,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.0125429144847916,0,0,0,0,0,1.73472347597681e-18,0,0.17866208279317,0,0.207937540879154,0,0,0,0,0.0253001263418208,-0.30663992141128,0,0,0,0,0,0,0,0,0,0,0.185428832426314,0,0,0,0,0.0427529770915726,0,0,0,0,0.349179035959872,0.0488440255615928,0,0,0,0,0.00125569662168391,0.103409082544869,0.0138051928703138,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.327401331183289,0,-0.466993634850167,0,0,0.28509041688962,0,-0.0275361484345547,0,0,0,0,0.0680781188958568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796980346894638,0,0,0,0,0,0,0.221090948960105,0,0,0,0,0,0,0,0,0,0,0.171245757997209,0,0,-0.0161420194651357,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.284673222212325,0.061129012127118,0,0.0154291500186728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945213260340733,0,0,0.0431443680824158,0,-0.0413690147829715,0,0,0,0,0,0,-0.0186064769981182,0,0.115765073549531,0,0,0,0,0,0,0,0.129608735661397,0,0,0,0,-0.00637974829708723,0,0.102172408137868,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0939429338254093,0,1.38777878078145e-17,0.279603959938342,0,0.308896899348591,0,0,0.109158386763375,0,0,0,0,0,0.286973040804974,0,0,0,0,0,0.197147156308617,0,0,0.100508740464693,0.149737489026615,0,0,0,0,0,0,-0.186958968298918,0,0,0,0,0,0,0,-0.0510133111256919,0,0.182803894179991,0,0,0,0,0
