,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X002271.SZ,X600027.SH,X600111.SH,X002460.SZ,X601992.SH,X000723.SZ,X002466.SZ,X600176.SH,X002353.SZ,X600583.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X600426.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000792.SZ,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0328516229453297,0.123546686493373,0,0,0,0,0,0.00262606850070275,0,0,0,0.0963702125731288,0,0,0,0.0620274302655059,0,0,0,0,0,0,0.0395855039303139,0.0839786115426486,0.0143389842258418,0,0,0,0,0,0,0,0,0,-0.00975751332386699,0,0,0,0,0,0,0,0,-0.0166318421505517,0,0,0,0,0.0111620976023363,0,0
X600028.SH,0.110831310360507,0,0,0,0,0,0,0,0.000720509074395827,0.0465216811177303,0,0,0,0,0,0,0,0,0,0.0524891150184856,0.0135059254304753,0,0,0,0,-0.0188728100603238,0,0.0962196485960806,0,0,0,0.0228733516744607,-0.0283874056103669,0,0,0,0.0815649784707089,0,0,0,0,0,-0.0274464301690054,0,0,0,0,0,0,0,0,0.00405189423951908,0.0189444813520915,0,0,0,0.012635120970545,0,0
X601088.SH,0,0,0,0,0,0.551180896513275,0,0,0,0.0284228449761936,0,0.109716334612933,0,0.0561679007716897,0,0.0179506333131674,0.0479552745351856,0,0,0,0,0,0,0,-0.0292523772325397,0,0,0,0.0547808121691299,0,-0.0898713420625559,0,0,0,0,0,0,0,0,0,0,-0.0299376716421538,0,0,0,0.00108586902271238,0,0,0,0,0,-0.0114438674923309,-2.16840434497101e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0780982626699348,0,0,0,0,0,0,0.0259482050186168,0,0,0,0.466128463514219,0,0,0,0,0,0,0,0,-0.0963289982009924,0,0,-0.0215544954868863,0.0909915743252628,3.46944695195361e-18,-0.0808737752455722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199913046708397,-0.0204489751956456,0,0,0,0.00947443730992505,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0998210607299948,0,-0.0522919430346595,0,0,0,0,0.17906988232113,0,0,0,0.0410462912763862,0,0,0.092145245193777,0,0,0.0546810318849371,0,0,0.0211788163669275,0.0122245737415124,0,0,0.0231336820684954,0,0,0,-0.0315451163896137,0,0,0,0,0,-0.0412134029892277,0,0,0,0,0,0,0,0,-0.04193286835399,0,0,0,0,-0.0164222414145616,0,0
X600019.SH,0,0,0.258141837755687,0,0,0,0,0,0.0374207548010093,0,0.0199334941497824,0,0,-0.0244678659687365,0,0,0.00885796804417539,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0370305294139312,0,0,0,0,-4.33680868994202e-19,0,0.0586582877870888,0,0,0,0,0,0,0,0,0,0,0,0,0.0180842358726851,-0.00355386914606872,0,0,0,0.023792332448228,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248614546046974,0,0,0,0,0,0,0,0,0,0.106010426916141,0,0,-0.145237204118631,0,0,0,0,0,0,1.21640469014514,0.185629860578668,0,0,0,0,0.19101713302923,0.131200526264068,0,0,0,-0.112223586478399,0,0,0,-0.0589003936974761,-0.03422373772487,0.0039494919196764,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.144684744349746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538429710221184,0.117070477130983,0,0,0,0,0,0.0538703954580182,0.010790086961204,0.0958503320586228,0,0,0.0856442653000371,0,0,0,0,0,0,0,0.101253729944095,0,0,0,0,0,0,0,0,-0.00452722440830745,0.0132301206070475,0,0,0,-0.0472497660561505,0,0
X000708.SZ,0,0,0.414798772844796,0,0,0,0,0,0,0,0,0.0412264249525098,0,0,0,0.306753743168573,0.147813459345236,0,0,0,0,0,0,0,0,0,0,0,0.174914155510983,0,0,0,0,0,0.0896558589241674,0.472044753834691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384802591076215,0,0,0,0,0.0839412523068486,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.171398531464128,0,0,0,0,0.292143767055004,0,0,0,0,0,0,0,-0.25266588857598,0,0,0,0.00805674710342051,0.0970119604705063,0,0,0,0,0.0759132506443622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117094431556715,0.00899397798868377,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0579265424874008,0,0.128011080990675,0,0,0,0,0,0,0.157704381959607,0,0,0,0,0,0,0,0,0,0,0.142119167537624,0.0678924215229924,0.134191581463253,0.00102465405806985,0,-0.0408923272956597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371176678262671,0,0,0,0.121555029303896,0,0
X600886.SH,0,0,0,0,0,0,-0.244136347927745,0,0.120259242797292,0.277795859385198,0,0,0,0,0,0.0144685728646626,0,0,0,0,0,0.0246771838527631,0,0,0,0,0,0,0.0265934432536978,0.185242829664841,0,0,-0.205373953490917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00243911352085441,0,0,0,-0.018566307003526,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671916941422696,0,0,0,0,0,0,0.0425760092277881,0,0,0,0,0.145995284112418,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041113746824082,0,0,0,0.173560875374748,0,0,0.0499432238243768,0,0,0.0210221107426691,0,0,0,0,0.0123881101252911,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.011618317992082,0,0,0.048384306201138,0,0,0,0,0,0,-0.0970810960715108,0,0,0.00992129045897867,0,0,0,0,0.0581403084312644,0,0,-1.73472347597681e-18,-0.0598320033676557,0,0,0,0,0,0,0,0,0,-0.0245837911612608,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0226870321252967,0.00707653355925248,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0600166476867915,0,0,0,0,0,0,0,0.0398359748248965,0,0,0,0,0,0,0,0.078633893645266,0.0307950295163394,0.108093425624138,0.0588605282429744,0.00610896816342242,0.0634722969332005,0,0,0.100588663562132,0,0,0.00601727225489497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01364330552473e-05,-0.00232050947895947,0,0,0,0,0,0
X600801.SH,0,0,0.0954055848253707,0,0,0,-8.67361737988404e-19,0,0,0,-0.122263391008394,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491899122493624,0,0,0,0.0471272312248274,0.159805294457749,0,0,0.145721218066242,0,0.0435185568793127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029913638828536,0,0,0,0,0.0463872813967218,0,0
X600188.SH,0,0,0,0,0,0,-0.046527492262294,0,0,0.119279190966772,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0272655289037925,0.00133384256328518,0.0972743838471149,0,0,0.0794941257413731,0,0,-0.00664428077014693,0,0,0,0,0.0440457216861302,0,0,0,0,0,0,0,0,0,0,0,0,0.184302109042963,0,0,0.0726769953620516,0,0,0,0,0,0.0660712651866111,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0198338768503947,0,0.0914327581903271,0,0,0,0,0,0,0,0,0.0166966050860799,0,0,0,0,0,0,0,0.0656710259557144,0,0.0262198943187258,0.109091440074575,0,0.10715329995869,0.0124095194288707,0.0836193983374144,0,0.10493188720394,0,0,0,0,0,0.0439754625224349,0,0,0,0,0,0,0,0,0,0.0121325968174393,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,-0.0386771601406733,0,0,0.0169723410718535,0,0.0608991405411329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877357434520118,0,0.0147884088912292,0,0.0772223764439631,0.0118068112974513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812351070270546,0,0,0,0.00984469366054319,-0.0364104945990277,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.0494142427344908,0,0.0360558591486866,0,0.00791832237041897,0,0,-0.113088321900577,0,0,0,0,0,0,0,0,0,0,0.0850951269410644,0,0,0.120954451629316,0,0.25904504586661,0,0,0.0473045979228327,0,0,0,0.0141653715971721,0.0617578160679713,0,0,0,0,0,0,0,0,0,0,0,0.104412406605173,0,0,0,0,0,0,0,0,-0.00841835858301987,0,0
X600688.SH,0,0,0,0,0,0.213882531908362,-0.00556152698495775,0,-0.0262132193732598,0,0,-0.0592257017224371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588602524189118,0,0,0.022181373690137,0.014284745436267,0,0.200449299103452,0,0,0.018347859529944,0,0,0,0,0,0,0.0547726750018192,0.00694797197024151,0,0,0,0,0.0572240435718534,0,0.0117854193652172,0.0240913672429848,0,0,0,0.030827910218486,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.0290170635220876,0,0,0,0,0,0,0.0424161959625199,0,0,0,0,0,0,0,-0.188814015247698,0,0,0,0,0.157272173451409,0.129090902946863,0,0.138056093508087,-0.0918438310582374,0,0,0,0,0,0,0,0,0.00609165336225902,0.0179505995321896,0,0,0,0,0,0,0,0,-0.0141475661334358,0.0282499161611853,0,0,0,-0.025633124543338,0,0
X002271.SZ,0,0,0,0,0,0,0,0.122488282530907,-0.0707923534191518,0,0,0,0,0,0,0.230173288998481,0.174861576870576,0,0,0,0,0,0,0.0357778927428259,0.126499038893109,0,0.129850354475053,0.0756000111336773,0,0,0,0,0,0,0,0,0.0237023857997446,0,0,0,0,-0.250711691513139,0,0,-0.190568165022554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.382376176669316,0,0,0,0,0,0.0730546698419316,0,0,0,0,0,0,0,0,0,0,0,0.0444657016945744,0,0.221721154674555,0,-0.0514730272285551,0,0,0,0,0,0,0.103156121498851,0.0444257552613634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319385394532644,-0.0264491255265727,0,0,0,-0.0339527874250814,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0672391273419376,0,0,0,0,0,0,0.030931383571447,0,0,0,0,0,0,0.0394573075432407,-0.0657637665153945,0,0.20373277328427,0,0.159679368317324,0,0,0,0,0,0,-0.0362245176533816,0.0489429685108586,-0.0625837259169333,0,0,0,0,0,0,0,-0.0614753381014549,0,0,0,0,0,0,0,-0.0204725391946122,0,0,0,-0.000926087831784072,0,0
X002460.SZ,0,0,0,0,0,0,0.0153914758844941,0,0,0,0,0,0,0,0,-0.0152529994172077,0,0,0,0,0,0,0,0,0,0,0,0.0261628872418779,0.389540539496027,0,0,0,0.297214129759253,0,0,0,0,0,0,0,0,0,0.106886299021143,0,0,0,0,0,0,0,0,-0.018231915492626,0,0,0,0,-0.0677431900225813,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.106501699971657,0,0.117642920614261,0,0,0.0656076646894973,0.0990654777920116,0.00371831055501761,0,0,0,0,0.202574913162355,0,0,0,0,0.0610090531423056,0,0,1.73472347597681e-18,0,-8.67361737988404e-19,0,0.0245397869762623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155579701331228,0,0,-0.00967354982517193,0.0124377229823681,0,0,0,0.0329419236206062,0,0
X000723.SZ,0,0,0,0,0,0,0.261509165269639,0,0,0,0,0.1808677459311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591265555611376,0.340180059925814,0,0,0.748456736214755,0,0.23537758019981,0,-0.179631049492675,0,0,0,0,0.178772881806037,-0.0733713203033482,0,0,0,0,0,0,0,0,0,0.0753806964069266,0,0,0,-0.00838834475479121,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0682083442587565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669694248461146,0,0.00626108656379281,0,0,0,0,0.135675055148352,0,0,0,0,0,0,0,0,0,-0.273767104244192,0,0,0,0,0.027998879369203,0,0,0,-0.01851304714407,0,0,0,0,0.0272202547907476,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.098397011763954,0,0,0,0,0.079268528744529,0,0,0,0,0,0.149075301863691,0.146751459164395,0,0,0,0,0.0423017450035154,0,0,0,0,0.0419819579842357,0.115348416967613,0,0,0,0,0,0,0,-0.0142097710505599,0.0430094869982764,0.163555998005012,0,0,0,0,0,0,0,0.00589868271536527,0,0,0,0,0.012938055825245,0,0
