,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600188.SH,X600688.SH,X601600.SH,X002466.SZ,X600795.SH,X600886.SH,X600362.SH,X600516.SH,X000898.SZ,X300072.SZ,X600547.SH,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600299.SH,X000709.SZ,X600808.SH,X600426.SH,X600801.SH,X000932.SZ,X000408.SZ,X000883.SZ,X601158.SH,X600315.SH,X600219.SH,X601699.SH,X000830.SZ,X002271.SZ,X000792.SZ,X601003.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.348461721838553,0,0,0,-0.0291557449888624,0,0,0,0,0,0.0644224656484119,0,0,0,0,0,0,0,0,0,0,0,0.0180679122102817,0,0,0,0.0577502661668302,0,0,0,0,0,1.73472347597681e-18,0,0,0.0607709357193656,0.00916953006053253,0,0,0,0,0,0.168616518257431,0.0261040710920968,0,0,0,0,0.00734391634836606,0.0117204926730936,0,0,0,0,0,0
X600028.SH,0.33753835055656,0,0,0,0,0,0,0,0,0,0,0.142572900164515,0,0,0,0,0,0,0,0,0,-0.113369125189605,-0.0582868855037991,-0.0148560030685784,0,0,-0.216532108113561,0,-0.0815342363765283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784923429261595,0,0,0,0,0.0110494288732581,-0.0170219383473463,0,0,0,0.0269115095989223,0,0
X601088.SH,0,0,0,0.267644512095526,0,0,0,0,0,0,0,0.60701501885273,0,0,1.0842021724855e-19,0,0,0.021115171480208,0,0,0,0,0,-0.0109676954491271,0,0,0,0,-0.0859918798374753,-0.0699485579599385,-0.196479759302321,0,0,0,0,0,0,0,0,0,0,0,0.0302719345239369,0,0,0,-0.0183481398012357,0,0,-0.000451465863435091,0,0,0,0,0,0,0
X600585.SH,0,0,0.231618406230977,0,0,0,0,0,0,0,0,-0.0758122482547411,0.250931111649755,0,0.0596098710250068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115938393277589,0,0,0,0,0,0.380620660735733,0,0,0,0,0,0,0,0.110019069736829,0,0,0,0,0,-0.0180035825393619,-0.00319838790700107,0,0,0,0.0318126671282282,0,0
X600019.SH,0,0,0,0,0,0.14296117379729,0,0.0558263457716548,0,0,0,0.232768609879599,0,0.0535790068707582,0,0,0,0,-0.216905771380752,0,0,0,0,0,0,0,0.0676779671987322,0,0,0,0.0811082614406329,0,0,0,0,0.131310166277699,0.0948304026652188,0,0,0,0,0,0.114851688161597,0,0,0,0,0,0,0.0101475122676336,0.0308704213919334,0,0,0,0.12311284199552,0,0
X600309.SH,0,0,0.212340868334461,0,0,0,0,0,0,0,0,0,0,0,-0.240986928143857,0,0,0,0,0,0,0,0.0118772842554627,0,0,0,-0.0525969297243971,0,0,0.181030478122544,-0.0776646724271532,0.042427464268584,-0.0321998083048411,0,0,0,0,0,0,0,0,0,0,0,-0.0488213598680844,0.111449770051909,0,0,0,0.0690809020926847,0.0497380990300797,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0420733930578829,0,-0.0197808495130423,0,0,0,0,0,0,0,0,0.180529898719318,0,0.115985284355761,0,0,0,0.38558565679212,0.0678924332302963,0,0,0,0,0,-0.0490549054018125,-0.0871643599214252,0,0,0,0,0,0,0,0,0.0880762830951777,0,0,0,0.062120965079896,-0.0397673576048848,-0.0855453922818277,0,0,0,-0.00280500148280459,0.0204263010911922,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0636248477046643,0,0,0,0,0,0,0,0,0,0,0.176069324575028,0,0,0,0,0,0,0,0,0,0,0,0.126808956384519,0,0,0,0.150647500737701,0,0,0,0,0,0.306133918623625,0,0,0,0,0,0.0153829575788068,-0.0617276328755691,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912899497337794,0,0,0,0,0.199156697311437,0,0,0,0,0,0,0.0500458302520895,0.0286445314810637,0,0,0,0,0,0,0,0,0,0.0484012816020025,0,0,0,0,0,0,0.0335841185514041,0,0,0.0512880699388645,0,0,0.00441460749381233,-0.021642861240667,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.354271201811347,0,0,0,-0.0877274419043564,0,0,-0.071733072677653,0,0,0.1362325874263,0.144676756925949,0,0.0643046235966641,0,0,0,0,1.38777878078145e-17,0,0,-0.157340954984513,0,0,-0.0540078445883548,0,0,0,0,0,-0.0212532993138348,0,0,0.0177116983209859,0.00811177564028355,0.00499283972430373,0,0,0,0,0
