,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X000786.SZ,X600803.SH,X601991.SH,X002080.SZ,X600795.SH,X000807.SZ,X600801.SH,X000983.SZ,X601699.SH,X600688.SH,X000825.SZ,X002353.SZ,X600352.SH,X000932.SZ,X600027.SH,X300073.SZ,X000630.SZ,X000959.SZ,X600157.SH,X600489.SH,X000960.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520530722497736,0,0,0,0,0.0809648114293512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.228740599376868,0.0252224969862602,0,0,0.153660596721314,0,0,0,0.0630180195898586,0,0,0,0,0,0.0102484644893028,0,0,0,-0.0240046559456485,0,0,0,0,0,0
X600028.SH,0.0998966536051763,0,0,0,0,0,0,-0.0185702984729471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676094717512022,0.0623638483909044,0.0226357121353359,0.0354027416474574,0,0,0,0,0,-0.0427562388778285,0.0420978460188164,0,0,0,0,0,0,-0.0077681204549252,0,0,0,0,0,0,0
X601088.SH,0.150156841594564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046252001496552,0,0,0,0,0,0,0,0.00444832163651386,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.380968968256018,0.00873306459841621,0.225174917218518,0,0,0,0,-0.0279887632289697,0,-0.10470156668812,0,0,0,0,0,0,0,0,0,0,0,0.00153416481694803,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.00497982156126414,2.16840434497101e-19,0,0,0.104216905244267,0,0,0,0,0.0466378232696912,0,0,0,0,0,0,0,0,0.092709306048617,0,0,0.0785239672090156,0,0,0,0,0,0.0261182971966352,0,0,0.00322607105716262,0,0,0,0,0,0.0463984785382622,0,0,0,0,0,0,0,-0.00869322706154955,0,0,0,0,0,0
X600585.SH,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.087938922649048,0,0,0,0,0.0263180076950359,0.0132702109766842,0,0,0,0,0,0,0.034122760178962,0,-0.017715631379948,0,0.100411048820993,0,0,0,0,0,0.40147039223403,0,-0.0334347612891287,0,0.032174562024667,0,0,0,0,0,0,0.0174372092539174,0,0,0,0,0,-0.00675720703224993,0,0,0,0,8.67361737988404e-19,0,0
X002460.SZ,0,0,0,0,0,0,0,0.169153435723842,0,0,0.325378508856836,0,0,-0.012094054015216,0.147964876555829,0,0,0,0,0,0,0,0,0,0,-0.234128909498608,0,0,0,0,0,0.262284039599506,0,0,0.0477862974340944,0,0,0,0,0,0,0,0,0.281695661832399,0,0,0,0,0,0.0740729712444009,0.0659409180540644,0,0,0,0,0,-0.00673207624429277,0,0
X000792.SZ,0,0,0,0,0,0,0,0.236320974497321,0,0,0.387623247787736,0,-0.0670831605703683,-0.0383401105894767,0,0,0,0.264229725187627,0,0,0,0,0,0,0,0.100166007616203,0,0,0,0,0,0,0,0,0,0,-0.0564711934259918,0,-0.37329965803701,0,0,0,0,0,0,0,0,0,-0.0622546392660407,0.0299375839338349,0,0.0152858618893452,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.124932286532538,0.0509427619919639,0,0,0,0.216932421520209,0,0,0,0,0.137187935466359,0.270575779100134,0.0505493836153956,0,0,0,0,0,0,0,0.0278684953790035,0,0,0,0,0,0,0,0.075997035557032,0,0.0838615235959452,0,0,0,0,0,0,-0.00516295407418794,0,0,0.0163646742995697,0,0,0,0.0529982301957722,0,0.00301645304265817,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0985474433882806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252997828407384,0,0,0,0.053281179237178,0,0,0.00129529747761853,0.0759828495069096,0,0,0.174355970538888,0,0,0.125663084666964,0,0,0,0.00345027973775405,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19964431367678,0,0.0531146770679894,-0.144230142386049,0,0,0.139377480764447,0,0,0.0683612771088976,0,0,0,0,0,0,0.255898516239354,0,0.170123237725677,0,0,0,0.452684450619845,0.0658988430818799,0,0,0,0,0,0,0,0,0.0571682889124542,0,0,0,0,0,0,0.0211051407448844,0,0,0,0,0,0
