,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600010.SH,X600188.SH,X600660.SH,X000877.SZ,X000301.SZ,X600011.SH,X002271.SZ,X000708.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X002080.SZ,X600426.SH,X000408.SZ,X600803.SH,X300073.SZ,X002326.SZ,X600219.SH,X300037.SZ,X601991.SH,X600516.SH,X600688.SH,X600399.SH,X000786.SZ,X000831.SZ,X600795.SH,X000959.SZ,X600141.SH,X600096.SH,X000155.SZ,X000825.SZ,X600157.SH,X600352.SH,X600801.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.250689268320745,0,0,0,0,0.0244085934668554,0,0,0,0,0.0720261423618071,0,0,0.00636542762297788,0,0,0,0,0,0,0,0,0,0,0,0.0425506487702335,0.00441562594552694,0,0,0,0,0,0,0,0.116333962413961,0,0,0,0,0,0,0.0927949137196876,0.0470555889933766,0,0,0,0,0,0,0,-0.0154099580223074,0,0,0,0,-0.0799282719849063,0,0
X600028.SH,0.218668989807753,0,0,0,0,0,0,0,0,0,0,0.0686441795512741,0,0,0,0.039598037266188,0,0,0,0,0,0,0,0,0,0,0,0,0.0691458154670612,0,0,0,0,0,0,0.0636581477617551,0,0,0,0,0,0,0,0,0,0.0868684286995799,0,0.093373276915935,0,0,0,-0.0170477313735233,-3.17078841975404e-05,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0230220848393165,0.178133780092456,0,0,0,0.0455331137414858,0,0.130903762143822,0,0.513599785436581,0,0,0.0379075409971548,0,0.0227452641656048,0,0,0,0,0,-0.102762033813297,0,0,0,0,0.038474150403895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211538011000515,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0367175479328453,0,0,0,0,0,-0.0342773992993071,1.35525271560688e-20,0,0,0,0,0,0,0,0,0.10987764907574,0.213076828259083,0,0,0,-0.0765564695082881,0,0,0,-0.0427163172944858,0,0,0.130823278506156,0,0,0,-0.0687995196385242,0.0262947743282847,0,0,0,0,-0.00264877702249935,0,0,0,0,0.0288772568473486,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.526098283023034,0,0.0181564270818391,0,-0.0952772577935906,0.167741694074646,-0.0151699195973272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235077381391452,0,0,0,0,0.0767026790804218,0,0,0,0,0,0,0,0,0.161622783405433,0,0,0,0,0,0,0,0,0,0,0.00750997719662621,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0436894700277269,0,0.0331669022042275,0,0,0,0,0,0,0,0,0,0.084831598155169,0,-0.21352989153292,0,0.0122226681041289,0,0,0,0,-0.0126423281073362,0,-0.00871331042142457,0,-0.0216166707266082,0.0676018921462796,-0.118431703261671,0,0,-8.67361737988404e-19,0,0.102440712204232,0,0,0,0.512796436861254,0.0975338593771523,0,0,0,0.0365296200736117,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.194110160319283,0,0,0.307295921078233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946403148009057,-0.0693617222754696,0.165280112811003,0,0,0,0,0,0,0.263379478535912,0,0.0917161853132511,0,0,0,-0.0314055144853986,0,0,0,0,0,0,0,0,0,0.00359680116405807,0,0,0,-0.0276766673299519,0,0
X002466.SZ,0,0,0,0,0.383054477028167,0,0.114384130775681,0,0,0.0936108487167645,0.0401632040854841,0,0,0,0,0,0,0,0,0,0,0.00520937524562969,0,0,0.00202911328346621,0,0,0.167095205850577,0,0,1.73472347597681e-18,0.0751801802479907,0.0727253573175327,0,0,0,0,0,0.0429720604046941,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.00933288086462272,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0410810257440111,0.0184051687664401,0,0,0,0,0,0,0,0,0,0.239588289731214,0,0,0,0,0,0,0.0217002494287591,0,0.0365106050028933,0,0,0,0,0.090055734775097,0,0,0,0,0,0,0.0231054540692368,0,0,-0.0298363954319368,0,0,0.122579599056583,0.00794084310106242,0,0.248514842717461,0,0,0,-0.00742800309828887,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0149445742831903,0,0,0.15458875566833,0,0,0,0,0,0,0,-0.154615831143022,0,0,0,0,0,0,0,0,0.0470994466125276,0,0,0,0,0,0,0.0717528252337804,0.29989974300032,0,0,0.0979255192138684,0,0,0,0,0.29228008774225,-0.0928302643697071,-0.00305219978572143,0,0,0,0,0,-0.0260144700455473,0,0,0,0,0,0,0
