,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601600.SH,X601898.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600111.SH,X600157.SH,X600362.SH,X601992.SH,X600547.SH,X600886.SH,X002466.SZ,X600299.SH,X600309.SH,X600660.SH,X000709.SZ,X000792.SZ,X600489.SH,X601158.SH,X600352.SH,X000898.SZ,X600583.SH,X300072.SZ,X000539.SZ,X000883.SZ,X000723.SZ,X000027.SZ,X000983.SZ,X000630.SZ,X000629.SZ,X600549.SH,X000060.SZ,X002470.SZ,X000959.SZ,X600022.SH,X600021.SH,X002075.SZ,X601699.SH,X600176.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0399842770732225,0,0,0.037307849108075,0,0,0,0.0599908721334374,0,0.037154697928987,0,0,0,0,0,0,0,0.235030761808999,0,0,0,0,0,0,0.0915862192980756,0.0441145599940127,0,0,0,0,0,0,0,0.0167254323755637,0,0,0,0,0,0,0,0,0.00741004321894841,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.097124580527849,0,0,0,0,0,0,0.0208842902382596,0.0694657374888731,-0.0224087784645618,0.0435799482556455,0,0,0,-0.0113066079906498,0,0.0732931387394511,0,0,0,0,0,0.0485957106165117,0,0.131521351973616,0,0,0,-0.0216000490502035,0,0,0,0,0.0289055186755726,0,0,0,0,0,0,0.0515372492345527,0,0,0,-0.00393288653396686,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.200652066575084,0.0432146281438319,0,0,0,0,0,0,0,0,0,0.0541684086286204,0,0,0,0,0,0.0250450752697335,0,0,0,0,0,0,0,0.0565074126558613,0,0,0,0.0627965008409294,0,0,0,0.142745939265763,0,0,0,0,0,0,0,0.0561849541567434,0,0.0502029308500658,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0478347133545641,0,0,0,0,0.00612810302774161,0,0.224715291869712,0,0,0,0,0,0,0,0.0066061054610911,0,0,0,0,0.0783734911829976,0,0,0,0,0.136790008745215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00277014532352105,0,0,0,0,0,0,0.235503645335362,0,0,0,0,0,0.031577100017228,0,0,0,0.180474236612377,0,0,0,0,0.0907087929445193,0,0,0,0,0.0245286607616689,0.0393703633478706,0,0.15528743395461,0.0546607681474549,0.0309776362945721,0.00328318172905067,0,0,0,0,0.0509839425591074,0,0,0,0,0.0162398371721518,-0.0380899645670109,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0526853952620717,0,0,0.349357109276193,0,0.0393653771279256,0,0,-0.0477631638696992,0,0,0,0,0,0,-0.000601907295388327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238882613227917,0,0,0,0,0,0.0049586585435422,0,0,0,0.114923203692776,0,0,0,0.0626644035177288,0.0310474777981039,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0124252334351653,0,0.0486098130741762,0,0,0,0,0,0,0.0997440338927299,0,0,0.0141331508932898,0.0288013701719639,0,0,0,0,0,0,0.0497891723967909,0,0.0684202046973163,0,0,0,0,0,0.0145338356734124,0,0.226872487411029,0,0,0,0.0525760301912105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841372298310851,0,0.181939253788373,0,0,0,0,0,0.0131482614140184,0,0,0,0,0,0.341379563734928,0,0,0.0215364017685067,0,0,0,0,0,0,0,0.0751462904000413,-8.67361737988404e-19,0.140715340500401,0,0,0,0,0,0,0.0429565324718204,0,0,-0.0556997901062765,0.0562463464908159,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084131261189785,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.111022525394295,0,0,0,0,0,0.150930387080366,0.209172927773648,0,0,0,0.276736899340648,0.011052969729276,0,0,0,0,0,0,0,0,0,0.004864553279551,0,0.054142644796592,0.292145386535074,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0249738817650327,0,0,0,0,0.0239035337777645,0,0.0796857965921324,0,0,0,0.0543033022538508,0,0,0,0.101965429809213,0,0,0.159263319673465,0.105632911947035,0.0842981457403224,0,0,0,0,0,0.0391289619253909,0,0.175242863870141,0.022844054717816,0,0,0,0,0,0,0.0100302684591854,0,0.0554108842855472,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.136067408122266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00915862250210263,0,0.090971606335856,0,0.00640788493762473,0,0,0,0.0980796485546839,0.0198298409517237,0.164936941691781,0,0,0,0.0764311753921667,0,0,0,0.0557405606515537,0.0308437982972366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0.0325360362507159,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.153632895467725,0,0,0,0,0.434189014065497,0,0.154989052561601,0,0,0.113126704426354,0,0,-0.0424023613332073,0,0,0.0514468404257481,0,0,0,0,0,0,0,0,0,0,0,0,0.158245869865913,0.0178395996577488,0,0.352843169077066,0,0,-0.0196215115835219,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060584725966556,0,0,0,0,0,0,0,0,0,0.078062883083664,0,0,0.0256043575128412,0,0.108101902367081,0,0,0,0,0.249342083082983,0.00209561048085174,0,0.0155148921769427,0,0,0,0,0.0979525349456049,0.169764662195024,0,0,0,0,0,0,-0.0065586180137739,0,0,0,0,0,0
X600027.SH,0,0,0,0.152593232051112,0,0,0,0,0,0,0,-0.0314085786322414,0.142179833264325,0,0,0,0,0,0,0,0.0848309305180397,0,0,0,0,0,0.165019766633165,0,0,0.111779350836755,0,0.0973834713828899,0,0,0.10469546184732,0,0,0.0254619755704436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.140448766543805,0,0,0.146300479347378,0.195842657663939,0,0,0,0,0,0,0,0,0.172083983556809,-0.0734435461483405,0,0,-0.0183949861475379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222060962832729,0,0,0,0,0,0.0707059193640765,0,0,0.0660467345758958,0,0,0.142211774872007,0,0.010582219981452,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.171654573447053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421981299609922,0,0.000413910658514626,0,0.0378178972995365,0.124168534440178,0.0329437395338,0,0,0,0,0.263603800010403,0,0,0,0.243839427145956,0.0147346038049605,0,0,0,0,0,0,0,0.0366197675638093,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.239420053533261,0,0,0,0,-0.0633312611125953,0,0,0,0,0,0,0,0,0,0,0,0.120962100721214,0,0,0.0603124991132345,0,0,8.67361737988404e-19,0,0,0,0.360933373961509,0.0305342302191264,0,0,0,0,0,0,0,0.0406158840937744,0.0181293976144716,0.048215510592353,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.068826686267178,0,0,0,0.00764162001863127,0,0,0,0,0,0,0,0.162055897098136,0,0,0,0.0586003011226957,0,0,0,0,0,0,0,0.0911500751893039,0,0,0.180096488640373,0,0,0.339080065254614,0,0,0,0,0.115233383775225,-0.237813621476482,0,0,0,-0.0270067457947503,0.0328983842536413,0,0.137988609990422,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.107006120321022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840228698670136,0,-8.67361737988404e-19,0,0,0.129245789708924,0,0,0,0,0.185985504786539,0,0,0,0,0,0.0218572447434229,0,0.0591331839954275,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.01797107959691,-0.0199249727371605,0,0,0,0,0,0
