,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600886.SH,X600362.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600027.SH,X000883.SZ,X600583.SH,X601992.SH,X002353.SZ,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X000629.SZ,X000825.SZ,X000539.SZ,X600489.SH,X600315.SH,X600808.SH,X000831.SZ,X600352.SH,X600660.SH,X000027.SZ,X601699.SH,X600578.SH,X600307.SH,X600490.SH,X600549.SH,X000630.SZ,X000983.SZ,X000937.SZ,X600863.SH,X002470.SZ,X000959.SZ,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728245436463711,0,0,0,0,0.00609712976542835,-8.67361737988404e-19,0,0,0,0.00320327232532355,0,0,0,0,0,0.0981122604392399,0.0478830015917076,0,0.0802816889137615,0,0,0,0.0230812529725776,0,0,-0.00850898621039737,0,0,-0.00650356378463901,-0.00935329868860461,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.11377097868829,0,0,0,0,0,0,0,0.164858089255408,0,0,0,0,0,0.0101222929195466,0,0,0.102961673298379,0.00739244316994887,0,0,0,-0.00511390285270955,0,0,0,0,0,0,0,0.066526025476552,0,0,0.0486303894296847,0,0.00469126687770657,0,0,0,0,0,0,0,0.0179975882127309,0.0220599699138571,0,-0.011498530772611,0.00481994939660644,0,0,0,0,0,0
X601088.SH,0,0,0,0.0878143379912399,0,0.0134783585017484,3.46944695195361e-18,0,0.135704394241839,0,0,0,0,0,0.210611048584902,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585477592926062,0,0,0,-0.0640595315315033,0,0,-0.00801294992852473,0,0,0,0,0,0,0
X600585.SH,0,0,0.222498115801621,0,0,0.0564059862593164,0,0,0.00776484599022152,0,0,0,0,0,0,0,0,0,0,0,0.0905636202559028,0,0,0,0,0.0114494267998664,0,0,0,0,0,0,0,0,0,0,0,0.0427383759345011,0,0,0.0251452208781622,0,0,0,-3.46944695195361e-18,0,0,0,0.00925277575281854,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.183965790504801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040655059110346,0,0,0,0,0,0,0.0128748440010002,0,0,0,0,0.00394280089433625,0.0285646390128897,0.0960531580229911,0,0,0,0.0222363332057943,-0.0285243658080555,0,0,0,-0.179156630611424,0,0
X600019.SH,0,0,0.0577604979487458,0,0,0,0.133046244247238,0,0,0,0,-0.0578769450472356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116663006994543,-0.0109202334962465,0,0,0.243019465936059,0.199011721687557,0,0,0,0,0,0,0,0.0522884781642463,0,0,0,0.11039422410645,0,0,0.104731663257672,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0608285173738453,0.051156786675075,0,0,0,0,0,0,0.165887170361376,0,0,0,0,0,0.0799828479588726,0,0,0.0150175365709195,0,0,0.171080151215999,0,0,-0.0594403089689246,0.0243111372647959,0,0,0.0192266476277341,0,0,0,0,0.0954014444704144,0,0,0,0,0,0.0153280108843934,-0.0307926651102602,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0166368391450309,0,0,0,0,0,0,0,0,0.0145610747141372,0,0,0.0403353040469356,0,0,0,0,0,0,0,0.0240450494665593,0.14676710479203,0.00813370149548637,0,0,0,0,0,0,0,0,0,0.153083550587958,0,0.0370449979648722,0,0,0,0.0080710729246645,0,0,0,0.0104872661651627,0,0,0,-0.00417342940863083,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.100434132200263,0,0.321816297001534,0,0,0,0,0,0,0,0,0,0,0,0,0.113881961048037,0,0,-0.0113239330122097,0,0.190773443986085,0,0,0,0,0,0,0.0674953716909299,0,0,0,0.177534752660218,0,0,0,0.115422926593049,-0.0294636192745047,0,0,0,-0.0600439882518893,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.00981558443891771,0,0,0,0,0,0.0501834839344888,0,0,0,0,0,0.0216047141452005,0,0,0,0,0.018357999837603,0.0341601464098656,0.0862759804046279,0,0,0,0,0,0,0,0,0,0,0.00157584792284268,0,0.280048181327611,0,0.0367100950423096,0,0,0,0,0.0803298719642119,2.16840434497101e-19,0,-0.0117045153165587,0,0,0,0,0,0,0
