,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X601991.SH,X600547.SH,X000898.SZ,X600111.SH,X600886.SH,X600516.SH,X600176.SH,X600352.SH,X000709.SZ,X000786.SZ,X000825.SZ,X002271.SZ,X600027.SH,X000792.SZ,X000553.SZ,X601699.SH,X600299.SH,X000408.SZ,X600808.SH,X601158.SH,X600219.SH,X600489.SH,X000959.SZ,X000932.SZ,X000883.SZ,X002110.SZ,X000630.SZ,X000983.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.269132541439651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198115808241392,0.0125198685662674,0,0,0,0.0440839572388828,0,0,0,0.100103171395437,0,0,0,0.045585630545861,0,0,0,0,0,0,0,0,0,0,0,0,0.0042695090199907,0,0,0,0,0,0,-0.00727197089157961,0,0.0212127863981369,0,0,0,0,0
X600028.SH,0.118070675377511,0,0.152152368409697,0,0,0,0,0,0,0,0.020455761357896,0,0,0,0,0,0,0,0,0,0.238885712258712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505443760003039,0,0,0,0,0,0,0,0,0,-0.0210548867493323,0,0,0,0,-0.0216177545235157,0,0,0,0,0,0,0
X601088.SH,0,0.0337166171970153,0,0.447919993947615,0.128593181180957,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267977564684469,0,0,0.022999408372318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510767003491478,0,0,0,0,0,0,0,0,0,0,0,0.108831240001332,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.0392878341447832,0,0.374208958985261,0,-0.105838476095387,0,0,0,0,0,0,0,0.137265085605905,0,0,0,-1.0842021724855e-19,0,0,0.359858108349824,0,0,0,0,0,0,0,0.0503897397824288,0,0,-0.12187276634279,0,0,0,0,0,0,0,0,0,0.0734230699031438,0,0,0,0,0,0,0,0.00552197212371502,0.0113202871966693,0,0,0,0,0
X600585.SH,0,0,0,0.186343500665288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155461734804337,0,0,0.273459062490143,0,0,0,-0.187375374307346,0,0.281716723175584,0,0,0,0,0,0,0,0.143145205130412,0,0,0,0,0,0,-0.00832890480703209,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308442705100695,0,0,-0.0135714998471225,0,0.0445437655381863,0,0,0,0,0,0,0.19573945172214,0,0,0,0.0405111827425525,0,0,0,0.115643150831104,0,0,0,0,0.211795557668312,0,0,0.0404075497575388,-0.0346898572393527,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0687518597521137,0,0,0,0,0,0.00418281454692383,0,0,0,0,0,0,0.12629424025896,0,0,0,0,0,0,0,0.0524985500065866,0,0.0149443089104784,0,0,0,0,0.199282766694318,0.0729169292152289,0.122325227717745,0,0,0,0,0,0,0,0.061337243848694,0,0,0,0,0,6.7762635780344e-21,0,0.000949986652053719,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.00673846313823058,0,0,0,0,0,-0.218070786506481,-0.0486289878322632,0,0,0,0,0,0,-0.10599024310125,0,0,0,0,0,0.236814260373866,0,0,0,0.248574953718166,0,-0.0105213019751906,0,0,0,0,0,-0.157285130528343,0,0,0,0,0,0,0.28517658122997,-0.415195231421036,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164270814156713,0,0,0.144684837869878,0,0,0.0366336772065257,0,0,0,0,0,0.0243169834256798,0,0,-3.46944695195361e-18,0,0,0.0469226089304072,0,0.184308910914305,0,0,0,0,0,0,0,0,0,0,0,0.161835567964372,0.0199553267433975,0,0,0,0,0,0,0,0,0
