,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X601600.SH,X600688.SH,X600309.SH,X300072.SZ,X600547.SH,X600795.SH,X601991.SH,X600188.SH,X600660.SH,X600362.SH,X600027.SH,X600886.SH,X000709.SZ,X002466.SZ,X600157.SH,X600111.SH,X600489.SH,X600339.SH,X000898.SZ,X000959.SZ,X600299.SH,X601158.SH,X000883.SZ,X600219.SH,X600583.SH,X000408.SZ,X000630.SZ,X000792.SZ,X600578.SH,X600008.SH,X600352.SH,X002460.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X002092.SZ,X000723.SZ,X600021.SH,X600176.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0303283866682531,0,0,0,0,0.022754150698625,0.14362884508038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275545622961428,0,-0.026534389216528,0,0.0083418311810902,0,0,0,0,0,0,0,-0.0150371150937875,-1.0842021724855e-19,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0328788174849146,0,0.182701370111326,0.0480318471111003,0.0495640802999639,0,0,0,0,0,0.0510298238895824,0,0,0,0,0,0,-0.0798826735509845,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00753580349019477,0,-0.031166656703199,0,0,0,0,0.0927977279092125,0,0,0.0078757405927366,0,-0.00319244179171181,-0.00160814576436041,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.112213789984817,0,0,0,-0.0272952112688272,0,0,0,0,0,0,0,0.0615624002870481,0,0.083242137845964,0,0,0,0,0,0,0,0,0.146961913212713,-0.0159509214759709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00737641126967302,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.285444696169271,0,0,0,-0.0437793124747845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15661036204616,0,0,0,0,0,0,0,0,0,0.116193449227519,0,0,0,0,0,0,0,0,0,0,-0.0579383876009669,0.185207219300024,-0.0114936573918371,-0.00971522868553068,0,0,0,0,0,0
X600011.SH,0,0,0.173706680979233,0,0,0,0,0,0,0,0,0.0447815966128775,0,-0.219663449386729,0,0.0310673872011326,-0.122876934638675,0,0,0.730769720418488,0.0735316675849787,0.0995601803390247,0,0,0,0,0.0978760937548498,0,0,0,0,0,0,0,0,0,0,0,0.0307167682586992,0,0,0,0,0,0.0184752587133631,0,0,0,0,-0.138693841851705,0.0264792173224021,-0.0107574283762615,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.048722884960028,0.0603659706564209,0,0,0,0,0,0,0,0,0,0,0,0,0.0796638287684604,0,0,-0.0930894966292695,0,0.260115079602011,0,0,0,0,0,0,0,0,0,0,0,0,0.0518701426556185,0,0,0,0,-0.155387756704911,0,0,0.0218260922710061,0,0,-0.0235392829840227,0,0,0,0,0,0
X600010.SH,0,0,0,0.0463020353254885,0,0.0289743627245281,0,0,0,0.0391784480214637,0,-0.0232222910998661,0,0,0,0,0,0,0,0,0,0,0,0,0.0325264457955093,0,0,0.213840415040437,0,0,0,0,0,0,0,0,0,-0.0879617303739153,0.102270903843682,0,0,0,0.125737710915952,0.109403700881949,0,0.0889115763605643,0,0,0,0,0.00338430898698286,-0.0132100117863707,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099356622655153,0,0,-0.00650495654068614,0,0,0,0,0.0484122115123633,0,0,0,0,0,0,0.35718295237594,0,0,0,0,0,0,0.0380416857775794,0,0.157658834378003,0,0,0,0,0,0,0,-0.00277246949283464,-0.00557597658161492,0,0,0,0,0,0
X601992.SH,0,0,0,0,1.38777878078145e-17,0.0927151872900576,0,0,0,0.0734079085072865,0,0,0,0,0,0,0,0,0,0,0,0.657590492052839,-0.17717064698224,0,0,0.417359978854398,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.278039580430958,0,0,0,0.029393133641525,0,0.215197151684672,-0.0349957138848437,0,0,0.183764692593802,0,0,0.0194939286994367,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0776018043500066,0,0,0,0,0,0,0,0,0,0.405838026246777,0,0,-0.091221147605098,0.053119955830634,0,0,0,0,0,0,0,0,0,0.0563260931144015,0,0,0,0,0,0.165811560991706,0,0,0,0.0097284223597989,0,0.0832015455000248,0,0,0,0,0,0.0158568472961435,0.00774994292484804,0,0,0,0,0,0
