,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600886.SH,X600585.SH,X601600.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X000708.SZ,X600027.SH,X600803.SH,X600010.SH,X600111.SH,X000983.SZ,X600160.SH,X601699.SH,X002460.SZ,X600426.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X002128.SZ,X000933.SZ,X600985.SH,X000877.SZ,X000807.SZ,X000630.SZ,X600219.SH,X601168.SH,X600176.SH,X000408.SZ,X000883.SZ,X600348.SH,X002353.SZ,X600096.SH,X000027.SZ,X002271.SZ,X600995.SH,X600612.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.115133965880838,0.464795787693977,0,0,0,0,0.0840330192908566,0,0,0.180585258878855,0,0,0,-0.101239721548993,0,0.0637575974326675,0,0,0,0,0,0,0,0,-0.000323337570992324,-0.0692653601159188,0,0,0,0,0,0.0421344971433056,0,0,0,0,0,0,-0.0625548408959209,0,0,0,0,-0.0631286199314146,0,0,0,0,0,0,0,0,0,0,0,-0.000178485765319913,0,0
X601088.SH,0.2494750146789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279047520471397,0,0.042317870040395,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00264750565561182,0,0,0,0,0.0541119446866772,0,0,0,0,0,0,0,0,0,0,0,0,0.0615134546067592,0,0
X600028.SH,0.384894844242378,0.101041847416125,0,0,0,0,0.0689933510952798,0,0,0,0,0,0.0781069433797982,0,0,0,0,0,0,0,-0.00960334114675391,0,0,0,0.000549967385104477,-0.156281481675628,0,0,0,0,0,0,0.0502723676619179,0,0,0.0061174936857504,0,0.0721134544382266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112890533686223,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.075821396984674,0,0,0.115373217242115,0,0,0.085113764608688,0,0,0,0,0,0,-0.0131871567179777,0,0,0,0,0,0,0,0,0.0264737368072293,0,0,0.0127881313132785,0,0,0,0.0405284343504431,0.0255013289407841,0,0.000136272354988368,0,-0.106941275988585,0,0,0,0,0,0,0,0,0,0,0,0,0.033120633391448,0,0
X600188.SH,0.107547480107459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154500060500151,0.351944042726411,0,0,0,0,-0.0238358982790537,0,0.0909528238549704,0.0933074048847599,0.129118642090147,0,0,0,0,0,0,-0.0175675591108925,-0.0686789109139928,0.0444453472364441,0,0,0,-0.184572179188633,0,0,0,0,-0.112210746392237,-0.038386246580312,0,0,0,0,0,0
X601898.SH,0,0.128426240957645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164588091624456,0,0,0,0,0,0,0.100173122792444,0,0.233171938987538,0,0,0,0,0,0,0,0,0,0.09041077661182,0.169943431687442,0,-0.0462995276983409,0,0,-0.012694462195935,0,0.198011656202213,-0.0487250372208132,0,0,0,0.145921991253568,0,0
X600019.SH,0,0,0,0,0,0.0900843614287342,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0693789627473639,0.263325920367191,0,0,0,0,0.10794474717482,0.00912721942353271,0,0,0,0,0,0,0,0,0.0562211610058208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123484341065627,0,0,0.014601736413068,0.0466793400397718,0,0,0,0,0,0
X600011.SH,0.00984919695709016,0,0,0,0,0,0,0,0,0,0,0,0,0.259217425162688,0,0,0,0,0.208843390613999,0.110546761681811,0,0,0,0,-0.0869925426475364,0,0,0.205579339910559,0,-0.114315887783592,0,0.113314339555351,0,0,-0.00734320653659445,0,0,0,8.67361737988404e-19,0,0,0.139872471472545,0,0.0909512261377254,-0.0797887173925104,0,0,0,0,-0.0113928437057502,0,0.0314255574495353,0.0174936858546944,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0229531794352676,0,0,0,0,-0.0759039293734253,0,0,0.267048621635527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123207631868041,0,0,-0.0220628818077686,0.0455070111164311,0.0404671944831906,0,0,0,0,0,0,0,0.0438015221340073,0,0,0,-0.0252263596382997,0,0,0,-0.21130657559382,0,0.00348109660345388,0,0,0,0.0695949394503841,0,0
X600585.SH,0,0.072858436874088,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0755029998786456,0,0,0,0,0,0,0.0249249120413226,0,0,0.150189766806057,0,0,-0.059310022622598,0,0,0,0,0,0.0699507314788361,0,-0.00906780707721647,0,-0.0389763612419437,0,0,0,0,-0.0146661749618736,0.0713240615979877,0,0,0,0,0.102935535209845,0,0.105255114690892,0,0,0,0,0.0515839020281861,4.33680868994202e-19,0,0,0,0.0459367744126671,0,0
