,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601991.SH,X601898.SH,X600010.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X000792.SZ,X600583.SH,X601158.SH,X000898.SZ,X600547.SH,X600352.SH,X000709.SZ,X000831.SZ,X600489.SH,X000883.SZ,X002353.SZ,X000539.SZ,X000027.SZ,X600008.SH,X000825.SZ,X000629.SZ,X600549.SH,X000630.SZ,X600808.SH,X600660.SH,X600315.SH,X002470.SZ,X600021.SH,X600578.SH,X000983.SZ,X600307.SH,X601699.SH,X600863.SH,X600098.SH,X000960.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.519217483117671,0,0,0,0,0,0,0,0,0,0.162850623371134,0.15065219366652,0,0,0,0,0.0323799645411168,0,0,0,0,0,0,0,0,0.0358370008383582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345064673876412,0,0,0,0,0,0,0,0,0,-0.0085959167064247,0,0,0,0,0,0,0
X600028.SH,0.486191412822334,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0318084221046131,0,0,0,0,0,0,0,0.430210834933198,0,0,0,0,0,-0.0166831781122125,0.0318592247764912,0,0.00634347560296382,0,0,0,0,0,-0.00895700149231937,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382822348521776,0,0,0,0,-0.0393314855834647,-0.0115271167519279,0,0,0,0,0,0
X601088.SH,0,0.0650695403533922,0,0,0,0,0,0.116995690549729,0.00328377873814528,0,0,0.0731973563924292,0.133909100531101,0,0,0,0.0552777569640443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653939332601004,0,0,0,0,0,0.31028749140224,0,0.0557596397987785,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.038807036721724,0,0,0,0.109691196111243,0.153657834234569,0,0.0239759525664036,0,0,0.216695239662574,0.0640576869460019,0,0,0.0877767544653718,0,0,0,0,0,0,0,0,0,0.0653211356535765,0,0,0,0,0,0.0202954372622668,0,0,0,0,0,0,0,0,0,0,0,0.0825034040746908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0688509045696762,0.0665720464270089,0,0,0,0.0183825021085684,0,0.0445316296082513,0,0,0,0.000271025363938865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782502013993697,0,0,0,0,0,0,0.228164126394972,0,0.181954233839293,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.0424288217450891,0,0,0,0,0,8.67361737988404e-19,0,0.126576060529491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388702736045133,0,0,0.150819367897831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603454346693858,-0.0180209007636639,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.370865106196288,0.065147540762558,0,0,0,0,0,0,0.0547586442111471,0,0,0,0,0,0,0,0,0,0,0,0,0.0949355696033973,0,0,0,0,0,0,0,0,0,0,0.0980301116122924,0,0,0,0,0,0,0,0,0,-0.0272274143238337,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.144533139973257,0,0,0,0.0679224565699767,0,0.0188083410348396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160467042354335,0,0,0,0,0,0,0,0.0126781501166564,0.327532172883825,0,0.171338425640304,0,0,0,0,0,0,-8.89199777316842e-05,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106011476130955,0,0,0,0,0,0.0564317475854573,0,0,0.576902601585508,0,0,0,0,0,0,0,0,0,0,0.0382636777966077,0,0.0123223527034416,0,-0.0442064349170193,0,0,0,0,0,0,0,0,0,0.0341311119054514,0,0,0,0,-0.00251081993064416,0,0,0,0,0,0
X600795.SH,0,0.071347830485264,0,0.174333041212711,0,0,0,0,0,0,0.06678901487862,0.294849013577839,0,0,0,0.062734810596456,0.0129549920065434,0,0,0,0,0,0,0,0,0.107104088146318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113386484901575,0,0,0,0,0,0
