,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000630.SZ,X000898.SZ,X600352.SH,X000709.SZ,X600021.SH,X000883.SZ,X000792.SZ,X600660.SH,X002470.SZ,X600098.SH,X600623.SH,X601918.SH,X600489.SH,X600863.SH,X000629.SZ,X600307.SH,X600578.SH,X600022.SH,X300072.SZ,X600008.SH,X000060.SZ,X600547.SH,X600808.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.563654566411483,0.107441860697489,0,0,0,0,0,0,0,0.0499036448794271,0,0,0,0,0,0,0,0,0,0,-0.0175066702231618,0,0,0,0,-0.0226391871576762,0,0,0,0,0,0,0,0,0.0564897850372833,0.097137865771409,0,0,0,0,-0.00925673411829803,0,0,0,0,0,0,0,0,-0.0163653077736371,0,0.0871347863622505,0,0,0,0,0
X600028.SH,0,0,0.179538471433464,0,0,0,0,0,0,0,0,0,0,0,0.0705939545225408,0,0,0,0,0.0247874820447024,0.204729758382445,0,0.0737532051934509,0,0,0,0,0,0,0.142578140327232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0976056370202295,0,0.21477394581894,0,0,0,0,0,0.383256422930421,0.036223321684588,0,0,0,0,0,0,0,0.125765994961299,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0929352659026769,0,0,0.0351154166251065,0,0,0,0,0,0.0346999598460445,0,0,0,0,0,0,-0.010721268249351,0,0,0,0,0,0,0
X600011.SH,0,0,0.0796355567942803,0,0.0464434685881382,0,0,0,0,0,0,0.331575325878347,0.0978636332801364,0,0,0,0,0.0152316346671002,0,0,0,0.152114986359733,0,0,0,0,0,0,0,0,0.129195005893378,0.00350007247040629,0,0.0817604572732929,0,0,-0.0552772197908474,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,-0.00630433978833429,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193331132961851,0,0,0,0.038571940498841,0.158888216074178,0,0,0,1.73472347597681e-18,0,0,0,0.140087805397335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1205912707243,0.0399405392734727,0,0,0,-0.0331349367770527,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0173650876025858,0,0.177483778378515,0,0.368416067410303,0,0,0.0333609427497723,0,0,0,0,0,0.119925749178506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592631694702643,0,0,0,0,0,0,0,0,0,-0.0262065675444918,0,0,0,0,0,0,0
X600585.SH,0,0,0.199985013391733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101984040714358,0,0,0.122664371096655,0,0,0,0,0,0,0,0,0,0,0,0,0.0702891501327532,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0385887530274824,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.228098852647285,0.0183683058500821,0,0,0,0.146008712881197,0,0,0,0.0874562410639306,0.0648149659367878,0,0,0.130436415144012,0,0,0,0,0,0,0.12419635113642,0,0,0,0,0,0,0.140530889106033,0,0,0,0,0,-0.0646883208659755,0,0,0,0,0,0,0,-0.0395633080972797,0.0865541364201013,0,0,0,0,0,0
X600795.SH,0,0,0.27939635022547,0,0,0,0,0,0,0,0,0.107126847526036,0.012194171204679,0,0,0.0665614618957936,0,0,-4.33680868994202e-19,0.00747662625769219,0,0.162070264523561,0,0,0,0,0,0,0,0,0.0529845071159869,0,0,0,0,0,0.0019594763725799,0,0,0,0,0,0,0,0.044621234410586,0.0807497755025158,0,0,0,0,-0.021198305512985,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.154196162383227,0,0,0,0,0,0,0.255179520290773,0,0,0,0.135972839305292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213501380832358,0.0665076594581093,0,0,0,0.132615232884813,0.0607081226142545,0,0,0,0,0.0224725101488222,0.0390138888641402,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0154950644506409,0,0,0,0,0.249654202462927,0,0,0,0,0,0.0234222264431078,0.333282867915819,8.67361737988404e-19,0,0,0,0,0,0.0302269470797239,0,0,0,0,0,0,0.19753978403655,0.0718308505384031,0,0,0,0,0,-0.0395983696051619,0,0,0,0,0,0,0
X601991.SH,0,0,0.0433058048242442,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.147674772209949,0,0,0,0.075745251783437,0,0,0,0.0414497926124164,0.179295385946113,0,0,0,0,0,0,0,0,0.174375316270628,0.0793218746299747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257990786065611,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0144109843699132,0,0,0,0,0,0,0.109320296111701,0.181796191973568,0,0,0,0,0.0843657769488221,0,0,0,0,0.251283083464686,0,0,0,0,0,0,0,0,0.106545685903591,1.38777878078145e-17,0,0,0,0,0,0,0.0220640027743715,0,0,0,0,0,-6.93889390390723e-18,0,0.00194678896453937,0,0,0,-0.0221139553117329,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.321861720170232,0,0,0,0,0,0,0,0,0,1.18008335598898,-0.00318212785271867,0,0,0,-0.518510354660479,3.46944695195361e-18,0.415779077829301,0,0,0,0,-0.252888029705305,0,0,0.0837828209338299,0,0,0,0.133321676124667,0,0,0,-0.000810389892895079,0,0,0,-0.947422406435914,0,0,0,0,0,0,-0.0276719702112515,-0.017016154256446,0,-0.543163167337339,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0441282356730136,0,0.635471672356918,0,0,0,0,0,0,0,0,0.0405466112581256,0,0,0,0,0,0.0323227091755682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925111410761339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.226073596848537,0,0,0,0,0,0,0.00957289731542809,0,0,0,0,0,0,0.0920429431632246,0.140948440012312,4.33680868994202e-19,0.0287953762097285,0,0,0,0,0,0,0,0,0,0.0190851438933992,0,0,0,-3.46944695195361e-18,0.145778526486154,0,0,0,0,0,0,0,0,0.130437938881012,0,0,0,0,-0.00579507023214961,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0208387371956281,0,0,0.0314807093024089,0,0.140076039282803,1.73472347597681e-18,0,0,0,0,0.085802491117797,0,0.0178821115328095,0.0720753151302866,0,0,0,0.108233559143229,0,0,0,0,0,0,0,0,0.183750950317768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160283526951892,0.00757272959746979,0,0,0,-0.00395991960443198,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.227057762069747,0,0,0,0,0,0.0708976747223418,0,0,0,0,0,0,0,0,0,0,0.0579723235108264,0,0,0.126147279114322,0,0.141956524379565,0,0,0,0.0471419327417483,0,0,0,0.143492348344783,0,0,0,0,0,0,0,0,0.0393834207421557,0,-6.93889390390723e-18,0,0,0,0,-0.0028571421246222,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133127808634749,0,0,0,0,0,0,0,0.284179514082017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131134025298365,0,0,0,0,0.206380023013599,0,0,0,0,0,0,0,0,0.00593786077000312,0.0487750314827341,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746662395767834,0,0,0,0,0,0,0.0459641854131631,0.169157340583645,0,0,0,0.00815668400767273,0,0.0333494416006255,0,0,0.186628849081681,0,0.149634044441165,0,0,0,0.0121540642502526,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.0536096042290141,0,0,0,0,0,0.163266552678909,0,0,0,0,0.0445810252108833,0,0,0,0.11345433136724,0,0.171283439896958,0,0,0.0877344794159127,0,0.0114980727446675,0,0,0,0,0,0,0.00490623538893028,0,0.0428249469544527,0,0,0,0,0,0,0,0,0,0.069536127597847,0,0,0,0,0,0.0490468810211092,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0129953741045494,0,0,0,0,0,0,0.0523682586922034,0.0486086011088551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55102123401115,0,0,0,0,0,0,0.30203588331067,0,0,0,0,0.0420507563292705,0,0,0,0,0,0,0,0,0,0,0,-0.0362418022404291,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.162012059342551,0,0,0,0,0,0,0.109488055311687,0,0,0,0,0,0,0,0,0,-0.187388049048869,0,0,0,0,0.374830940678789,0.250149999006837,0,0,0,0,0.161565638505599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124470453010981,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.19662365086093,0.0609871544082523,0,0,0,0,0,0,0.129359298300332,0,0.173812523658513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155425201168766,0.0285252630185821,0,0,0,0,-0.0196275235335626,0,0,0,0,0,0,0
