,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600547.SH,X601898.SH,X601600.SH,X600362.SH,X000301.SZ,X600111.SH,X000786.SZ,X002466.SZ,X600010.SH,X600886.SH,X600011.SH,X600176.SH,X600188.SH,X600426.SH,X000027.SZ,X600803.SH,X601991.SH,X600801.SH,X600219.SH,X600795.SH,X600352.SH,X600489.SH,X000807.SZ,X000932.SZ,X600688.SH,X000898.SZ,X600315.SH,X002353.SZ,X000825.SZ,X000959.SZ,X000408.SZ,X600157.SH,X002080.SZ,X600486.SH,X600027.SH,X000883.SZ,X300037.SZ,X600299.SH,X600516.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.254716489761074,0,0,0,0,0,0,0,0,0,0,0,0.0110514178356394,0,0,0,0.0975041113359455,0.00668391707477535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000401046713698959,0,0.0407915267921733,0,0,0,0,0,0,0,0,0,0,0.0651413018751107,0,0,0,0,0,0,0.00758233630608827,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.00407982731242355,0,0,0.153076362607732,0,0,0,0,0.0277851133929597,0,0,0,0,0,0.193014850467471,0.0108259876706719,0,-0.0200637292838538,0,0,0,0,0,0.00518341685571124,0,0,0.140671298240221,0,0,0,0,0,0,-0.0234319548202674,0,0,0.0106189973204078,0,0,0,0,0,0.0771176227494427,0,0,0,0,-0.0175609948401963,0,0
X601088.SH,0,0,0,0,0,0,0.0288038394821287,0,0,0,0,0,0,0,0.0573064432812857,0,0,0,0,0,0,0,0.0897490632269417,0,0.0485177090462679,0,0,0,0,0,0,0,0.117911103433697,0,0,0,0,0,0,0.00951631152111456,0.0579214672654966,0,0,0,0,0,0,0,0,0,0,0,-0.0173931760728388,0,0,0,0.0163611773343471,0,0
X600309.SH,0,0,0,0,0,0,0.0332650259336951,0,0,0,0,0,0,0,0,0.213959200802166,0.165360279873087,0,-0.0294018454464052,0,0,0.0698135151891473,0,0.123263596440697,-0.0040223900503451,0,0,0,0.0770068173452955,0,0,0,0,0,0,0,0,0,0.0341614563552061,-0.0337658702543783,0,0,0,0.0633629434688031,0,0,0.195340985650931,0,0,0,0,0,-0.0533461905336065,0,0,0,-0.0309721087444665,0,0
X600585.SH,0,0,0,0,0,0,0.0545353649646231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101884426995958,0,-0.0233202805571487,0,0,0.171852165358146,0,0,0,0,0,0.0752188579105889,0,0,0,0,0,0.0308160278532008,0.0599030061238718,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0464299102565548,0,0,0,-0.00538606339045322,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236147657579937,0,0,0,0,0,0,-0.00743768412994831,0.0543549584832089,0,0,0,0,0,0,-1.73472347597681e-18,0.405450358624276,0,0,0,-0.0125906149650121,0.21792864525078,0.0975153935882991,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285169224140981,0,0,0,-0.00495808357291854,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.24359616320853,0.0337685113634992,0,0,0,8.67361737988404e-19,0,0,0.0551943428501698,0.55536238718688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149963685896449,0,0.0525457101712633,0,0,0,0,0,0.03637498404307,0,-0.0530358629384744,0,0,0,0.0632467320015175,0,0,-0.00557149027285254,0,0,0,-0.0144515564092028,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.122619740903265,0,0,-0.0527746434622309,0,0,-0.0372903361217641,0,0,0,0,0,0,0,0,0,0.00304877076998391,0,0,0,0,0,0,-0.0218657086654097,0.0132761405618067,0,0,0,0,0,0,-0.186927235514124,0,0,0,0.0768318788998833,0,0,0.0566936871242527,0,0.0728835300063567,0,0,0,-0.120124715303853,0,0,0,-0.0244101709963199,0,0
X600660.SH,0,0,0,0,0,0,0.172389423586246,0.171614972962195,0,0,0,-0.0774580526760749,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330120148693507,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156362433083497,0,0,0,0,0,0.159062172471113,0,-0.101801629969502,0,0,1.0842021724855e-19,0,0,0,-0.0235692624439781,0,0,0,-0.017873698933078,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254755500844608,0,0,0,0,0,0,0,0,-0.00544803284878044,0,0,0,0,0,0,0,0,0.0600508971625403,0,0.142157576907912,0.170376433632804,0.162470494390201,0,0,0,0,0,0.0640055630756048,0,0,0,0,0,0.00303103412125893,0,0,-0.217455738583256,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513939781885882,0,0.0846106990092633,0,0,0.133365796928276,0,0,0,0,0,0.164116187702237,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0239562093107369,0,0.0646533553424557,0,0,0,0,0.054561392634278,0,0,0,0,0,0,0,0,0,0,-0.000738930312322849,0,0
X601898.SH,0,0,0,0,0,0.0475460086999392,0,0,0,0,0,0,0,0,0,0,0,0,0.0851501045204579,0,0,0,0.00289728969288081,0,-0.0513030922870197,0,0,0,0,0,0,0,0.0283439417354608,0,0,0,0,0,0,0.155193482224575,0.0495988704363503,0,0,0.102668637617123,0,0,0,0,0,0,0,0,0,0,0,0,0.073946271367717,0,0
X601600.SH,0,0.0577609085536706,0,0.0694698928761608,0,0,0,0,-0.00648970454487272,0,0,0,0,0.204568235243138,-0.0529432074991994,0.0603435960141212,0,0,0,0,0,0,0,0,0,0,0,0,0.0663762555689138,0,0,0,0.225107902596799,0.0742537488018523,0,0.134032426054483,0,0,0.0628952689557337,0,0,0,0,0,0,0,0,0,0,0.110149346602668,0,0.0227130738777636,0,0,0,0,-0.000744923908610787,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.239295977680985,0,0,0,0,0,0,0,0,0,0.0953971501803512,0,-0.0148050676836191,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.109466764729339,0,0,0,0,0,0,0.367163120608926,0,-0.067327440589237,0,0,0,0,-0.0405561806184862,0,0
X000301.SZ,0,0,0,0,0,0,0.029529929462766,0,0.117775659266386,0,0,0,0,-8.67361737988404e-19,0,0.025586188910821,0,0.0472370444915142,0.0013545869594876,0,0,0.243494014725419,0,0.0858326481924252,-0.128711731005987,0,0,0,0,0,0,0,0.169009052332743,0,0,0,0,0,0,0,0,0,0,0,0,0.0199605321546682,0,0,0.0146645233057282,0,0,0,0,0,0,0,-0.0180626084755213,0,0
X600111.SH,0,0,0,0.208188204938194,0,0,0,0,0,0.168383005909854,0,0.0152991131477745,0,0,0,0,0,0,0.564515021868951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.105581245389679,0,0,0,0,0,0.176280568724795,0.0210456898791968,0.00799874806062757,-1.73472347597681e-18,0,0,0,0,0,0,-0.0531404900994097,0,0
X000786.SZ,0,0,0,0.469331600545003,0,0.154551510321138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373036860154003,0,0,0.117587668216008,0,0,0,0,0,0,0,0.0504683489988164,0,0,0,0.0182497870237659,0,-0.146300705207591,0,0,0,0,0,0,0,-0.137945026593868,0,0,0,0,-0.054085480627026,0,0,0,-0.0387114622406598,0,0
X002466.SZ,0,0,0,0,0,0,0.468776659810846,0,0.0597541949851674,0.053874179605232,-0.0754751118556121,0,0,0,0.123856270664402,0,0,0,0,0,0,-6.93889390390723e-18,-0.103081163346398,0,0,0,0,0,0,0,0,0,0.047826987442047,0,0,0.100642805477536,0,0,0,0,-0.176012902703207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706996584289643,0,0
X600010.SH,0,0,0,0,0,0,0.278868502507886,0,0,0.133922364247117,0,0.111566271297947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130363296515699,0,0,0,0.110259949769278,0.023300087575821,0,0,0,0,0.0772698721244027,0,0,0,0.062773262325654,0,0,0,0,0,0,-0.0228995358122002,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569849074138661,0,-0.0244913120330549,0.0307924341393703,0,0,0,0.016317923412686,0,0.131814932594665,0,0,0,0,0,0,0,0.203375208749287,0.00521789270088712,0,0,0,0,0,0,0,0,0,0,0,0.0483029650769807,0,0,0,0,0,-0.0261462168510815,0,0,0,0,-0.00189510049810558,0,0
