,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X000301.SZ,X600010.SH,X600886.SH,X002271.SZ,X000877.SZ,X600362.SH,X600426.SH,X600795.SH,X600803.SH,X600176.SH,X601699.SH,X600027.SH,X600489.SH,X000983.SZ,X601991.SH,X000807.SZ,X600160.SH,X600995.SH,X000786.SZ,X000933.SZ,X000629.SZ,X002080.SZ,X600219.SH,X300037.SZ,X000932.SZ,X000723.SZ,X600688.SH,X000408.SZ,X600378.SH,X600096.SH,X000831.SZ,X000630.SZ,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.26617509629324,0,0,0,0,0,0,-0.0562306873371648,0,0,0,0,0,0,0,0,0,0,0,0.0643837819395802,0,0,0.0162460409122417,0,1.73472347597681e-18,0.0261780011634453,0.0534425491884372,0,0,-4.33680868994202e-19,0,0.116988145954715,0,0,0.0229998328871805,0.0221219164501507,0,0,0,0,0,0,0.0195880592008444,0,0,0,0,0,0,0,0.0416635200459059,-0.0442048306542605,0,0,0,0,0,0
X600028.SH,0.379103639680546,0,0.163126788522873,0,-0.067620876442201,0,0,0,0,0,0,0,0.119756089560144,0,0,0,0,0,0,0,0,0,0,0.0801490597894073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139703607475854,0,0,0,0,0,0,0,0.156953973572896,0,0.0321182780068344,-0.0511261635388025,0,0,0,0,0,0
X601088.SH,0,0.155024691611812,0,0,0,0,0,0,0.000305933533041293,0,0,0,0,0,0,0,-0.0526196067571168,0,0,0,0.0133284324179493,0,0,0,0,0,0,0.137993250199235,0,0,0,0,0,0,0,0.0405528737089572,0.157508649536921,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.00272209486730557,0,0,0,0,0,0,0
X600309.SH,0.0507522680434415,0,0,0,0.0832699377298125,0,0,0,-0.0224981995354242,0,0,-0.0685540905077456,0,0,0,0,0,0,0,0,0,0,0,0.313114998748687,0,-0.0355354368146882,0,0,0,0,0,0.125328914399135,0,0,0,0,0.0889171354708172,0,0.0601269531704175,0,-0.0176108156885775,0,0,0,0,0,0,0,0,0.031944364933784,0,-0.025620753114448,0.0516373551651339,0,0,0,0,0,0
X600188.SH,0,0,0.246128334532413,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33445345788285,0,0,0,0.166657729635616,0,0,0,0,-8.67361737988404e-19,0,0.174584802160449,0,0,0,0,0,0,0,0,0.270219776767827,0,-0.00889626763220775,0,0,0,0,0,-0.0205675775790102,0,0,0,0,0,0,-0.0599265347128399,0.0478779911545579,0,0,0,0,0,0
X600019.SH,0.212959052446766,0.129529610053318,0,0,0.106828249747401,0,0,0,0,0,0,0,0.00985066383479291,0.0778323733563602,0,0.0280258102411629,0,0.0602354626871282,0,0,0,0.357711542903923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0573158097981151,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170826026099064,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11561688400355,0,0,0.0966421173392106,0.432778380497764,0,0,0,0,0.012924848934893,0,0,0,0,0,0,0,0,0,0.0777221648445784,0,0,0,0,0.0331166063778516,0,0,0,0,0.0446505456114321,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,-0.0557517986218953,0,0,0,0,0,0,0,0.730136688335412,0,-0.0227125651176326,0,0,0,0,0.00618328002502868,0,0,0,0,0,0,0,0,0,0,0,-0.00514007023763875,0,0,0,0.0974878324499351,-0.0034139794698858,0,-0.148682550164337,0,0,0,0,0,0,0,0,0.0355484334475563,0,0,0,0.0451620255262912,0,0,-0.00718280012979262,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026844106160181,-0.0344963516572347,0,0,0,0,-0.271554515665573,0,0.428583757382035,0,-0.0865979262387296,0,0,0,0,0,0,-0.00513038067961769,0,0,0,0,0,0,0,0.0732202847490114,0,0,0,0,0,0.00231868536649596,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.533194651928952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669145226361638,0.0417506587389513,0,0.0126012105112292,0,0,0,0,0.0230834669823223,0,0,0,0,0,-0.0284264444196304,0.0250214791313584,0,0,0,0,0,0
