,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X000301.SZ,X600188.SH,X600010.SH,X600660.SH,X002271.SZ,X601600.SH,X000877.SZ,X600011.SH,X601898.SH,X000708.SZ,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002326.SZ,X002080.SZ,X000408.SZ,X300037.SZ,X600096.SH,X600141.SH,X600219.SH,X601991.SH,X000786.SZ,X600795.SH,X600803.SH,X002407.SZ,X000723.SZ,X600688.SH,X002353.SZ,X000825.SZ,X600295.SH,X000630.SZ,X000898.SZ,X600027.SH,X600489.SH,X600352.SH,X600399.SH,X000983.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.16886925309973,0,0,0,0,0,0,0,0,0,0.0432659692471768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553359702651504,0.0171596613540453,0,0,0.0751781853473833,0.00306513250732762,0,0.0162954973033885,0,0,0,0.0305858228101992,0,0,0.115062349328664,0.019103033188587,0.0786177504457634,0,0,0,0,0,0,0,0,0,0,-0.0153824380189742,0,0,0,-0.0377015691658659,0,0
X600028.SH,0.152484052066575,0,0,0,0,0,0,0,0,0,0.00525771048140409,0.0298454832545825,0,0,0,0,0,0,0,0,0,0,0,0,0.0150413470836172,0,0,0,0,0,0.0230923787102078,0,0.00236640310524664,0,0,0,0,0,0,0.0376741015893808,0.0487462159984584,0.14921080994329,0,0.0837244730479113,0,0,0,0,0.00816606196040549,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.054142163002518,0,0,0,0,0,0,0.200414427770166,0,0,0,0,0,0,0,0,-0.0328709643148877,0,0,0,0,0,0,0,0,-0.044177527450338,0,0,0,0,0.010433421695243,0,0,0,0,0,0,0.289740731139876,0,0,0.0429945467824038,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0248812597539415,0,0,0,0,0,0.01786578809185,-0.0421740498069191,0,0,0,0,0,0,0,0,0,0,0.0462131662376012,0,0.198611374505353,8.67361737988404e-19,0.0383778866183453,0,0,0,0,0,0,0,0,0,0,-0.00883560439865184,0,0,0,0,-0.0296918405165245,0,0,0,0,0,0,0,0,-0.00870326715336275,-0.00302988638000356,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.156229574328595,0,0.0666341075664777,0.45397554543849,0,0,0,0,0.184955963637342,0,-0.106761036386138,0,0,-0.169293948967119,0,0,0,0,0,0.0196263653424532,0,0,0,0,0.00685988389346341,0,0,0,0,0,0.224284208954396,0.0160924937025149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430881940860302,0,0,0,0.0542913827495757,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.00890303115865147,0,0,0.130910671063298,0,0.519987470602409,0,0,0,0,0,0,0.127787382537474,0,0,0,0,0,0.0555131326480729,0,0,0,0.0465509101342592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0434857135182258,0,0,0,-0.0166105418992442,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.106502733791796,0.304686742202743,0,0,0,0,0,0,0,0,0,0,0,0,0.0678299087903251,0,0.262870689309679,0,0,0,0,0,0,0,0,0.120188119431768,0,0,0,0.015028406848893,0,0,0,0,0,-0.109432438628817,0.268475481924582,0,0,0,-0.0267218566348009,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.102604204504655,0,0,0,0,0,0,-0.159449510756872,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280080058607581,0,0,0,0,-0.102912123221444,0,0,0,0,-0.246451302342325,0,0,0,0.0879711861167514,0,0,0,0,0,0,0.18135202619749,-0.015147170445294,0,0,0.098105936567662,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055662219001272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132515232401777,0,0,0,0,0,0,0,0,0,0,0,0.585632871852519,0,0,0,0,0.0707785540212159,0,0,0,0.00314272032556818,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.296662302747871,0,0.243508402576524,0,0,0,0.099052318284348,0,0,0,0.0247607254575603,0,0,0,0,-0.0111893559908369,0,0,0,0,0,0,0,0.172728171297485,0,-6.33073293421829e-05,0,0.00112192019540596,0.0759774528203452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216723682035814,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0100828253260583,0,0,0,0,-0.275156880279753,0,0,0,0,0.0204649203277389,0,0,0,0,0,0,0,0,0,0,0,0.123474143732464,0.281838914885775,0,0,0,0,0.0453806417235835,1.73472347597681e-18,0,0.0042388750628947,0,0,0,0.297866556509878,0.0908756591697731,0,0,0,0,0,0,0,0.00161240291394542,-0.0222380606791223,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.170670395311997,0.154914160184778,0,0,0,0,0,0,0,0,0,-0.0301856836166148,0.381731898844132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031958877113118,0,0,-0.0423871750232742,0,0,0.318788075955608,0.0592253225633768,0.189922125055155,0,0,0,0,0,0.055409092934942,0.027790902950841,0,-0.046609632553854,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.204938505397985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211651958200687,0.111579535382809,0,0,0,0,0,0,0,0,0,0,0.114409310498933,0.00933524686613629,0.313135192115686,0,0,0,0,0.023867822494431,0.107036536479997,0,0.0102182247325262,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340895225950715,0,0.00238730430353296,0.0661450639885342,0,0,0,0,0,0,0,0,0.076582814018509,0,0.0139438210534718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.107427085035657,0,0,0,0.363088705315628,0,0,0,0,-0.159189405227068,0,0,0,0,0,0.0985015700274822,0.114666345650359,-0.187381537923833,0,0,0,-0.0956630693970245,0,0,0.290925041806659,0,0,0,0,0,0,-0.0803102240027676,0.0909563499829126,0.00574999899434334,0,0,0,0,0,0,0,0,-0.0305808388969936,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123020760763777,0,0,0,0.144390682395468,0,0.112740094893157,0,0,0.00640453220987672,0,0,0,0,0,0.270270708926971,0.129293525383192,0,0,0,0,0,0,0,0.0923738107724442,0,0.00586482297734748,0,0,0,0,-0.0539988987812036,0,0
X000877.SZ,0,0,0,0,0,0.544872361540654,0,0,-3.46944695195361e-18,0,-0.0718100667890942,-0.0806415155914424,0,0,0,0,0,0,0,0,0,0,0,0,0.0756567214060664,0.0659544341798507,0,0,0,0.0247337432103884,0.00478849974367288,0,0,0,0,0,0.116272928958928,0.0518236896811554,0,0,0,0.0316690158513186,0,0,0.158896015334474,0,0,0,0,-0.042126322993682,0,0.0172304396033883,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107695978176778,-0.0571537561193333,0,0,0,0,0,0,0,0,0,0,0,0.028560186248955,0.080355756831757,0,0.0828368160707882,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.584097468689359,0,0,0.0390933339960677,0,0,0,8.67361737988404e-19,8.67361737988404e-19,0,0,0,-0.160061971168474,0,0
X601898.SH,0,0,0.354035755277675,0,0,0,0,0,0,0,-0.108890861972641,0.0336511043571384,0,0,-0.0998345384749162,0,0,0,0,0,0,0,0,0,0,-0.210893004596399,0,0,0,0.104571323043879,0,0,0,0,0,0,0,0.15670157800424,0,0,0.256585917247679,0.160614505892687,0.0365567090557047,0,0,0,0,0,0,0,0,-0.066874435175388,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.116948587081236,0,0,0,0.100510087530119,0,0,0,0,0,0,0,0,0.0527948446204269,0,0,0,0,0,0,0.0227843294822485,0.0509428671776084,0,0,0,0,0,0,0.0921887937923063,0,0.0565820541031188,0.0937023514780457,0.0291493745058951,0,0,0,0,0,0,0,0.0177612143012765,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0262443203869895,0,0,-0.045383510752007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205667449090641,-0.0532550101628603,0,0,0,0,0,0,0.0868944679660243,0,0,0,0,0.0438353347487693,0,0,0.0296503213939027,0,0,0.0300101404955844,0.0772639179103318,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0663506413829841,0,0,0,0,0,0,0,0,0,0,0,0.0822785007226555,0,0,0,0,0,0,0.361701318294802,0,0,0,0,0,0,0,0,0,0,0.216991705843534,0.0403453364279802,0,0,0,0,0.0943594043714894,0,0,0,-0.00879941554058984,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796279335770464,0.0609784632975927,0.0619839788690539,0.13132300377029,0,0.0208545333626997,0,0.0020823733251575,0,0.0915999746518427,0.083157498742537,0,0,0,0.0239370120519869,0,0,0,0.0259012733820153,-0.00361037702642622,0,0,0,0,-0.0221857415412652,0,0.055714571047845,0,0,0.0133436421440918,0,0,0,0.0235128668332982,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.053662562278547,0,0,0,0,0,0.065501681399979,0,0,0,0,0,0,0,0.162524551169306,0,0,0,-0.0113575526969365,-0.138618031640115,0,0,-0.157292453342916,0,0,0,0,0,0,0,0.00238020524401266,0,0,0.283244673197116,0,0,0,0.00137689706547152,0.339185819263928,0,-0.0132133805112473,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115044866235776,0,0.214235690997219,0,0,0,0,0.0559991532477838,0.023328310046507,0,0.0358436348568498,0,0.0682899926907548,0,0,0,0,0,0,0,0,0,0,-0.0109192246378214,0,0,0,0.0132637753096748,0,0
X002326.SZ,0,0,0,0,0.0936942802021568,0,0.0961570611158648,0,0,0,0.16503906517923,0,0.314234235633772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986068964225733,0,0,0,0,0,0,0,0,0.295421782939829,0,0,0,0,-0.0424495620793677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0.089968984073196,0.0619751158750868,-0.10476718811784,0,0,0,0.0942254669079575,0,0,0,0,0,0,0.153204655343443,0,0,0.0257756137818882,0,0,0,0.15420675585441,0.151671844449862,0,3.46944695195361e-18,0,0,0,0.0119855694312125,0.0811570405708333,0,0,0,0,0,0,0.0426087809330003,0,0,0,0,0,0,0.0112473816392105,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.16967046328811,0,0.413889961490208,0,0.0246456754487617,0,0,0,0,0.131176665562408,0.0117087675693551,0,0,0,0,0,0,0,0.0321031560617599,0,0,0.177541855934084,0.0763116885820669,0,0,0,0,0,0.188305780783413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107683943059931,0,0,0,0,0.120095665688036,0,0
X300037.SZ,0,0,0,0,0.0911586729134214,0,0,0,0,0,0,0.0356316873323482,0,0,0,-0.0602177827329271,-0.118329439001849,0.105877930092123,0,0,0,0,0,0.373091111957345,0,0,0,0,0,0,0.147706746038957,0,0,0,0,0,0,-0.0245786705594497,0,-0.334816837216604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0,0,0,0.0144169870186611,0.217903035492801,0,0,0,0,0,0,0,0,0,0,0,0,0.37399174778895,-0.0212057866715593,0,0,0,0,0.479001990650366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112043631504217,0,0.0187094677413641,0,0,0,0,0,0,0
X600141.SH,0,0,0,0,0.246547650071507,0,0,0,0,0,0.0420041768719381,0.0875680315041056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397952919035219,0,0,0,0,0,0,0.0668852870895371,0,0,-0.0794089053891466,0,0.108026465090494,0,0,0,0,0,0,0.240709606511802,0,0,0.0328619421769289,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260177997651406,-0.00298993224784349,0,0,0,0,0.458018533213942,0,0,0,0,0,0.0838506228778297,0,0,0,0,0.163845400091361,0,0,0,0,0.101017015001527,0,0,0.211019014755533,-0.0242154092148104,0,0.0846826885726853,0,0,0,0,0,0,0,0.0942360381522094,0,0,0,0,0.0411256102587328,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131867400267503,-0.00793387262518559,0.292319729529279,0,0,0,0,0,0.012390612625056,0.14318399629429,0,0,0,0.0368842064712015,0,0,0,0,0,0.136579750908988,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00989935968855244,0,0,0,0,-0.0480545080590984,0,0
X000786.SZ,0,0,0,0,0,0.215115788046747,-0.062195496449034,0,0,0,0,0,0,0,0.215869624540139,0.0382681274260712,0,0,0.206285326626427,0.165712474636309,0,0,0.313593765963071,0,0,0,0,0,0,0,0,0.0630058726524162,-0.0922308012158382,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0130266734041418,0,0,0,0,-0.00520579350107528,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-0.0588374967339246,-0.0211959772504247,0,0,0,0,0.244354216476719,0,0,0,0,0,0,0,0,0,0.187920864746025,0,0,0,0,0,0.609140040608802,0,0,0,-0.0584212561147148,0,0,0,0,-0.0430291082342199,0,0,0.148738132672577,0,0,0,0,0.0405620232892188,0,0.00969768167382949,0,0,0,0,0,0,0
