,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X600309.SH,X000709.SZ,X600021.SH,X601158.SH,X600352.SH,X000898.SZ,X000539.SZ,X600489.SH,X000792.SZ,X600547.SH,X000629.SZ,X000825.SZ,X600660.SH,X000060.SZ,X600808.SH,X000027.SZ,X002353.SZ,X600307.SH,X000959.SZ,X000630.SZ,X600008.SH,X000831.SZ,X600863.SH,X600549.SH,X600578.SH,X002470.SZ,X000012.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.488362794412966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075969318316677,0,0,0,0,0.0245448693576821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685049698143492,0,0,0,0.0598853743175059,0,0.00848142242052417,0,0,0,0.0200412075205345,0,0,0,0,0,0
X600028.SH,0.645175206478646,0,0,0,-1.35525271560688e-20,0,0,0.0733253526073389,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0651263140554122,0,0,0.00600877653848359,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00344138976778494,0,0,0,0,0,0,0,0,0,0,-0.040140610964305,0,0,0.00104200765917035,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.363870131680509,0,0.198940711926918,0,0,0,0,0,0,0,0.074529793232016,0,0.0250879323786868,0.0198446731126138,-6.93889390390723e-18,0.0031378409231335,0,0,0,0.072785844269928,0,0,0,0.0733081945886172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151363704597074,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0115170658405011,0,0,0.0115376860619067,0.0185290381355985,0.0903680309023451,0.155495439236526,0,0,0,0,0.160980125963222,0,0,0,0.0143280431887746,0,0,0,0.069378328447431,0,0.1917945946147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142490089492256,0,0,0,0,0,0.00481665000614907,0.0129526287990076,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.168274943146861,0,0,0,0.0622818547576235,0,0,0,0,0,0,0.032415788227837,0,0.227610287851764,0.0648395280805796,0,0,0.179290972689176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03185884802404,0,0,0,-0.00602560428291711,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.103516763500757,0.0936885232160894,0,0.149599980700509,0,0,0,0,0.0735901336834594,0,0,0,0,0.0779057632015428,0,0,0,0,0,0,0,0,0,0,0,0.131478231444041,0,0,0,0,0,0,0,0.260182393979596,0,0,0,0,0,0,0,-0.00938402324077941,0,0,0,0,0,0,0
X600585.SH,0,0,0.392861660243044,0,0,0,0,0,0,0,0,0,0.101505365622366,0,0,0,0,0,-4.33680868994202e-19,0.048467910340529,0.0877511215825863,0,0,0,-0.0214077418317201,0,0,0,0,0,0,0,0,0,-0.0400954927138448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223618266200915,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.118900297737195,-0.18580943095351,0.231471004995824,0.0541440996667187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230286808713761,0,0,0,0.0552601893998067,0,0,0,0,0,0,0,0,0,0,0,0,0.0264018397820677,0,0,0,0.0421195992169045,0,0,0,0,0,0
X601898.SH,0,0,0.059406594961231,0,0.115110349214387,0,0,0,0,0,0.124454045637474,0,0,0,0,0,0,0,0,0.0619663820565879,0,0,0,0,0,0,0,0,0,0,0,0.206621788373983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684982623437529,0,0,0,0,0,0
X600010.SH,0,0,0,0.366685765292028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483094810171984,0.343986377760578,-0.088903205641819,0,0,0,0,0,0,0,0,0,0.092771742142286,0,0,0,0,0,0.0147299033252125,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0.0423155801730553,0.0757721864483029,0,0,0,0,0,0
