,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600339.SH,X600299.SH,X000709.SZ,X601158.SH,X000959.SZ,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600098.SH,X600352.SH,X600219.SH,X000408.SZ,X000883.SZ,X000723.SZ,X000825.SZ,X000539.SZ,X600021.SH,X000983.SZ,X002092.SZ,X000027.SZ,X601699.SH,X000937.SZ,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.333502112752976,0,0,0,-6.93889390390723e-18,0,0,0.0304931299700949,0,0,0,0,0,0,0,0,0,0,0,0.00746398899428334,0,0,0,0.0390038754751457,0,0,0,0,0.012651545872401,0,0,0,0,0,0,0,0,0,0,0.0380849186352387,0,0,0,0,0,0,0,0.108127247398985,0,0,-0.00642621164745679,0,0,0,0,0,0
X600028.SH,0.641460090384366,0,0,0,0,0.131922113869186,0,0,0.0141076654440005,0.0425291701546692,0.0821527178048958,0,0,0.0189568833639898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137411747797181,0,0,0,0,-0.0317993706340179,0,0.0141042146098416,0,0,0,0,0,0,-0.16418761346314,0.0417262878873741,-0.0212096070879861,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.412920588388828,0.00597563165856726,0.0855818594297479,0,0,0,0,0.0375769557673621,0,0,0,0,0,0,0,0,0,0.0520318847196372,0,0,0,0,0,0.0135028053476801,0,0,0,0,0,0,0,0,0,0.0681573318160591,0,0.0271379693435055,0,0,0,0,0.0349801373152371,-0.12722623259516,0.0333383215779852,-0.0178975573078161,0.0131955867214042,0,0,0,0,0,0
X600019.SH,0,0,0.524020944028732,0,0.192362232223374,0,0,0,0,-0.0942315162183875,0,0,0,-0.131436621113038,0,0,0,0,0,0,0,0,0,0,0.152384943521127,0,0,0,0,0,0,0,0,0,0,-0.219111732809288,0,0,0,0.0219240926258999,0,0,0.101237565993115,0,0,0,0,-3.46944695195361e-18,0,0.0554640828080426,0,0.00417912990750353,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0893527710798806,0,0,0.229234636888242,-0.0901250414163079,0,0,0,0,0,0,0,0,0,0,-0.0676112771365433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226079157585372,-0.00910200397388468,0,0.0173405796375958,0,0.124694427929782,0,0,0.0114689772730386,0,0.0362269946218419,-0.0156308323688854,0.0153150209729547,0.1159665868041,0,0,0,0,0
X600585.SH,0,0.0296992697169549,0,0.0725058701403643,0,0,0,0,0,0,0,0,0,0,0.144092011256839,0,0,-0.066857616797124,0,0,0.0860382955751517,-0.0619687343397569,0,0,0.137330983370863,0,0,0,0,0,0,0,0,0,0.0464451769802928,0,0,-0.367640682110078,0,0,0,0,0.0711872976367494,0,0.0120030834976794,0,0,0,0,-0.299833338514951,-0.00710428246135644,0.0120783707961763,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.069552462347514,0,0,0.000217769260947359,0,0,0.0151633443908137,0,0,0,0,0,0,0,0,0,0.196944785655415,0,0,0,0,0.00328989084868494,0,0,0,0,0.0428642055890104,0,0,0,0,0,0,0,0,0,0.00588511307175437,0,0,0.0724192769382468,0.100601508458236,0,-0.0211239622405005,0.00471042450632466,0,0,0,0,0,0
X601898.SH,0,0,0.219637311322034,0,0,0,0,0,0,0,0,0.0523121726900973,0,0,0,0.177507204890306,0,0,0,0,0,0,0,0,0,0,0,0.171752427338361,0,0,0,0,0,0,0,0,0,0,0,-0.0578227087493276,-0.00414436912336874,0,0,0.069852064326603,0,0,0.0323957921363925,0.0468148070511136,0,0,-0.0193288389361242,0.0110783532644243,0,0,0,0,0,0
X601600.SH,0,-0.0885527998222147,0,0,0,0,0,0,0,0,0,0.312696294054439,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152252906708848,0,0,0,0,0.236034328364968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851350512826558,-0.0344381491549889,0.0166800152656587,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526725617054138,0,0,0,0,0,0,0,0,0,0.760915977148964,0,0,0,0,0,0,0.0260715244130659,0,0,0,0.0706552979423337,0,0,0,0,0,0,0,0.0198695137305269,-0.121972787485333,0.109711696417956,0,0,0,0,-0.0546250970548123,-0.0433646023287869,0.022741729306897,0,0,0,0,0,0
X600688.SH,0,0.386786829614218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321388532512707,0,0,0,0,0,-0.0130484164301543,0,0,0,0,0,0,0,0.195021803705936,0,0,0,0,0,0,0,0,-0.0358665578776644,0,0.0572861404709323,0,0.109878629597538,0,0.0944814809462238,0,0,0,-0.00587422665974228,0.00227728956419196,0,0,0,0,0,0
X600362.SH,0,0,0,-0.114950432452207,0,0,0,0,0.234507376980759,0,0,0,0,0.107761270129536,0,0,0,0,0,0,0,0,0,0,0,-0.105920931604121,0,0,0,0,0.573724710916968,0,0,0,0,0,0,0,0,0,0,0,-0.101984673080305,0,0,0,0,0.134385725520717,0,0,-0.0074006177323227,0.0137283637879675,0.055649322594829,0,0,0,0,0
X600795.SH,0,0,0,0,0.0202358908816601,0,0,0,0.00612562053122912,0,0,0.0635239209510631,0,0.114666045149873,0,0,0,-0.0606139799648311,0,0,0,0,0,0.0749813559960754,0,0,0,0,0,0,-0.0374091799160568,0,0,0,0,0,0,0,0,0,0.0380507473389082,0,0,0,0.0338790207188524,0,0,0,0.0319081814964546,0,-0.00127263840662447,0.00502552302745736,0.0462495098456453,0,0,0,0,0
X300072.SZ,0,-0.0305658065203777,0,0,0,0,0,0,0,-0.0221678264949008,0,0.0796524437135216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058555554404812,0,0,0.10832276872421,0,4.33680868994202e-19,0,0.0517744985984394,0,0.0533499156361888,0,0,0,0,0.0367632631529822,-0.026992965719452,0,0,0,0,0,0,0,0.0915347511380699,0.0947342335270666,0,0.0236494048863635,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.14511116460173,0,0,0,0,0,0,0,0,-0.0137913991591627,0,0,0,0,0,0,0,0,0,0.0620006432848131,0,0,0,0.0667161562573724,0,0,0,0,0,0,0,0,0,0,-0.200412670053127,0.260519364047721,0,0,0.0806211800755129,0,0,-0.0273311854160285,1.0842021724855e-19,0,0,-0.00476629404160697,0.00817488187642263,0,0,0,0,0
