,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000877.SZ,X600426.SH,X000983.SZ,X600027.SH,X002271.SZ,X600803.SH,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X000807.SZ,X000786.SZ,X000408.SZ,X600176.SH,X000630.SZ,X600612.SH,X000933.SZ,X000932.SZ,X300037.SZ,X600348.SH,X600219.SH,X002128.SZ,X600995.SH,X600688.SH,X601168.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.800934618976233,0,0,0,0,0,0,0,0,0.0392700645985169,0,0,-0.18539272402964,0,0,0.243831490529191,0,0,0,0,0,0,0,0,0,0,-0.232270061982624,0,0,0,0,0,0,0,0,0,0,0.244207996546461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378162803052348,0,0,0,0.0152435962386436,0,0
X600028.SH,0.565767691888424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403346787882308,0,0,0,0,0,0,0,0,0,0,0,0,-0.116235589266142,0,0,0.119035087238941,0,0,0,0,0,-0.00694353316970901,-0.00511612498204628,0,0,0,0,0,0
X601088.SH,0.162100184308207,-6.93889390390723e-18,0,0,0.103353482943295,0,0.208164341363336,0,0,0,0,0,0,-0.0385092182803536,0,0,0,0,0,-0.066557714157747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108080169662375,0,0,0.021266489325138,0,-0.165553510893776,0,0,0,0,0,0,0,0,0,0.00106721061228196,0.00623094234631051,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0544336338957105,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.57395906274694,0,0,-6.93889390390723e-18,0,0,0,0.239716891963747,0,0,0.0601479913438509,0.204093968648492,0,0,0,0,0,0,0,0.094180692207107,0.0260267241513947,0,0,0,0,0,0,0.436972124285418,0,0,-0.017766616218245,0.0517725366716935,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.296771241853694,0,0,0.137758183025061,0,0,0,0,0,0,0,0.219502151549625,0,0,0,0,0,0,0,0.0728131528425669,0,0,0,0,0,0.0300339958755599,0.123371663832376,0,0,0,0,0,0,0.1879788188433,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0119090739404953,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0247943584531843,0,0.080538235046966,0,0,0,0,0.083771948096972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201128633923895,0.665765249741696,0,0,0,0.145208559888195,0.414549106457093,0,0,0,0,0,0,0,0,0,0,0,0.0426051715893196,0,0,0,0.0372468973903482,0,0
X601898.SH,0.106526722941541,0,0.104684048607067,0,0.292703298247816,0,0,0,0,0,0.00400082466761087,0,0,0,0,0.0609365674735889,0,0.0163715892934493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500221563766427,0,0,0,0,0.0232711171936984,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143270267544375,0,0,0,0.00954098141656733,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.211465038934711,0,-0.0115862562946707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343006976895081,0,0.0711399806375399,0,0,0,0,0,0,0,0.043866617129955,0,-0.0297164624998052,-0.0801227759161312,0,0,0,0,0,0,0,0,0,0,0,-0.00803658203175657,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0135269176152315,0,0,0,0,0,-0.0701649623315926,0,0,0,0,0,0,0,0,0,0,0,0.306700305774139,0.121240553063148,0.0280259181173085,0,0.226854111251,0,-0.0282789079147538,0,0,0,0,0.050620270870313,0,0.0575225109697168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013677465196202,0.00793297179984809,-0.124601770402818,0,0,0,0,0
X600547.SH,0,0.00154376142945583,0,0,0.156170229575171,0,0,-0.0048163622957493,0,0,0,0,0,0,0,0,0,-0.0706044368406023,0,0,0,0,0,0,-0.117428767258837,0.0214615580849436,0,0.0248764187956478,0,0.562410276002248,0,0,0,0,0.00176426967898768,0,0,0,0,0,0,0,0,0,0.0242485362042339,0,0,0,0,0.0215945865442121,-0.0411578721924614,0.00868800321965062,0,0,0,0,0,0,0
