,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600547.SH,X601600.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600010.SH,X002460.SZ,X600111.SH,X600027.SH,X000301.SZ,X002466.SZ,X600426.SH,X600160.SH,X601699.SH,X600489.SH,X000983.SZ,X601991.SH,X600803.SH,X000786.SZ,X000877.SZ,X600985.SH,X000630.SZ,X000807.SZ,X600176.SH,X000933.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X000883.SZ,X002271.SZ,X000932.SZ,X000027.SZ,X600348.SH,X600282.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0822825410770727,0.145205624551232,0,0,0,0,0.192734659334746,0,0,0.0909846655668329,0,0,-0.0758950390624126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472869171204372,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0556572560574717,0,0,0,0,0.114777199790861,0,0.00408517547337114,0.0168064216605799,0,0,0,0,0,0
X601088.SH,0.0652022881901525,0,0,0,0.190271932369061,0.00755363974716377,0,0.122226877718286,0,0,0,0,0,0,0,0,0,0,-0.0151553386399438,0,0,0,0,0,0,0,0,0.25315563474044,0,0,0,0,0,0,0,-0.0758730312352564,0,0,0.0319031383603887,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354812131770486,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0877276755505958,0,0,0,0.0280837734110669,0,0,0,0,0,0,0,0,-0.138840139659937,0,0,0,0,0,0,0,0,0,0.0799405419612938,0,-0.044207672741539,0,0,0,0.172556707800069,0,0,0,0.0279731852844473,0,0,0,0,0,-0.0661261891812641,0.0959035647604983,0,0,0,0,0,2.56302749682431e-06,0.0488827566160043,-0.000780434338613387,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605717054502475,0,0,0.0994954457020165,0,0,-0.0485442590120424,0,0,0,0,0.0305284833537346,0,0,0,0,0.283200970924868,0,0,0,0.0558830618241575,0,-0.213826860444654,0,0,0,0,0,0,0,0,0,-0.00995392178547914,-0.0653177710550694,0,0,0,0,0,0
X600188.SH,0.0597202458698452,0,0,0,0,0.221122768840699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151946658405262,0,-0.00852505035905588,0.323443081722288,0,0,0,0,-0.100374035990478,0,0,0,0,-0.0038418890632341,0.0174204468010406,0.0220113835938522,0,0,0,0,0,0,-0.0019727651421494,0,0,0.129469696013127,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0260082123623072,0,0,0.234077057210545,0,0,0,0.257495082673819,0,0,0,0.053577183133152,0,0,0,-0.132572014240841,0,0,-0.103433745556576,0,0,0,0,0,0,0,0,0,0.676985811046074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737043318261733,-0.0241927224288197,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0503811275356833,0,0,0,0,0.0491826901581287,0.136470091355712,0,0,0,0,0,0.139879582570857,-0.0348942781930321,0.0209244539318784,0,0,0,0,0,0,0.0498266804551355,1.73472347597681e-18,0,0,0.121191229579521,0,0.0253504849948325,0,0,0,0,0,0,0.0381511986753536,0,0,-0.172991480614598,0,0,-0.0194804093937177,0.0514492900426267,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0.104687350549327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558744132525834,0,0.0433473689221316,0,-0.0572593653731247,0,0.0386863378907212,0,0,0,0,-0.0112366624939929,0,0,0.233701177574509,1.73472347597681e-18,0,0,0,0,0,0.0453171245455369,0,0,0,0,0,0.00883765729193619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0.00982832301210986,0,0,0,0.0115344211219818,0,0,0,0,0.0388855619385574,0,0,0.112155038927078,0,0,0,0,0,0,-0.0725514193757286,0,0,0,0.237400677024518,0.0520887859701841,0,0,0,0,0,0,0,0,-0.04929176818029,0,0,0,0.00997438475986577,0,0,0,-0.0585628643953975,0,0,-0.017682018769014,0,0,0,0,0,0,0,0,-0.0197937768828166,0,0,0,0,0
X600547.SH,0,0,0,0,-0.27510974659194,0,0,0,0.0476143129467752,0,0,0,0,0,-0.126381390776345,0.0530699157997169,0.158760140448153,0,0,0,0,-0.0568957117813649,0,0,0,0,0.685671019875963,0,0,0,0,0,0,0,0,-0.0385433345975517,0.175318719707286,0,0,0.0272809864493622,0,0,0,0,-0.0830266163639246,0,0,0,0,0,0,0,0.00284763634099161,-0.0493333076206798,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836268800103394,0,-0.0283270162638347,0,0.271399535901038,0,0,0,0,0,0,0,0,0.000501480436153813,0,0,0,0,0.148887622735824,0,0.0482536185404497,0,0.184800472888662,0.0388410759594358,0,0.117799552694878,0,0,0,0,0,0,0.289785287529748,0,0,0,0,0.00227094270374123,0,0,0,0,0
X600585.SH,0,0,0,0.0519940362066131,0,0.0928139541318418,0,0,0,0,0,0,0,0,0,0,0,0.105368787349621,0,0,0,0,0,0,0,0,0,0,0,0,0.106679149455047,0,0,0,0,0.0901047307719045,0,0,-0.00882107294822283,0,0,0,0,0,0.0430567273292978,0,0,0,0,0,0,0.0077478743650313,0,-0.220956433599203,0,0,0,0,0
X600886.SH,0,0,0,0,0.037626445497432,0.0360927295701404,0,0,0,0,0,0,0,0,0.305699956619718,0,0,0,0,0,0.0565174196251275,0,-0.01196527793606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408910730430727,0,0,0,0,0,-0.0611616133455411,0,0,0,0,0,0,-0.030144906307899,0,0,0,0,0,0,0
