,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X600362.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X600157.SH,X000786.SZ,X000792.SZ,X600027.SH,X000408.SZ,X600176.SH,X000553.SZ,X600339.SH,X600219.SH,X000959.SZ,X600489.SH,X002271.SZ,X000723.SZ,X600352.SH,X601158.SH,X000883.SZ,X600808.SH,X002092.SZ,X000630.SZ,X600299.SH,X000983.SZ,X000807.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0277548682907925,0,0,-0.0596868560008549,0,0,0.114506109597075,0.116587579000234,0,0,0,0.00658820371569461,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0599708113544773,0,0.0185484016445038,0,0,0,0,0,0,0.11057479410376,0,0,-0.0203642167858815,0,0,0,0,0,0,0,-0.0235979413770017,0.0276472114607017,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0460384273464109,0.0017976080497905,0,0,0,0,0,0,0,0,-0.0288116001901973,0,0,0,0.0277926642931436,0,0,0.000956533193902478,0,-0.0066199693932989,0,0,0,0,0,0,0,0,0.0244206460294493,0,0,0,0,0.0597965259641903,-0.0106275212634268,0.0165705466522135,0,0,-0.0136302088278316,0,0,0,0,0,0,0,0,-0.000365143312404927,0,0,0,0,0,0
X601088.SH,0,0,0,0.115581404090999,0,0,0,0,-0.0199161898404826,0,0,0,0,0.826294766484122,0,0,-0.00642613575692782,0,0,0,0,0.0242541529365696,0,0,0,0,0,0,-0.0348544945528771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107663888658508,0,0,0,0,0,0,0.0483757265830705,-0.038346365390855,0,0,0,0,0,0
X600019.SH,0,0,0.0120204894064975,0,0,0,0,0,0.0733747809446506,0.0662404980695916,-0.0616706022420481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273600533167109,0,0,0,0,0,-0.0657679370592174,0,0,0,0,0,0,0,0,0,0,0,0.230949163208116,0,0,0,0.0849669136706751,0,0,-0.14730640873512,-0.0340161549230159,-0.00139213104516116,0,0,0,0,0,0
X600585.SH,0,0,0,0.0045745009445467,0,0,0,0,0.0583283143979028,0,0,0.0350385049065652,0,0,0,0,0,0,0,0,0,0.00191113780258424,0,-0.0920690796249919,0,0,0,0.12358035173869,-0.10037158815485,0,0.00774402350753297,0,0.0216960656604215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115338317274385,0,-0.094911832973254,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.377204738269578,0,0,0,0.0568212353440631,0,0,0,0,0,0,1.38777878078145e-17,0.0999260913743882,0,0,0,0,0,0,0,0,0,0,0,-0.0891762099143343,0,0,0,0,0,0,0,0,0,0,0,0.183372777101802,0.0208626293596488,0,0,0,0.102135424714277,0,0,-0.0423579099792556,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0640283915820817,0,0,0.0619654250618503,0,0,0,0,0,0,0,0,0.214736067289052,0,0,0,0,0,0,0,0.240188626675111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148226254742799,0.009678598511908,0,0,0.109998145033788,0,0.0188483939309886,0,-0.0100596753730381,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0127922134873625,0,-4.33680868994202e-19,0,0,0,0,0,-0.022917631880747,0,0.157093614666731,0.0714416118473733,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.083496683232511,0.00336204413179716,-0.0640053298331434,0,0.029184184269524,0,0,0,0,0,0,0,0,0.10444837502127,0,0,0,0,-0.029880388450883,0.0220788344556786,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.443079021681237,0,0,0,0,0.467152010314787,0,0,-0.169809115176827,0.165228981384201,0,0,0,0,0.0319597187555407,6.93889390390723e-18,0,0.0500024892293062,0,0,0,-0.0722370252640806,0,0,0,0,0,0,0,0,0,-0.2958564445072,0,0,0,0,-0.0264505770888351,0.16502027692286,0,0,0,-0.169191239736935,0,0,0,0.0508963910019401,0.00938925379302196,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.00213560779782291,0.029124225751493,0,0,0,0,0,0,0,0,0,0,0.0994686725664781,0.420508771426717,0,0,0,0,0,0.156728288158409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975496402049737,0,0,0,0,0,0.0108830017179139,0,-0.00217027399078043,0,0,0,0,0,0,0
