,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600010.SH,X600362.SH,X601898.SH,X601600.SH,X600801.SH,X600176.SH,X600489.SH,X600426.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X600688.SH,X002080.SZ,X600027.SH,X600299.SH,X601992.SH,X600803.SH,X000932.SZ,X300037.SZ,X002466.SZ,X000301.SZ,X600486.SH,X002075.SZ,X600315.SH,X002353.SZ,X600219.SH,X600529.SH,X000027.SZ,X000883.SZ,X000898.SZ,X601158.SH,X600612.SH,X000723.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0171430321495736,0,0,0,-0.0199543903769543,0,0,0,0.111987683628822,0,0.0239429737235408,0.0222538475198371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00737748221926144,0,0,0,0,0,0.0338166543077516,-0.00963666328270497,0.0831512745925759,0,0,0,0,0,0.0664169668785464,0,0,-0.00945900405163921,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0436985206081195,0,0.00301685169977415,0,-0.000407546468190278,0,0.0397392638089934,0,0,0,0.0517498707556323,0,0,0.0130691866478722,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.00714738263481846,0,0.0434486290344172,-0.0241446288926565,0,0,0,0,0,0,0,0,-0.000426526760756044,-0.0056333497404611,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.111273106337202,0,-0.00633792022592364,0,0,0,0,0,0,0,0,0,0,0,0,0.292441513734285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167269144883407,0,0,0,0,0,0,0,0.000524857910271605,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.040016073537764,0,0,0.00623126981814957,0,0.0175740021502232,0,0,0.113612471267765,0,0,0,0,0.171124722549464,0,0,0,0,0,0,0.0029145420527093,0,0,0,0,0,0,0,0,0.0217928730220375,0,0,0,0,0,0.0838857202963869,0,0,0,0,0,0,0,0.0601178504961002,0,0,0,0.0494990076935732,-0.0423530087092455,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.385397613181207,0,0,0.0235695893955541,0,0,0,0,-0.182028356473589,0,0,0,0,-0.101891385141175,0.058759546568736,0.354032944285947,0,0,0,0,0,0,0,0,0,0,-0.106525207366348,0,0.184607003357087,0.0859595652321326,0,0.127058885647547,0,0,0,0,-0.09872140068463,0,0,0,0,0,0,0,0,-0.0101448063601714,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.00311100874632243,0,0.00153341932730952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771730407295289,0,0,0.044435887069663,0,0,0,0,0.00686184532782307,0,0,0.00755918091771007,0.0402654876692078,0,0,0,0.522886986054745,0,0,0,0,0,0.0490778690107141,-0.00973024242812262,0,0,0,-0.229610505918995,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0367830273679808,0,0,0,0,0,0,0,0,0,0.606865296931877,0.0133227472596376,0,0,0,0.156889621353875,0,0,0.0729853261673589,0,0,0,0.060718203873863,0,0,0,0,0,0,0.0618354479265445,0,0.0228428219569465,0.00595698809073564,0,0,0,0,0,0,0,0,-0.0227299410109183,-0.00481629514577031,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0909445327305727,0.158744033907161,0,0,0,0.0213590789585351,0,0.0679620524630372,0,0,0,0,0,0.018639393271879,0,0,0,0,0,0,0.0913726680087702,0,0,0,0.0900905463628424,0,0.282456362103377,0.228035150010895,0,0,0,0.0288140445625793,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579316853886861,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.10861803120312,0,0,0,-0.0574964150044398,0,0,0,0,0,0.268500656330204,0,0.198190720706224,0,0,0,0,0,0,0,0,0,0,0.163931202279168,0,0.233849064972081,-0.0138191746287126,0.125806982043007,0.0521024284567633,0,0.0121762500197304,0,0,0,0,0,0,0,0,0,0,0,0.0876816383936938,0.00211154380936433,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134082331594346,0.116814664201962,0.0558516893620193,0,0.0805368506398948,0,0,0,0,0,0,0,0,0,0,0.281030444437276,-0.0699303377098392,0,0,0.0476176292928586,0,0.0465799954294918,0,0,0,0,0,0,0,0,0,0,0,0.0574650078028715,0,0,0,0,0,0
