,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X002460.SZ,X600801.SH,X600886.SH,X601898.SH,X000792.SZ,X600010.SH,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X600489.SH,X002466.SZ,X000723.SZ,X600176.SH,X600126.SH,X600426.SH,X002075.SZ,X000401.SZ,X000553.SZ,X000898.SZ,X601158.SH,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X600583.SH,X000883.SZ,X600486.SH,X000709.SZ,X000027.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0548419092238333,0,0,0,0,0,0.240863343541417,0,0,0,0,0.0646537227451749,0,0,0,0,0,0,0,0,0,0,0.096416363797366,0,0,0,0,0,0.014538217332993,0,0.0590290536890647,0,0,0,0,0,0,0,0.211080956615409,0,0,0,0.0156308088691389,0,0.0118822487968082,-0.00733504353068392,0,0,0,0,0,0
X600028.SH,0.221443403047408,0,0,0,-0.115596709793908,0,0,0,0.182136908436814,0,0,0,0,0,0,0,0,0,0.0199233555610268,0,0,0,0,0,0,0,0,0.0704133071219971,0,0.0764777755403101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785914855671846,0,0,0,0,0,0.0135052000994122,0,0.0165664801577076,0.00927744684457207,0,0,0,0,0,0
X601088.SH,0,0,0,0.103153668339858,0,0,0,0,0.0541395482208376,0,0,0,0,0,0,0,0,0,0.087315117688393,0,0.15213496304892,0,0,0,0,0,0.288273130503698,0,0,0,0.0396854278951523,0,0,0,0,-0.0552287554475343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202266606050476,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00741247540552264,0.406969306604803,0,0,0.0186887547799452,0,0,0,0.0126274522945773,0.168856099876152,0.105151562716522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490479920053519,0.170184528785067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152525850210597,-0.00676054790338099,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0129319550325934,0,0,0,0,0,0,0,0,0,0.016201100135148,0,0,0,0,0,0,0.0929535460495504,0,0,0.0997312970410978,0,0,0,0,0,0,0,0,0,0,0.0401242428732607,0,0.119395447129589,0.0772149964823922,0,0,0,0,0,0,0.0421052613181846,0.017025690297831,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0658009457292797,0,0,0,0,0,0,0,0.0716818993973165,0,0,0,0,0,0,0,0,0,0,0.784342687188057,0,0,0,0.0187165137707531,0,0.0523197991141116,0,0,0,0,-0.0575772089340956,0,0,0,0,0,0,0,0,0.208966446677549,0,0,0.0337526341938473,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0498006649349857,0,0.0107642111203931,0.0249663126410253,0,0,0,0,0,0.159621896616414,0.0130360296060802,0.283018463530001,0.0329528273390937,0,0,0,0,0,0.0145143752914483,0,0,0,0.00547516349364158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726511645627559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162321331245249,0,0,0,0.0428733190122315,0,0,0,0,0.0199750370091872,0,0,0,0.0442980087265749,0,0,0,0,0.252980186528888,0.17591521241836,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-6.93889390390723e-18,0,0.287538687377806,0,0,0,-0.115706486404132,-0.00505680359830842,-0.00811372085420609,0,0,0,0,0,0
X600011.SH,0,0,0.0832244250414435,0,0,0,0,0.0174900491886259,0,0,0,0,0,0,0,0,0,0.0622030721583911,0,0,0,0,0,0,0,0,0.483622027720712,0.0104642539624208,0,0,-0.0448891982771052,0,0,0,0,0,0,0.16705605340635,0,0,0,0,0,0,0,0,0,0,0,0.170002433755576,0,-0.0153766596186657,0.00973212155419827,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.210221748960112,0.341159913227119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029802376531326,0,-0.0582224149750394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000985398218095068,0,0.0541426400405155,0.0234870142808411,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156241687974151,0,0,0,-0.0878784960703777,0,0,0,0,0,0,0,0,0,0,0,0.202898231367057,0.142855720584012,0,-1.73472347597681e-18,0,0.124992817221253,0,0,0,0,0,0,0,0.269449288729384,0.139539063172273,0,0.373434709957934,0,0,0,0,-0.0343054591976638,0.0253036772188485,-0.289822085326548,0,0,0,0,0
X600801.SH,0,0,0,0.516353761077791,0,0,0,0,0,0.0675145618495544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759901930702699,0,0.0377298994827216,0,0.0240553509286109,0.308689668752983,0.01717870865373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216845896406097,0,0,0,0,0,0,0
X600886.SH,0,0,0.0650256710502023,0,0,0,0.174390943108181,0,0,0,0.0876676586293586,0,0,0,0,0,0,0,0,0.0786964228085021,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626072302891865,0,0,0,0,0,0,0,0,0.0737707769941684,0,0,0,0,0,0,0.00541181491650886,0,0.0266260411944841,0.00352223826219306,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357843942759526,0.0287359977762417,0,0,0,0,0,0.0976250688687745,0.0767101706693825,0,0.00172816136698994,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0175593043137079,0,0,0.0997187446538719,0,0,0,0,0.051810616509763,0,0.0175753207821792,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.138342332893834,0,0.134009503905219,0,0,0,0,0,0,0,0,0,0,0.198798298448278,0,0.24080012820707,0,0,0.20981969681022,0,0,-0.0943156063369605,0,0,0,0.00365053058763609,0,0,-0.000448478012230273,0,0,0,0,0,0,0,0,0,0.0140840989121414,0,0,0,0,0,0,0,-0.0182792492462,0.000433225760691916,0,0.31656714057659,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0112928859590797,0,0,0,0,0,0,0,0,0,0,0,0,0.0245072211015756,0,0.00940402171802761,0,0.0561929958399305,0,0,1.0842021724855e-19,0,0,0.00453260937562997,0,0.0184670710422045,0,0,0,0,0.0712025978120566,-8.67361737988404e-19,0.131108857016001,0,6.93889390390723e-18,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0120569727865888,0,0,0,0,0,0,0,0,0,0.0195504878644005,0,0,0,0,0,0,0.0156747690766064,0.082850956629861,0,0,0,0,0,0,0,0,0,0,0,0.0118737567974085,0,0.191607256700496,0,0.0695049818654803,0,0,0,0,0,0,0.0110261426758532,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.220202460911902,0,0,0,0.0967427934200312,0,0,0,0.121911945434433,0,0.0529687545886128,0,0,0,0,0,0,0,0,0,0.0191754236799763,0.0860322398840024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000394042663105809,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0209840838836552,0,0,0.00283019333958606,0,0,0,0,0,0,0,0,0,0,0,0,0.386733502742772,0,0,0,0,0,0.259785759922363,0.0380723236529025,0.0430243298862742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00736137129681308,0.0744517511667308,0.0655965042679552,0,0,0,0,0,0
X600362.SH,0,0,0,0.350025610612593,0,0,0,0,0.149055062156184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513575792946529,0,0,0.132228542599361,0,0,0,0,0,0,0,0,0,0.337346507856297,0,0,0,0,0,0,0,0,0,0.120697294548719,0.0171803674880065,0.0027172126948043,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0.0346045650577893,0,0.240362063103804,0,0.191256633469273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577421799352999,0.0302984149754303,0,0.163985239473339,0,0,0,0,0,0,0,0,0,0,0,0,0.187171294162682,0,0,0,0,0,0.0198967369297424,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0156718394880729,0,0.0461422771055936,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.170388585185283,0,0,0,0.0743962840845247,0,0,0,0,0,0.0183922895090334,0,0,0.0794069241686039,0.0251532453701334,0,0,0.00891382938598727,0,0,0,0,0,0,0,0,0,0,0.0370336597954844,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.0321198683255902,0,0,0,0,0,0,0,0,0,0.0385022934275867,0,0,0,0,0,0,0,0,0,0.00463418710318821,0,0,0,0,0,0,0,0,0,0,0.120564483664408,0,0.037453325145663,0,0,0,0,0.0452589755770461,0,0.0105086970471019,0,0,0,0,0,0,0
