,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X000898.SZ,X601992.SH,X002466.SZ,X600111.SH,X600176.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X000629.SZ,X600808.SH,X600489.SH,X600219.SH,X600801.SH,X601158.SH,X000786.SZ,X000825.SZ,X300072.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000792.SZ,X601699.SH,X000408.SZ,X600339.SH,X000301.SZ,X002110.SZ,X000630.SZ,X002271.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0350650434127668,0,0,0,0,0,0,0.338290927149072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105275069512959,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.243678883741406,0.268465200488089,0,0,0,0,0,-0.0159691394703416,0.0910944431280075,0,0,0,0,0,0
X600028.SH,0.459700176059168,0,0,0,0.143486299143392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112955463553932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11100373981824,0,0,0,0.238997900769193,0,0,-0.00917720565416962,0.0838068139096255,0,0,0,0,0,0
X601088.SH,0.322084562759494,0,0,0,0,-0.0323614780492121,0,0,0,0,0,0,0,0,0,0,0.066950103027478,0,0,0,0,0,0,0,0,0,0,0,0,0.0605527765480077,0,0,0,0,0,0,0,-0.0167163125007574,0,0,0,0,0,0,2.16840434497101e-19,0,0.17913997516614,0,0,0,0,0.00337852702755003,-0.0148517760045748,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0227458898330783,0.120684173483506,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177734284605954,0.027110061291262,0,0,0,0,0,0,0,0.0307771267183192,0.0704290876381785,0,0,0.530386183487919,0,0,0,0,0,0,0,0.194487130108248,0,0,0,0,0,0,0,0,0,0.0172014577449961,-0.00502352266624322,0,0,0,0,0,0
X600019.SH,0,0.0302030471925274,0.0140534505752054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147694684100522,0.0259144871275324,0,0.603460168477141,0,0.00181297999418038,0,0,0,0.0332285020520023,0,0,0,0.0053183701179004,0,-0.0102524867259313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535149180538687,0,0,0,0.00323036047327901,0,0,0,0.107341129205472,0,0
X600011.SH,0,0,0,0.0132693304499092,0,0,0.0431836806399412,0,0,0,0,0,0,-4.33680868994202e-19,0.121894062147429,0,0,0.648808664122792,0,0,0,0,0,0,0.0703286588344351,0,0,0.037793571969604,0,0,0,-0.181502155246117,0,0,0,0.00103774743224003,0.0508070676258566,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154064151053921,-0.0093104560582217,0.0677861800049919,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1752821607398,0,0,0,0,0,0,0,0,0,0,0,0,-0.213267922948843,-0.299090208472876,-0.602430869820894,0.0565190399826874,0,0,0.352860495395499,0.258284984285217,0,0,0,0,-0.114029423246187,0,0.307550893291936,-0.202038665403822,0,0.291425838748684,0,0,0,-0.453584347320986,-0.0113551523352039,0.00987039171801377,0,0.116902463702911,0,-0.158530809389678,0,0
X600010.SH,0.186918182011093,0,0,0,0,0.0151091901741413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259470849035539,0,0,0,0,0,0,0,0,0.116460477008568,0,0,0.0475774338361203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021010493780472,0,0,0,0,0,0
X601898.SH,0.157107241406389,0,0,0,0,0,0,0,0,0,0.035727856230709,0,0,0,0,0,0,0,0,0,0,0.0781888745004391,-0.00981199373598197,0,0,0,0,0,0,0,0,0.21532679837756,0,0,0,0,0,0,0.0381513326014844,0,0,0,0,0,0.0728889641159798,0.141678237911359,0.149524866642401,0,0,0,0,-0.0158905103711728,0,0,0,0,-0.0614042871520257,0,0
X600547.SH,0,0,0,0,0,-0.0356331358951693,0.0485466803343655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443400674014247,0,0,0.0329460962762314,0.0105569200655744,0,0,0,0,0,0.484222001674002,0,0,0,0,0.244146459910113,0,0,0,0,-0.0298102479949977,0,0,0,0,0,0,0,0,0,0.0166983889263285,0,0,0.0177380796365667,0,0,0,0
