,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X600623.SH,X601992.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000709.SZ,X000723.SZ,X000983.SZ,X000408.SZ,X000898.SZ,X600352.SH,X000883.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000630.SZ,X002460.SZ,X601699.SH,X600021.SH,X000012.SZ,X000060.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0596533281278804,0,0,0,0,0.0181611998875431,0,0,0,0,0,0.00275464218519433,0,0,0,0.00197905816072408,0,0,0,0,0,0,0,0,0,0,0,0,0.0215973774832879,0,0,0,0,0,0,0,0,0,0.11174641596809,0,0.00428207574152189,0.00551362477053337,0,0,0,0,0,-0.00730282133174344,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0114182765283183,0.0466191061599106,0.0276905581070769,-0.0382216757296168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334656720148283,0,0,0,0.0578921737703728,0.0619459139920327,0,0,0,0.0234473866377881,0,-0.00913393713086528,0,0.0292329026972932,0,5.42101086242752e-20,0,0,0,0.00456164012676609,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.25644018398175,0,0.0806085728262329,0,0,0,0,0,0,-3.46944695195361e-18,0.0723335197901865,0,0,0.00805076943568342,0,0,0,0,0,0,0,0,0.00787913294727798,0,0,0,0,0,0,0.0528200458615819,0,0,0,0,0,0,0,0.00711457314628824,0,0,0,0,0,0,0,0.0832356131261973,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.100882328528835,0,0,0,0,0.0879983786894699,0,0,0,0,0,0,0,0,0.0805319935902187,0,-0.0014053726504347,0,0.0994047086639679,0,0,0,0,0.0299266151147846,0,0,0,0,0,0.0461507416045865,0.166956366114282,0,0,0,0,0,-0.0438690970366671,0,0,0,0,0,0,0,0,0,0,0.00415814700301635,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.15444516972856,0,0,0,0,0,0,0,0,0,0.507179590338007,0,0,0,0,0,0,0,0,0,0,0,-0.00967123144467379,0,0,0,0,0,0,0,0,-0.0393602544993521,0,-0.0570327739282653,0,0,0,0,0,0,0,0,0.0114792192513247,0,-0.0188268982283798,-0.0101875167051681,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.160860824595447,0,0,0,0,0.147521917154691,0,0,0,0,0,0,0,0,0,0,0.0879445909976991,0,0,0,0,0,0,0,0,-0.103606327829915,0,0,0,0,0,0,0.0978423612676306,0,0.0725111740171944,0,0.0236592232631377,0,0,0,0,0,0,0,0,0,0,-0.00180593028266472,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0172116012889158,-0.0172714225340774,0,0,0,0,0,0,0.0434475839587692,0,-0.0396152930168227,0,0,0.0347742785932134,0,0.00803328866994757,0,0,0,0,0,0,0,0,0,0.0476670274266091,0,0.0457252988358433,-0.0466199028649914,0,0,0,0,0.0779183692992889,0,0,0,0,0,0,0,0,-0.0583797958246063,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0935377333084167,0,0,0,0,0,0,0,0,0,0,0.0724273445828444,0,0,0,0.0857608560454607,0,0,0.00462090239873146,0,0,0,0,0,0.0998578983929796,0,0,0,0,0.111852896455585,0,0,0,0,0,2.71050543121376e-20,0.15265765630735,0,0,0,0,0,-0.0197462660535506,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,-0.0433762537228035,0,0,0,0,0,0,0,0,-0.0312280805612631,0.112181105680481,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0502650841229122,0,0,0,0.152598098484855,0,0,0,0,0.0388386177714704,0,0,0,0.14678099510284,0,0.0359594997243716,0.0535456611596249,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.138087356782445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279637340640845,0.119531534703212,0,0.0794496913092949,0,0,0,0,0,0,0,-0.088389916654302,0,0,0.538778187382135,0,0,0,0,0.108224852559389,0,0,0,-0.00291984034877456,0,-0.00501963027504465,0,0,0,0,0,0,0.0810367548997425,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616671210570278,0.267405583955207,0,0,0,-0.107659809552878,0,0,0,0,0,0,0,0,-0.175147706082055,0,0,0,0,0,0,-0.0570796818462096,0,0,0,0,-0.000465609430953341,0,0,0,0,0,0.0788253718267069,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.0144045894316916,0.0611642509092829,0.0329424864287338,0,0.0410551703846275,0,0.0063597292631423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013731391471238,0,0,0,0.0765329260306987,0.0127251557718159,0,0,0,0,0,0.0257091786580237,0,0.0213763352935531,0,0,0,0,0,0,0,0,-0.0118447063368351,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.124777110429491,0,0,0.0589096545759977,0,0,0,0,0,0.162878112193287,0,0,0,0,0,0.0661332527521036,0,0.15245795802456,0,0,0,0,0.00580181990529013,0,0,0,0,0,0,0,0,0.0730105690365301,0,0,0,-0.0593776538195116,0,-0.0135343812183306,0,0,0.0459003609917246,0.237790294403702,0,0,-0.0383118946324662,-0.0492478670569153,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0183110675513303,0,-0.0661604554805955,0,0,0,0,0,0,0,0,0,0.0075329021191953,0,0,0,0.044568917323133,0,0,0,0,0,0,0,0,0.0829322796361044,0,0,0,0,0.0278804748307575,0,0,0.0695909148112516,1.0842021724855e-19,0,0.00694003461373421,0,0,0,0,0,0,-0.00700176290962514,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0942694050190362,0,0,0,0.0460394300274221,-0.0287564397060951,0,0,0,0,0,0,0,0.29302899766642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0206764927753976,0,-2.16840434497101e-19,0,0.0185843518047483,0,0,0,0.00229486416415918,0,0.00565745727368269,0,0,0,0,0.0221759169158392,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.140218185637702,0,0,0,0,0,0,0,0.0952637961889882,0,0.11319774627256,0,0,0,0,0,0,0,0.0238401569676645,0,0,0,0,0,0.0725631515565648,0,0,0,0,0.0840064223410352,0,0,0,0,0.2477386943836,0,0,0,0,0.0832702969496815,-0.0531892564026012,0,0.0643681678112295,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0883529508949998,-0.0170090092277733,0,0.0623172652519028,0,0,0,0,0.0113131143441998,0,0,0.00480390540515099,0,0,0,0,0,0,0.0288955401443781,0,0.0379727185960664,0,0,0,0,0.0862407345212293,0,0,0,0.0520768657843118,0,0,0,0,0,0,0.204315358578969,0,0.0235644442625108,0.0185315806444207,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.820630644044439,0,0,0,0,0.0748472768596703,0.10464922032377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140889071332609,0,0,0.169368645053473,0,0,0,0,0,0,0,0,0.130245984686247,0,0.167053988380921,0,0,-0.136945752588214,0,0,0.0851420797274425,0,0,0,0.00589062235051776,-0.0942030596990677,0,-0.0346590301814612,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0693623892923255,0,0,-0.0317424129954644,0,0,0,0.256298197558393,0,0,0,0,-0.012898181474084,-0.0298814942520162,0,0,0,0.0635320128330981,0,0,0,0.0233149476972922,-0.0222862587778975,0,0,0,6.7762635780344e-21,0,0,0,0,0.0653961158810107,0,5.42101086242752e-20,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0277317689199998,0,0,0,0.00805699857202199,0,0
X600489.SH,0,0,0,0,0,0,0,-0.219439618605945,0,0,0.719059697911464,0,0,0,0,0.23162685163786,0,0,0,0,0,0,0,0,0,0,-0.102741661151641,0,0,0,0,0,0,0.130313391563867,-0.0385495613079994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.233255236725319,0,0,0,0.025551013073193,0,0
X600623.SH,0,0,0,0,0,0,0,0,0.114430870831711,0.00614654291786175,-0.0521720287304007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267050198929598,0,0,0,0,0.352194355370804,0,0,0,0,0,0,0,0,0,0.00594623536071518,0,0,0,0,0.0482204382357037,0,-0.225537820429577,0.0339892393380489,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.141480082561588,0,0,0,0,0,0,0,0,0,-0.1414323529853,0.0991545580413064,0,0,0,0,0,0,0.0387762914670501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141078626241717,0,0,0,0,0,0,-0.049074573301609,0,-0.0316577939951376,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0205164825507652,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0686061124427532,0,0,0,0.0367759250538399,0.408685007384207,0,0,0,0.0696879994559145,0,0,0,0,0,0.0249427247616643,0,0,0,0,0,0,0,0,0,0,0,0,0.0174208799601956,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0350750219328527,0,0,0,0,0,0,0.00713142139330916,0,-0.0284207215009699,0,0,0.184267640196194,0,0.122758331284752,0,0,0,0,0,0,0,0,0,-0.064398211941424,0,0,0,0.0470549554492682,0,0,0,0,0,0,0,0,0.192187056503078,0,0,0,-0.00170511898240031,0.0606719000940049,0.0729599222526536,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0.101527893457307,0,0,0,0,0,0,-0.095790083306726,0,0,0,0,-0.0442028534260088,0,0.0316904562106673,0,0.0996331587848296,0,0,0,-1.38777878078145e-17,0,0,0,0,0.235979070965614,0,0.0316387185702423,0,0,0,0.163410513809408,0,0.234668716182174,0,0,0,0,0.122767424512806,0,0,0,-0.117700225427531,0,0.0846172413889065,0,-0.278758529912762,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.105446944783018,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0580415489266708,0,0,0,0,0,0,-0.0214412037516217,0,0,0.0212429080001249,0.244616025348289,0,0,0,0.201406467535427,0,0,0,0,0,-0.0785598848731336,0,0,0,0,0,0,0.124545012693401,0.0557419812178372,0,0,0.023053037429025,0.0115556882208121,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.123771706659329,0,0,0,0,0,0,0,0,0.049720286117711,0.122743214394383,0,0,0,-0.0711207793108786,0.160552432154068,0,0.0747072458350581,0,0,0,0,0,0,0,0,0,0,-0.126211417047559,0,0,0,0,0,0.823757837699251,0.0120685728343298,0,0,0,0.0359629619912465,0,0.0460289455551921,-0.0462093767383862,0,0,0,0,0,0
