,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000708.SZ,X000301.SZ,X000807.SZ,X002466.SZ,X000786.SZ,X600027.SH,X601991.SH,X000408.SZ,X600219.SH,X600176.SH,X600426.SH,X000983.SZ,X002128.SZ,X000630.SZ,X601168.SH,X000933.SZ,X601699.SH,X600378.SH,X600096.SH,X002353.SZ,X000877.SZ,X600985.SH,X600157.SH,X600299.SH,X600995.SH,X600352.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.738938118048534,0,0,0.0251286023659217,0,0,0,0,0,0,0,0,0.0245486403758835,0.0011504095587731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662805856250534,0,0,0,0,0,0,0,0,0,0,0,0.00514553401304419,0,0,0,0,0,0,0,0,0,-0.00166980892306276,0.00892067518110144,0,0,0,0.00602418720530854,0,0
X601088.SH,0,0,0,0,0,0.52331574755692,0,0,0,0,0.0505509114385387,0,0,0,0,0,0,0,0,0.0168572185850622,0,0,0,0,0,0,0,0,0.0632901838342874,0,0.0477821711650067,0,0.0134840557497698,0,0.00510681099275597,0,0,0,0,0,0,0,0,0,0,0.0212972626967969,0,0,0,0,0,0.0202126806365298,0,0,0,0,0.0257679483169731,0,0
X600028.SH,0.012438794132494,0,0,0,0,0.114813573018556,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0671926076441219,0,0,0,0,0,0,-0.0662739519227184,0,8.67361737988404e-19,0,0,0,0,0,0,0.168107811165308,0,0,0,0,0.157960481918117,0,0,0,0,0,0,-0.00700957240436354,0.0140568317780385,0,0,0,0,0,0,0
X600309.SH,0,-0.0314489094194525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217197908700809,0.132766410657067,0,0,0.218659159940462,0,0,0,0,0,0,0,0,0,0,0,0,0.0572596192418823,0,0,0,0,0,0,0.12238725020362,0,0.010809452906742,0.0250460949617244,0,0,0,0,-0.0788339417014731,-0.0187801817569678,0.00732113670826001,0,0,0,-0.00589682861697759,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0707955884856036,0,0,0,-0.0363140220745933,0,0.30269318948103,0,-0.00732960222393921,0.220596499507534,0,0,0,0.0396823863594691,0,0,-0.0601950770543157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928640103025292,0,0,-0.165333795704898,0.0264840545402603,0,0,0,0,0,0,-8.67361737988404e-19,-0.0713697358747978,0.0792427514374883,0,-0.0239426386347312,0,0
X601898.SH,0,0.612643790917894,0,0,0,0,0,0,0,0,0,0,0.0203235271205829,0,0,0,0,0,0,-0.0096813340871173,0,0,0.153298818899105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171345603001839,0,0,0,0,0,0,0,0,0,0,0,0,0.0239758741960868,0.0306705284903373,-0.00569818152272084,0,0,0,-0.0377631303175568,0,0
X600019.SH,0,0.126383072436605,0,0,0,0.169381894906457,0,0,0.191610334686597,0,0,0,0,0,0,0,0,0,0,0,0,0.0598320600538727,0,0,0,0,0.0640417844959575,0.144168636223693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477888959747345,0,0,0,0,0,0,0,0,0.0168015710398118,0,0,0,0,-0.0208993819012099,0,0
X600188.SH,0,0,0,0,0,0.0868752514535895,0,0,0,0,0,0,0,0,0,0,0.164819282301142,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.103576777047692,0.138547131611427,0,0.00310429362395055,0.127550656283244,0,0,2.16840434497101e-19,0,0,0,0,0.0724649960816833,0,0,0,0,0,0,0,-0.00402886303438908,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0206726722048561,0,0,0,0,0,0,0,0,0,0,1.21387637448395,0,-0.197456197695514,0,0,0,0,0.0543108889567788,0,0.00590770963540735,0,0,0,0.0788907535961301,-0.157133818658588,0,0,0,0,0,0,0,0,0,0.0903121979267583,-0.328773763926914,0,0,0,0,0,0,0,0,0,0,0,0.0377338749270993,0,-0.0175307564570866,0,0
X600585.SH,0,0,0,0.0980660311806218,0.0479286477980239,0,0,0,0,0,0,0.102135612611947,0,0,0,0,0,0,0,0.0500803564748297,0,-0.186632378290349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254882725695577,0,0,0,0,0.346881786710532,0,-0.0561061555194176,0,0,0,0,0,0,0.0164900012965045,-4.33680868994202e-19,0,0,0,0,0,0
