,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X002466.SZ,X600188.SH,X600157.SH,X600362.SH,X600623.SH,X600886.SH,X600547.SH,X601992.SH,X600660.SH,X600299.SH,X600489.SH,X000792.SZ,X600309.SH,X601158.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002075.SZ,X600549.SH,X000027.SZ,X002460.SZ,X000630.SZ,X002407.SZ,X002470.SZ,X000983.SZ,X600021.SH,X600098.SH,X000012.SZ,X600176.SH,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.109231195482411,0,0,0,0,0,0,0.00319051421519502,0,0,0.0407506729549776,-0.00669667414620575,0,0,0,0,0,0,0,0.148906229546178,0,0.0287098760916923,0,0,0,0,0,0,-0.0526723459684197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146141910918363,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.117153140299815,0,0,0,0,0,0,0,0.0239137017294992,-0.0138576144788144,0.0479479478904353,0,0,0,0,0,0,0,0,0.0761401754184377,0,0.183451863434583,0,0,0,0,0,0,-0.0638330175871787,0,0,0,0,0,-0.0161492913072388,0,0,0,0,0,0,0,0,0,0.00688183554724677,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.209672672667619,0,0,0,0,0,0,0,0,0,0,0.0668422933771083,0.0437006812170089,0,0,0,0,0,0,0,0.0218181458315833,0,0,0,0,0,0,0,0,0.112694533158882,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0225497906124264,0.0785984917650557,0,-0.00626162140363969,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0602085663085941,0,0,0,0,0,0,-2.16840434497101e-19,0.014961484688975,0.0392983484670141,0,0,-1.0842021724855e-19,0.124013904924165,0,0,0,0,0,4.33680868994202e-19,0.0320122376229443,3.46944695195361e-18,0,0,0,0,0,0,0,0.00896291939180738,0,0.0171220098250272,0,0,0,0,0,0,0,0,0,0,0.0211460552654409,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.229571127801167,0,0,0,0.275742870724327,0,0,0.0092804304219883,0.0520841423027945,0,0,0.0377646316625925,0,0,0,0,0.00270414007389244,0,0,0,0,0,0,0,0,0,0.00923059531765027,0,0.108120330779763,0,0,0,0.0215669110642026,0,0.0322924417643297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.00839422044521956,0.119268589381889,0,0,0,0,0,0,0,0,0.0147937777849544,0,0,0.0726406535154826,0,0,0,0,0,0.0425232979297639,0,0,0,0.0898627734740832,0.0258182957753861,0.157710522025701,0,0,0.0891845394388569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438210771432558,0.0518273389632918,0,0,0,0,0,0
X600585.SH,0,0,0.388965159296061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118296799500252,0,0.0581220814822902,0.0541128811691015,0.327580668906501,0,0,-0.0884091272133718,0,0,0,0,0,0,0,0,0,0,-0.0145549466641001,0.267750559837386,0,0.0696998707637934,0,0,-0.113105247470367,0,0,0,0,-0.0849584079089338,0,0,0,-0.0124480868918383,0,0.0774291108967416,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171983725116188,0,0,0,0,0,0,0,0,0,0,0,0.138876192726712,0,0,0.28437478414923,0,0,0,0,0,0.0382192834276562,0,0,0,0,0,0,0,0,0,0,0.0328525714775843,0.0116289071889287,0.206495052024469,0,-0.0644500824962939,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0674145550732931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.139708308522835,0,0,0.0544453922765234,0,0.000452199648174923,0,0,0,0,0,0.151835748198761,0,0,0,0.0317845074749279,0.0790621506545884,0.0717138774793019,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0157387590720222,0,0,0,0,0,0,0,0,0,0.223473196427909,0,0,0,0,0,0,0,0,0,0.154642528336804,0,0,0,0,0,0,0,0,0,0.228263476126171,0,0.103507767745998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092278694846147,0,0,0,0,0,0
