,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X002460.SZ,X600111.SH,X600027.SH,X002271.SZ,X601992.SH,X000723.SZ,X002466.SZ,X600176.SH,X600583.SH,X002353.SZ,X600516.SH,X000898.SZ,X600299.SH,X600426.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000027.SZ,X000629.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X000792.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0488253226702092,0,0.0402135521714471,0.155454164753299,0,0,0,0,0,0,0,0,0,0.114585430456021,0,0,0,0,0,0.0282267023816213,0,0.0177314376088869,0,0,0.0684850591354265,0.0245994992846447,0.0809251655107939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0663378064779658,0,0,0,-0.0128674020090538,0.00791614233582298,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0437140880800238,0.0247140504299998,0,0,0,0,0,0,0,0,0,0,0.0157578246520678,0,0,0,0,0,0,0.134296036182755,0,0,0,0.0145540157181528,0,0,0,0.128457803818789,0,0,0,0,0,0,0,0,0,0,0,-0.0170660913059208,0,0,0,0.0140186617280557,0.0100110931594321,0,0,0,0.0138520081546397,0,0
X601088.SH,0,0,0,0,0,0.396131452414714,0,0,0.00838415884999462,0.0378917318981564,0.0397646199296088,0,0,0,0,0,0.0899604652665033,0,0,0,0,0,0,0,0,0,0,0,0.0594725467657392,0,0,-0.108658172732238,0,0,0,0,0.0106412116720826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172561910778863,-0.0117457557101978,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.156568669213675,0,-0.028459568873223,0,0,-0.0437399027525596,0.0215275046023552,0,0,0,0,0,0.398217818225884,0,0,0,0,0.0938539525264422,0,0,0,0,0,-0.0353570927955489,3.46944695195361e-18,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163973160799632,-0.0227648846417675,0,0,0,0,0,0
X600309.SH,0,0,0,0.0591782350293103,0,0,0,0,-0.105418088803761,0,0,-0.0524062098144572,0,0,0,0.00652611647908448,0.131984805272015,0,0,0,0,0,0,0,0,0.19756111783739,0,0,4.33680868994202e-19,0.00969848248282084,0,0,0.0904767060791183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0939178736849786,0,0,0,-0.0337870294540852,0.00895757037192281,0,0,0,0,0,0
X600019.SH,0,0,0.249069848086371,0,0,0,0,0,0.0397215776622027,0,0,0.117349517073239,0,-0.0278111080358878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.126376838112624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00914007304950175,0,0,0,0.0483879870067771,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00970281211869154,0,0,0,0,0,0,0,0,0,0,-0.0222908246220076,-0.0817697989452064,0,0,0.0499904660410325,0,0,0,0.111949669473397,1.3886027747684,0,0,0,0,0,0,0,0,0,-0.222285280408285,0.13930437208913,0,0,0,-0.0389077015997977,0.0136622386903469,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.117353876672033,0,-0.154552814554877,0,0,0,0,0,0,0,0.00880995727180725,0,0,0,0,0.119404100238175,0,-0.0314048549180089,0.0518275985316789,0.178853644129853,0,0,0,0,0.0999884877782685,0.0695360188257128,0,0,0,0,0,0,0,0,0,0,0,0,0.0463591200316191,0,0,0.117790305245935,0,0,-0.0828424180236835,-0.039615099730512,0.0191518176963074,0,0,0,0,0,0
X000708.SZ,0,0,0.64979377407673,0,0,0,0,0,0,0,0,0.436996804276287,0,0,0,0,0.0919459831133051,0,0,0.0745862491113894,0,0,-6.93889390390723e-18,0,0,0,0,0,0.114675334932406,0,0,0,0.0271082502402149,0,0.317600369396034,0,0.118900923192527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269721493217536,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373691135478426,0.0275337503625607,0,0,0,0,0,0,-0.260173802670611,0,0,0,0,0.271992740663393,0,0,0,0,0,0.0127040950781007,-0.0350217213950905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0891149923045,0.0657286791251992,0,0,0,0.0396266355310668,0,0
X600886.SH,0,0,0,0,0,0,-0.150485925181813,0,0.159515700798168,0.198349111382471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591363364488574,0.0457089072425833,0.191715765432562,0,0.018341908904663,-0.139224319252265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322959719332513,0,0,0,0.020803515953662,-0.0197715539687188,0,0,0,-0.065403214044659,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.128235643204178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055859479256582,0.0690126555788105,0.178829372405647,0,0,0,0,-0.00987323655837267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012518082760427,0,-0.0152607518155084,0.07820182492018,0,0,0,0.199891038099958,0,0
