,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X002466.SZ,X000786.SZ,X600111.SH,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X601991.SH,X600803.SH,X000027.SZ,X600795.SH,X000408.SZ,X600219.SH,X600352.SH,X600489.SH,X600801.SH,X000932.SZ,X000825.SZ,X000807.SZ,X000898.SZ,X600688.SH,X000959.SZ,X300037.SZ,X002353.SZ,X601699.SH,X600315.SH,X002080.SZ,X600486.SH,X600157.SH,X000830.SZ,X600299.SH,X600027.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.00542042268770981,0,0,0,0,0.0319492294481086,0,0,0.0741982548669522,0.0477645895819436,0.126550354784737,0,0,0,0,0.0275311102184352,0,0,0,0,0,0,0,-0.0134040873309764,0.0356863816405295,0,0,0.0994629345077339,0.0826129070840902,0,0,0,-0.00995123816906689,0,0,0,0,0,0,-0.0173011006995196,0,0,0,0,0,0,-0.00371812796415371,0,0
X600028.SH,0,0,0.0497431854211181,0,0,0,0,0,0,0.00664632830295442,0,0,0,0,0,0,0,0,0.0428704291036773,0.0158527585651936,0.0837460484127494,0,0,0,0,0,0.00393940057016244,0,0,0,0,0,0,0.0503382759365385,0,0.00366867852069559,0.0752881660393543,0,0,0,0,0,0.0530124144118555,-0.109056160367738,0,0,0.107059963982016,0,0,0,0,0.101741965627123,0,0,0,0,-0.0250689068155424,0,0
X601088.SH,0,0,0,0.00232386900628985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156784811648223,0,0.167072632117593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192761576387488,0,0,0.00723337781005111,0,0,0,0,0,0,0,0,0,0.0308520683407851,0,0,0,0,0.00147383036823337,0,0
X600309.SH,0,0,0,0,0,0,6.93889390390723e-18,0.0473722946007741,0,0,0,0,0,0,0,0,0.216651065126745,0.0746384372246403,0,0,0.197635318497146,0,0,0,0,-0.131818340101794,0,0,0,0,0,0,0.0990498327837668,0,0.0385334660992596,0,0,0,0,0,0,0.0254583242061808,0.0245012707854058,0,0.11542621286768,0,0.167281915019223,0,-0.0541791158687039,0.0698353535521025,0,0,0,0,0,0,-0.00771838340080942,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0345425424774152,0,0,0,0,0,0,0,0,0,0,0.00172518972468009,0.0167128778503093,0,0,1.73472347597681e-18,0,0,0,0,0.00517979158445393,0.0618094647616385,0,0,0.125410235926794,0.0105331631088182,-0.0330499308437504,0,0,0,0,0,0,0,0,0,0.0138333571206137,0,0.080308866664861,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.110387560666281,0,0,0,0,0,0,0,0,0.0498076328277768,0,0,1.73472347597681e-18,0,0,0,0,0.0400095994327583,0,0,0.0381742252950003,0,0,0,0,0,0,0.0800161293750612,0.244893650249474,0.123095133504714,0.0683796161079185,0,0,0,0,0,0,0,-0.020691288265474,0,0.00103644381623857,0,0,0,0,0,-0.032009172154807,0,0,0,0.0162108117970754,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.12604484212094,0,0,0,0,0,0.0172635148981586,0.658573071543287,0,0.147927404831496,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0401177967104043,0,-0.0720895762405197,0,0,0,0,0,0,0,0,0,0,0.0327663352787271,0,0,0,0,0,0,0.0944949268784357,0,-0.0197981985780702,0,0,0,0,0,0,0,0.00842804130821751,0,0
X002271.SZ,0,0,0,0,0,0,0.139880122206489,0,0,0,0,0,0,0,0,0.0376068010834732,0,0,0,0,0,0,0,0,0,0,0,0,0.150256896218135,0,0,0,0,0,0,0.0181289185770526,0,0,0,0,0,0,0.0915472368321942,0,0,0,0.00551238740918679,0,0,-0.0347359221559981,0,-0.0857094384121648,1.73472347597681e-18,0,0,0,0.00284903017081397,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.10435759397931,0,0,0,0.0885110353352626,0.16718136231483,0.159655222984475,0,0,0,0,0,0,0.0513583243637669,0,0,-0.0701461296049508,0,0,0,0,0,0,0,0,0,0,0,0,0.150110451846113,0,0,0,0,0,0,-0.140308216982608,0,0,0.124158353200505,0,0,-0.0606582489462864,0,0,0,-0.0279959233095475,0,0
X000708.SZ,0,0,0,0.0754114650416699,0,0,0,0,0,0,0,0,0,0,0.000656979184906844,0.00551269084103563,0,0,0,0,0,0,0,0.141671016422209,0,0,0,0,0,0,0,0,0,0.0949297649232402,0,0,0.179578229891721,0,0.0449341724587106,0,0,0,0.151415360894499,0,0,0,0,0.13148836131245,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.180916952094745,0,0,0,0,0,0,0,0,0,0.121481936038114,0.317447797406236,0,0,0,0,0,0,-0.0474772323019719,0,-0.061422126556256,0,0,0,0,0,0,0.281196380768033,0,0,0,0,0,0,0.0443078891989129,0,0.265053279651943,0.15363491798865,0,0,0,0,0,0,0,0,0,0,0.00994845098771898,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0304025855149184,0,0,0,0,0,0,0.072617870136634,0,0,0,0,0,0,0,0,0.106845508919591,0,0.0516409685629257,0,0,0.194413501587874,0,0,0.0907530667101139,0,0,0,0,0,0,0,0,0,0,0.0653667543349632,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.00992610459803588,0,0,0,0,0,0,0,0,0,-0.131111476773126,0.116494627668761,0,0,0,0,0,0,0,0,0,-0.0536068298958836,0,-0.01641834262857,0,0,0,0,0,0,0.0802374464123388,0.0748042191368537,0.406100831509603,0,0,0,0,0,0.132325765184836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.00578266488882805,0,0,0,0,0.11322525214136,0,0,0,0,0.130976339785111,0,0,0.543272690310472,0,0,0,0,-0.117312273587732,0,0,0,0,0,0,0,0,0,0,0,0,0.103971867426852,0,0,0,0,0,0,0,-0.0649178592309698,0,0.0572567444847331,0,0,0,0,0.0156258233007363,0,0
X600362.SH,0,0,0,0,0,0,0,0.20181568313288,0,0,0,0,0.0278139944297861,0,0,0,0,0,0,0.126814434673217,0,0,-0.131476234228461,0,0,0,-0.0831692839997777,0,0,0,0,0,0,0.0889272571427871,0,0.271832929264454,0,0,0.164196640458972,0,0,0,-0.0125801324892541,0.183368753635252,0,0.109531918997042,0,0,0,0,0,-0.0220937446848026,0,0,0,0,-0.0218805310797953,0,0
X002466.SZ,0,0,0,0,0,0,0.488506868136953,0,0.0470849418378134,0,0,0,0,0.19593417756473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146866712120903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108025666496552,0,0,-0.0121779794468908,0,0,0,0,0,0
X000786.SZ,0,0,0,0.410687455880141,0,0.168200357393839,0,0,0.0985336340403637,0,0,0,0.0506955965420006,0,0,0,0,0,0,0,-0.176137029813271,0,0,0,0,0,0,0,0,0,0,0,0,0.107533473593362,0,0,6.93889390390723e-18,0,-0.244397046474667,0,0,0.0400189045743866,0,0,0,0,0,0,0,0,0,0,-0.0875605041812814,0,0,0,-0.00520327441739455,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.00568791333351115,0,0,0,0.140784881331823,0,0,0,0.277691853039486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604599055417707,0.0513199945074815,0,0,0,0,0.113636902805927,0,0.049519402461475,0,0,0,0,0,0,0,0,0,-0.10571392345624,0,0,0,0,-0.041199008691848,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0348345658186442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400274284886385,0,0,0.318573305051058,0,0,0,0.0844332106684985,0,0,0.0489583559324282,0,0,0,0,0.1015325662732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104221574599611,0,0
