,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X600010.SH,X601898.SH,X000792.SZ,X601600.SH,X600362.SH,X600688.SH,X600188.SH,X000786.SZ,X600352.SH,X601991.SH,X600489.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600299.SH,X600176.SH,X002075.SZ,X000401.SZ,X600426.SH,X000723.SZ,X002466.SZ,X600529.SH,X600126.SH,X600486.SH,X002353.SZ,X601158.SH,X000932.SZ,X600219.SH,X000898.SZ,X600315.SH,X600516.SH,X600612.SH,X000883.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.234671635733447,0,0,0,3.46944695195361e-18,0,0,0.0720546295932614,0,0,0,0,0.018695801022085,0,0,0,0,0,0,0,0.024016156734932,0,0,0,0,0,0,0,0,0.123464508365409,0.0545218359847621,0,0,0,0.0264152434686682,0,4.33680868994202e-19,0.0431231233405676,0,0,0,0,0,0,0,0,0,0.0116560816530991,0,0.0146717542007758,-0.00135977825555724,0.00709660124440519,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0930061079323481,0,0,0,0.181917036507564,0.039543775030411,0,-0.0228465526855869,0,0,0,0,0,0,0,0,0,0,0,0,0.121560101863107,0,0,0,0,0.0202344435005832,0,-0.032950862345031,0,0,0,0.0142233960866096,0,0,0,0.0803821261664059,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0182286573256864,0,0,0.00589662892609282,0.00550446919155973,0,0,0,0,0,0
X600585.SH,0,0,0,0.0399396993097061,0.0470617853983461,0,0,0,0,0,0,0.505547153894149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418036254325669,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0429668062448067,0,0,0,0,0,0,0.00869161936726769,0.00325821589330008,0,0,0,0,0,0
X601088.SH,0,0,0.208061202434865,0,0,0,0,0,0,0,-0.0693659730796942,0,0,0,0,0,0,0,0.00172509165185285,0,0,0,0,0,0,0,0,0.147171228598673,-0.010594802346744,0,0,-0.181678920971174,0,0,0,0.0405380492710826,0.0468076399643072,-0.0269649042633869,0,0,0,0,0,0,0,0,0.124611463894925,0,0,0,0,0,0.0225541813963425,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879525464874791,0.0464263466091159,0,0,0.00893835717653624,0.065690696003232,0.0791403227992337,0.0354857753586466,0,0,0.138381858006776,0,0,0,0,0,0,0,0,0,0,0,0.0233180718601357,0.0147189243746589,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591917214301505,0,0.0483080846337733,0,0,0.506171331197355,0,0,0,0,0,0,0,0,0,0,0.0384949798464678,0,0.0069999402347935,0,-0.0383572892918324,0,0,0,0,0,0,0.1569861298518,0,0.0449264826618583,0,0.00523866983581902,0.0314648183479901,0.030579320891542,0,0,0,0,0,0
X600019.SH,0,0,0,0.137403933185365,0,0,0,0,0,0,0,0,0,0.122197318119408,0,0,0,0,0,0.0774551944347096,0,0.139789784365836,0,0,0,0,0,0,0.0420753444315786,0,0.11491458619158,-0.0121186428470168,0,0,0,0,0.0525752395884942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021810768305236,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.192804484384694,0,0,0.0911667455567609,0,0,0.30130584628125,0,0,0,0,0,0,0,0.116025590663969,0,0,0,-0.288360689889932,0,0.301277898194181,0.0197392193500399,0,0,0,0.0117404606390705,0,0.0325676958369073,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109069280086655,-0.000916301210252602,-0.0437138584563228,0,0,0,0,0,0
X600011.SH,0,0,0,0.264113863317891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139154424535598,0,0,0,0,0,0,0.302049397089511,0,0,0.150947658984022,0,0,0,0,0,-0.078599478500525,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0529445613178591,0,0.152688234929915,0,0.0892224766356769,0,0,0,0.0174621835523688,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183268727795393,0,0,0,0,0,0,0,0.00872221253086182,0,0,0,0,0,0,0,0,0,0.0392023171069946,0,0,0,0.182164339584154,0.365199795593545,0,0,0.171964625033421,0,0,0,0,0.00646336267669753,0,0,0,0,0,0.0706209180946026,-0.00724604478787542,0,0,0,0,0,0,0
