,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600010.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X600688.SH,X600583.SH,X601992.SH,X000898.SZ,X601158.SH,X600352.SH,X000709.SZ,X000792.SZ,X600489.SH,X000883.SZ,X002353.SZ,X000539.SZ,X600547.SH,X000831.SZ,X000630.SZ,X000629.SZ,X000825.SZ,X000027.SZ,X600808.SH,X600549.SH,X600660.SH,X600578.SH,X601699.SH,X000983.SZ,X600008.SH,X600315.SH,X600307.SH,X600863.SH,X000937.SZ,X600348.SH,X600098.SH,X002470.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.606967680098787,0.0634587205514757,0,0,0,0,0,0,0,0,0.0254601137342829,0,0,0,0,0,0,0,0.0935323811278949,0,0,-0.114473537348297,0,0,0,0,0,0,0,0,0.0232156050322952,0,0,0,0,0,0,0,0,0,0,0,-0.00670393917953429,0,0.0536983721683114,0,0,0,0,0,-0.0318851509346193,0,0,0,0,0,0,0
X600028.SH,0.469447479823069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344476186792708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141051104593182,0,0,0,0,0,0,0,-0.00834893393614683,0,0,0,0,0,0,-0.0418385047712263,-0.0163519903875541,0,0,0,0,0,0
X601088.SH,0.00880749254517129,0.0645446243157912,0,0,0,0.0738356180617672,0.0580951210593261,0,0,0,0.0258182702152223,0.142168010184512,0,0,0,0,0,0,0,0.0523958284045692,0,-0.0131234025157525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00919598574767392,0.357248503621201,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.00318980715281677,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.11642752084726,0,0,0,0,0.331329652372205,0.0648830187321242,0,0,0,0.134433262561564,0,0.0325490838896094,0,0,0,0,0,0,0,0,-0.11640623804508,0,0,0,0,0.0141151139810462,0,0,0.069190127409911,0,0,0,0,0,0,0,0,0,0,0.139885002465605,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0868348663463396,0,0,0,0,0,0,0,0,-0.0303525309053764,0.206879995644556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488717203261346,0,0,0,0.0816056404058357,-0.0604898526310074,0,0,0,0,0,0,0,0.0745180226212882,0,-0.0575258283157839,-0.0129222102089249,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0389608616636982,0,0.173801761413376,0,0,0,0,0,0,0,0.200122451601599,0,-0.0608343936841675,0.311699493991825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00359368581638821,-0.0230383414726834,0,0,-0.0732133239891228,-0.0188134069715283,-0.021220075494672,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0984502285970607,0,0.0997529932999313,0,0.0460592643716327,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0518855052120897,0,0.144943240789706,0,-0.0133138304609625,0,0,0,0,0,0.495305875184213,0,0,0,0,0,0,0,0,0,0,0,-0.00786765132124216,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.105202510967025,0.12027128977787,0,0,0,0,0,0,0,0.137924533136375,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.073753119383386,0,-3.46944695195361e-18,0,0,0,0.12968626399002,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00589179757774036,-0.0485639971551063,0,0,0,0,0,0
X600795.SH,0,0.103696102063709,0,0,0,0,0,0,0,0.0478936012487524,0.276618355436973,0,0,0,0,0.00655343681736815,0,0,0,0,0,0,0,0.130159151718805,0,0.0692602564644746,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146426141354144,-0.0308337043431428,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.183838934085292,0.164997252638552,0.127623706171902,0,0,0,0,0,0,0,0,0,0,0,0.195285684331404,0,0,0,0,0.0395050262424034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508407639611964,-0.0248712030461953,0,0,0,0,0,0
X600886.SH,0,0,0.0311928598967164,0.420874137883505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870378433351302,0,0,0,0,0,-0.106122231171524,0.020181143107572,0,0,0,0,0.075930276564737,0,0,0,0,0,0,0,0,0.147358903001919,0,0,0,0,0,0,-0.0410217119872982,-0.00459919228623394,0,0,0,0,0,0
