,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X002460.SZ,X600111.SH,X600362.SH,X002466.SZ,X600489.SH,X000708.SZ,X600803.SH,X000301.SZ,X600160.SH,X600027.SH,X601991.SH,X000786.SZ,X600219.SH,X000807.SZ,X600426.SH,X000983.SZ,X000408.SZ,X002128.SZ,X601699.SH,X000877.SZ,X600176.SH,X000630.SZ,X601168.SH,X600985.SH,X600096.SH,X000933.SZ,X002353.SZ,X600157.SH,X600378.SH,X600995.SH,X002271.SZ,X600352.SH,X000831.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.663692302138505,0,0.0277506962661116,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0583917740864313,0,0,0,0.396822195485938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0948945990820776,0,0,0,0,0,0,0,-0.0234678757010835,0,0,0,-0.0437756319777597,0,0
X601088.SH,0.030628162692887,0,0,0,0.31089237267589,0,0,0.00152348529374694,0,0.0338794809655894,0,0,0,0,0,0,-0.0331671728216899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901587803992506,0,0,0,0,0,0,0,0,0.0995591031600807,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250207663539732,-0.0402936468515748,0,0,-0.038142624006189,0,0
X600028.SH,0.613754067859161,0,0,0,0.161377813391623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00423809077567365,0,0.0258179026534672,0,0.0136424853274351,0,0,0.149715019162038,0,0,0,0,0,-0.0379356253291691,-0.036168838453899,0,0,0,0,0,0,0,0,0,0,-0.0610381163765631,0,0,0,0,0,0,-0.0309105859029205,0,0,0,0,-0.0158910096324089,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481862311906935,0,0,0,0,0.27938992069223,0.0701592254282497,0,0,0,0,0,0,0,0.0891696291597456,0,0,0,0,0.0962544598458937,0.0725423323872628,0.0655363850546472,0,0,0,0,0,0,0,0,0.00966715954917703,0,0.0927194990181355,0,0,-0.0435752459562191,0,0,0,0,0,0,0
X601898.SH,0.215696762131018,0,0,0,0,-8.67361737988404e-19,0,0.152822620960329,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0558875395871645,0.0556355912452847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600650444299378,0,-0.0267231262576883,0,0
X600188.SH,0,0,0,0,0.159800476654704,0,0,0,0,0,0,0.0190054105178607,0,-0.174157746662074,-0.023171869525963,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.151649400344478,0,0,0,0,0,0.120958580103351,0,0,0.392109183231824,0,0,0,0,0.0299845566450625,0,0,0,0,0.211513146418158,0.129872257986404,0.0736156601386458,0,0,0,0,0,0,0.102741015652757,0,0,-0.0604182738833666,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223879783051505,0,0,0.0138154054968022,-0.114781821262868,0,0.0919897884110788,0.194308160000328,-0.0414425722646024,0,0,0.0588561866935311,0,0,0,0,-0.153650999527395,0.0417807823799281,0,0,0,0,0,0,-0.248667124461005,0,0,0,0,-0.0220440189274584,0,0,0,0,-0.158050262985207,3.46944695195361e-18,0,0,0,0,0,0
X600019.SH,0.25263424581367,0,0,0,0,0,0,0,0,0.199562919802137,0,0,0,0,0,0,0,0,0,0,0,0.0704847736513229,0,0.0803905151790879,0,0,0,0,0,0,0,0,0,0,0.101700424081108,0.0726187678533373,0,0,0,0,0,1.73472347597681e-18,0,0.0393726921789061,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237293435731232,0,0
X600585.SH,0,0,0,0,0.155870534546395,0,0,0,0,0,0,0,0,0.111378381817369,0,0,0,0,0,0,0,0.0336970884320944,0,0.00816978373856733,0,0,0.148554134184097,0,0,0,0,0,0,0,0,0.260867615522309,0,0,0,0.0527109887334666,0,0,0,0,0,0.0172742101181356,0,0,0,0,0,0,0,0,0,0,-0.0361823531117988,0,0
X601600.SH,0,0.0394391355790197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.545790442087995,0,0,0,0,0,0,0,0,0,0.512375117310699,0.0140540973702587,0,0,0.0444762637657488,0,0,-0.105005304392657,0,0,0,0,0,0.176721272613813,0,0,0,0,-0.0977190042357791,0,0,0,0,0,-0.0891753768243323,0,0,0,0,0,0
