,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X002466.SZ,X600516.SH,X600111.SH,X000709.SZ,X600352.SH,X002460.SZ,X000629.SZ,X600489.SH,X600299.SH,X000786.SZ,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X002271.SZ,X000883.SZ,X600583.SH,X600157.SH,X002110.SZ,X002470.SZ,X600339.SH,X600021.SH,X601699.SH,X000408.SZ,X000630.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0803071296974973,0,0,0,0.0351303525368017,0,0,0,0,0,0,0,0.0264172262379316,0,0,0,0,0.00410763113927771,0,0,0,0.0134205584073533,0,0,0,0,0,-0.0684002585543522,0,0,0.0429781213794678,0,0,0,0,0,0,0,0,0,0.0303977012641009,0,0,0.181247123279628,0,0.0712271936840125,0,0,-3.46944695195361e-18,0,0.00267928000417313,0.0102782746789411,0,0,0,0,-0.00589658799608011,0
X600028.SH,0,0,0,0,-0.0880869697637755,0,0,0,0,0,0.167566830635846,0,0,0,0,0,0,0,0,-0.0643573745135844,0,0,0.0461359893763396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194996277410662,0,0,-0.0842677945883682,0,0.0976232562494885,0.221972580547109,0,0,0,0,0,0,0.0322411140446467,0.0801609649329109,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.23251739435434,0,-0.0203435329357848,0,0,0,0,0,0,0,0,-0.0261321004561002,0,0,0,0,0.0424937089280095,0,0,0,0,0,-0.032811442718566,0,-0.0426988541882847,0,0.0859826250495961,0,0,0,0,0,0,0.100611867087995,0,0,0,0,0,0,0.13165995250446,0,0,0,0,0,0.0187637201631062,0.00154028893744197,0,0,0,0.0424529446782543,0,0
X600585.SH,0,0,0,0,0.0110232607197537,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821969761074468,0,0,0,0,0,0,0,0,0,-0.0836064272923911,0,0.0415924724241596,0.0641617949604667,0.235968349669372,0,0.487464588303908,0,0,0,0,0,0,0.0305936409795397,0,-0.013681392034834,0,0,0,0,0,0,0,-0.00996988152826874,0.00810224428001189,0,0,0,0.0917574402828485,0,0
X600019.SH,0,0,0.0821728652719058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267298325117915,0,0.0934909682734106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328855032681817,0.134964981801509,0,0,8.67361737988404e-19,0,0,0,0.0306819493721868,0,0.000816764393233137,0.0256813137534155,0,0,0,0.032301673589239,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613014605417133,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.407458902915029,0,0.140858594047509,0,0,0,0.0174685852407124,0,0,0,0.200236767445838,0,0.0388416898847654,0,0,0,0,0,0,0,0.0318022723297794,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477320140755838,0,0,0.606095793037787,0,0.0102303597374424,0,0,-0.199741836131737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506597721347969,0,0.0351807284847859,-0.100216752298703,0,0,0,0,0,0,0,0,0,0,0,-0.0170253560001641,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291022188708201,0,0,0,0,0,0,0,0,0,0.178865180036202,0.750978490155867,0,-0.05179201559143,0,0,-0.0813250163084246,0,0,0.134145393443762,0,0,0,0,0,0,0,0.12748452644685,0,0.00452671370782122,0,0,0,-0.00572029600361482,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327516103066912,0,0.117583635451256,0,-0.147837311545479,0.0665643903782364,0,0,0,0,0,0,0,0,0,0,0.086808891073879,0.0193424563461695,0,0,0.14834635187111,0,0,0,0.0662529645156789,0,0.167144515900459,0,0,0,0,0,0,0.00306364470539356,0.00116126603815419,0,0,0,0.00759932240170683,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136851481501585,0,0,0.0988522050304356,0,0,0.0227017830458652,0.0101617647701129,0,0,0,0,0,0,0,0,0,0,0,0.0762347932149648,0,0,0,0.0760986407840697,0,0,0,0,0,0,-0.0140982541883799,0.037262426290817,0,0,0,0.053227923959643,0,0
