,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X601600.SH,X600547.SH,X002466.SZ,X000792.SZ,X600795.SH,X002460.SZ,X601699.SH,X000708.SZ,X600010.SH,X000301.SZ,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X601991.SH,X000786.SZ,X600985.SH,X000408.SZ,X002271.SZ,X000933.SZ,X000630.SZ,X000807.SZ,X600176.SH,X601168.SH,X000932.SZ,X002128.SZ,X600348.SH,X600219.SH,X600612.SH,X600096.SH,X600995.SH,X601666.SH,X000027.SZ,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.185167106526178,0,0.217664678557315,0,0,0,0.208377500261311,0,0,0,0.0441155158074871,0,-0.0526634432336953,-0.287214946081591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153774885252456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019805466901342,0,0,0.0114284627165718,0.0694392225740695,0.0327216177280023,0,0,0,0
X601088.SH,0,0,0,0,0.291856297105115,0.161701518689566,0,0.0533618782957553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790492972296682,-0.0874895770776769,0,0,0,0,0,0,0,0,-0.0345227611999279,0.0140379201638321,0,0,0,0,0,0,-0.00977035094861504,0.16514179710561,0,0.00562044295852013,0,-0.0033723753506885,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.147423265845799,0,0,0,-0.113598994196126,0,0,0.147790953087097,-0.016603819513575,0,0,0,0,0,0,0,0,0,0,0.042667532611058,0,0.0535460367595928,-0.176867250224296,0,0,0,0,0,-0.0298479059376873,0,0,0,0,0,0,0.270212628169898,0,0,0,0,0,0,0,0,0,0,-0.0314061448049813,0.0278589450583098,0,0,0,0,0,0
X600309.SH,0.234825699160601,0,0,0,0,0,0,0,0,0,0,0,0,0.0838089732377497,0,0,0,0,0,0,0.158922601949557,0,0,0,0,0,0.239980669132585,0,0.138552942736767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725320170887053,0,0.0257627533304996,-0.0390646362230284,0,0,0,0,0,0
X600188.SH,0,0.0363787926016609,0,0,0,0.179422996729818,0,0,0,0,0,0,0,0,0,0,-0.0645286908715837,0,0,0,0,0,0,0.18747911565776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121880017827782,0,0.0775611326530238,0.272816906571052,0,0,0,0,0,0,0,0,0.00523631281988787,0,0,0,0,0,0,0
X601898.SH,0.00249645512502364,0.0919892981678359,0.0467679623897173,0,0.276885609985717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147657851927192,0.358680578035313,0,0,0,0,0,0,0.0853344863135561,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16510749382681,0,0,0,0,0,-0.00760987404250573,-0.0119572868828033,0.0274455964776755,0,0,0,0,0
X600019.SH,0,0,0,0,0.115609916259726,0,0,0.0022970727339315,0,0,0,0.0062579496891722,0,0,0,0,0.0285148221350302,0.108252125632238,0.0660853215474725,0,0,0,0,0,0.0838111446502493,0,0,0,0,0,0,0,0,0,-0.0887835136553698,0,0,0,0,0.134581787018062,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00513339551906346,0.0149260625649985,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.22692693136709,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.335144058194107,-0.00161540577899474,0,0,0,0,0.1667723919581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00714579708593882,0,0.0302767861122941,0,0.0270422429598873,0,-0.000496803569394318,0.0573375826774992,0,0,0,0,0
X600585.SH,0.0739603989148822,0,0,0.0114584972872015,0,0,0,0,0,0,0,0.306709665071472,0,0,0,0,0,-0.0467422439098462,0,0,0,0,0,0,0,0,0.0253461028521004,0,0,0,0,0,0,0,0.0854590830124791,0.0170705158767284,0,0,0,0,0,0,0,0,0,0,0,-0.0168939408915434,0,0,0,0,0.00481698479996063,-0.0986690908523313,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.032214376189061,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0267421591445449,0,0,0,0.0211494604990601,0,0,-0.00545976345023657,0,0,-0.226021396007308,0,0.167773289062288,0,0,0,0,0,0,0,-0.0292546168307739,0,0.142193628661127,0,0,0,0,0.0112032484635689,0,0,0.182983153079511,0,0,0,0
