,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600795.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X601992.SH,X600688.SH,X600309.SH,X000898.SZ,X601158.SH,X000709.SZ,X600583.SH,X000792.SZ,X000883.SZ,X000539.SZ,X002353.SZ,X000027.SZ,X600489.SH,X000629.SZ,X000825.SZ,X000630.SZ,X600547.SH,X600808.SH,X600578.SH,X600307.SH,X600352.SH,X600549.SH,X000959.SZ,X601699.SH,X600008.SH,X600098.SH,X600660.SH,X000831.SZ,X000983.SZ,X600315.SH,X000937.SZ,X002470.SZ,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.625837788221395,0,0,0,0,0,0,0,0,0,0.0632981254561405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473606007188949,0,0,0,0,0,0,0.039499883520474,0,0,0,0,0,0.0730064402608186,0,0,-0.0456815734835605,0,-0.0472890919059336,0,0,-0.01208538284057,0,-0.00240233468836187,0,0
X600028.SH,0.605640829238504,0,0,0,0,0,0,-0.0304330504137904,0,-0.0290806187261393,0,0,-0.0918822500562259,0,0,0,0,0.327502693442708,0,0,0,0,0,0,-0.0513381847552684,0,0.105756391372217,0,0,0,0,0.0444900649973182,0,0.0473432124899977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051534120105403,0,-0.0182337769739761,0,0,0,0,-0.0544365823820325,0,0
X601088.SH,0,0.085478234354103,0,0,0,0,0.155258969661331,0,0,0,0,0.148576365372888,0,0,0,0,0.0906744194729524,0,0,0,0,0,0,0,0,0,0.0228257288318735,0,0.012281887331954,0,0,0,0,0,0.012619183912367,0,0,0,0,0,0.0295918782922384,0,0,0.0825650141845534,0.109904516053927,0,0.018090260352927,0,0,0,0,-0.015812063401244,0.00383291898762484,0,0,0,0,0,0
X600011.SH,0.0173104882945603,0,0,0,0.189073416795054,0,0,0,0,0,0,0.000636186330545296,0.0252400012149015,0,0,0.280149409457187,0,0.180518758896297,0,0,0,0,0,0,-0.0967528186260221,0,0,0,0,0,-0.0534208899114349,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-8.67361737988404e-19,0,0,0.10041557642274,0.0300936238854177,0,0,0,0,0,0,0.0153594412163827,-0.0348735759673314,0,0,0,0,0,0
X600019.SH,0,0,0,0.0854314770402166,0,0,0,0,0,0,0,0.0590710841006002,0.0442666746207343,0,0,0.0526374840163369,0,0,0,0.25831386039431,0,0.158430079382619,0,0,0,0,0,0.0758051414879324,0,0.0623584768175444,0,0,0,0,0,0.100740563266266,0,0,0.104741021651834,0,0,0,0,0,0,0,0,-0.109235141368708,0,0,0,0,0.0112133912522879,0,0,0,0,0,0
X600585.SH,0,0,0.0295965106849426,0,0,0,0,0.124178161731397,0,0.100000749915694,0,0,0,0.0877584387058042,0,0,0,0,0,0,-0.0648130560996114,0,0,0,0,0,0.0043076657382045,0,0,0,-0.0251186945642709,0,0,0,0,0,0,0,0,0,0,0,0.0864289659689653,0.0415215107336076,0.0665814710774569,0,0,0,0,0,0,-0.0494798805546927,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.336097614977024,0,0,0.0920845405245487,0,0,0,0,0.132216097533892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781208630790037,0,0,0,0.0219849966614904,0.141711263584546,0,0,0,0,0,0,-0.0215144030252365,-0.0288069946557868,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0254243096983033,0.0125647416743187,0,0,0,0,0,0,0,0.0223406816497966,0,0,0,0,0.121892236782699,0,0,0,0,0.139599551257822,0,0,0,0,0.0237271668425991,0,0,0.0237092129212374,0,0,0,0,0,0,0,0,0.0086034005919342,-0.027886763315841,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0286452539856636,0,0.0230454082219153,0,0.370950988706902,0,0,0,0,0,0.136154763592006,0,0,0,0,-0.0166484680759556,0,0,0,0,0.18071040340253,0,0,0,0,0,0,0,0,0.0161678386021389,0.0947415244002703,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0139404972113954,0,0.0149691919066926,-1.0842021724855e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0858620364553152,0,0,0,0,0,0,0,0,0,0,0.346521871115219,0,0,0,0.145903369279694,0,0.241673652951417,0,0.197601750332563,-0.0480710902539292,0,0,0,0,0,0,0.142530065922723,0,0,0,1.73472347597681e-18,0.256884886864871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852230813328763,0,0,0,0,0.195786701575062,0,0
