,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X600027.SH,X600803.SH,X601699.SH,X000983.SZ,X601991.SH,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X000408.SZ,X600219.SH,X600160.SH,X300037.SZ,X000539.SZ,X000629.SZ,X600096.SH,X600688.SH,X002080.SZ,X600985.SH,X600348.SH,X000933.SZ,X000932.SZ,X000723.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.568858823155461,0,0,0.023720357097307,0,0,0,0,0,0,0,0,0,0,0,-0.0269541892839247,0,0,0,0,0,0,0,0,0.0464025904709795,0,0,0,0,0,0,0.132643682446163,0,0,0,0,0,0,0.0102538203948555,0,0,0,0.114530364304672,0,0,0,0,0,0,0,0.105307638114743,1.73472347597681e-18,0.183407871880584,-0.223501867169971,0,0,0,0
X600028.SH,0.710213850410831,0,0,0,-0.101860238602869,0,0,0,0,-0.0860027989322642,0.0846347979432511,0,0.0514981206328287,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0192459047931697,0,0,0,0,0.0830581715833146,-0.0421876320941187,0,0.0156707959255072,-0.0875795768259968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251693420907933,-0.032152663907218,0,0,0,0,0,0
X601088.SH,0,0.123841853147923,0,0,-0.21360904654751,0,0,0,0,0,0.290592763455829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332747903017515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309545319365815,0,0,0.226894647693958,0.104836779730396,0,0,0,-0.0155905454634535,-0.00300001754654045,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.121300879954332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070648946641108,0,0,0,0.237486583335167,0,0,0,0,0,0,0,0.154842282432978,0,0,-0.000718077201157926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380186455601678,0.0358082983438879,0,0,0,0,0,0
X600188.SH,0.0595684482586408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158818334589801,0,0,0,0,0,0.11107275154262,0,0,0.0212680484442283,0.0604046024231738,0,0,0,0,0,0,-0.00891987947934714,0,0,0,0,0.0770999252518312,0,0.218091414762297,0,0,0,0,-0.0756545967421901,0,0,0,0,0,0,0
X600011.SH,0,-0.111457343803664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967770201016647,-0.0381073792012651,0,-0.0318518032686827,0.692066495002138,0,0,-0.0116484257209349,0.141048085022911,0,0,0,0,0,-0.227778351593648,0,0,0,-0.265054598978008,0,0,0,0.127086358996753,0,0,0,0,0,0,0,-0.0429663258144968,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0854438269430747,-0.0185603492838343,-0.0173387179272698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393249736407467,0,0.0677185215337899,0,0,0,0,0,0.019615819518149,0,0.131651181301094,0,0,0,0,-0.0173470976628509,0,-0.0304998940255207,0.0447279888927303,0.0231875830014216,0,0,0,-0.0674803298951959,0,0,0.0775608353877584,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0954507701380315,0,0,0.0431967537625258,0,0,0,0,0,0,0,0,0.0162121617011839,0,0,0,0,0,0,0,0,0.0795623040966256,0,0,0,0,0,0,0,0.095101522637479,0.0538773428964995,0,0,0,0,0,0.0297466561279905,-0.0888501910854497,0,0,0,0.0949416725328625,0,0,0,0,0,0,0,0,0.150279045660411,-0.0242004420951469,0,0,0,0,0,0
X002460.SZ,-0.0312904525045644,0,0,0,0,-0.00330362859810957,0,-0.0319358497968816,0,0.557291221160391,0,0,0,0,-0.0411903128132783,0,0,0,0,0,0.194443941260023,0,0,0,0,0,0,-0.00255749885594262,0,0,0,-0.0665176464799789,0,-0.0186148540149827,0,0.120806227097504,0,0.0856659045667991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,-0.126073259063909,0,-0.00980681783123995,0,0,0,0,0.365705740625491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20417791915348,0,0,0,0,0,0,0,0,-0.0104275878671799,0,-0.156681621179071,0,0,0,1.73472347597681e-18,0.0428064419500216,0.099151173893213,0,-6.93889390390723e-18,0,0.0667258115887384,0,0,0.0873103468662987,0,0.305229190150963,0,0,-0.00485037971011425,0.00933369829963938,0,0.443745447758002,0,0,0,0
X601898.SH,0,0.294715209142567,0.096416551429545,0,0.142158530908025,0,0,0,0.209014650719469,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.305680145276778,0,0,-0.127871470180871,0.089414731036756,0,0,0,0,0.04282150810438,0,0,0,0,-0.0692715992894253,0.017465760403734,-0.160571768437563,0,0,0,0,0,0,0,0,0,0.0917530415611328,0.0533255454905695,-0.0138977965616759,0,0,0,0,0,0
