,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X600309.SH,X601991.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X601158.SH,X000709.SZ,X600299.SH,X000959.SZ,X002466.SZ,X600583.SH,X000792.SZ,X000630.SZ,X000408.SZ,X600098.SH,X600352.SH,X000883.SZ,X600219.SH,X000983.SZ,X000539.SZ,X000027.SZ,X600021.SH,X000723.SZ,X000825.SZ,X002092.SZ,X600623.SH,X601699.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.287015723901449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670348287548201,0,0,0,0.0190338976323677,0.120835445920273,0,0,0,0,0.0483302783616728,0,0,0,0,0,0.0288770260068519,0,0,0,0,0,0,0,0,0,-0.0213749101926352,0.0193410710909659,0,0,0,0,-0.00531188468997345,0,0,0,0,0,0
X600028.SH,0.585266177065519,0,0,0,0,0.0274167224675464,0,0,0,0,0,0,0,0.00905763135495766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736478547745597,0.0419364414205001,-0.0349498531257616,0,0,0,0,-0.0323661504264926,-0.00581168048579004,0.00873774659715979,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.157476657949543,0,0,0,0,0,0.00247232540188223,0,0,0,0,0,0,0,0,-0.0310617292429603,0.104296535927992,0,0,0.164625417632348,0,0.0314060567666119,0,0.040929697150424,0,0,0,-0.058945647526464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128848157865271,0,-0.0382078159897492,-0.0145181901195782,0.00573879379995215,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.229105933148879,0,-0.05564875256684,-0.0246453360494115,0,-0.0584378735927492,0,0,0,-0.0239561784091354,0,0,0,-0.12964077057191,0,0,0,0.235832187661445,0,-0.0874503383622842,0,0,0,0,0,0,0,0,0,-0.114030109829212,0,0,0,-3.46944695195361e-18,0,0,0.0750920085189749,0,0,0,-0.034202113638979,0,0,0,-0.00722663571723086,-0.000643492492704114,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0727033490359737,0,0,0,0,0,0,0.255136465710141,0,0,-0.108231310081306,0,0,0,0,0,0,0,-0.0523336855071976,0,0,0,0,0,0,0,0,0,0,0,0,0.0122761190211622,0,0,0,0,0,0,0,0,0.0998486792496312,0,0,0,0,-0.00888011957514588,0.00400393198437192,0,0,0,0,0,0
X600585.SH,0,0.306552384126054,0,0,0,0,0,0,0.168930805726927,0,0,0,0,0,0,0,0.0522685069167595,0,0,0,0,0,0,0.10281256463916,0,0,0,0,0,0,0.00854231114191248,0,0,0.129504837245124,-0.546257605217914,0,0,0,0,0,0,0,0,0,0.0554092326918285,0,0,0,0,-0.0870878563373123,-0.00946469485131589,0.00290865690646323,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0580504088111934,0,0,0,0,0,0.0736548723133764,0,0,0.0836237265803259,0,0,0.0410992191107224,0,0,0.286022819600339,0,0,0,0,0,0.00232237445099129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718432874045683,0.020381521211524,0,0,-0.013991292681888,-0.00129343708808044,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0983724399506531,0,0,0,0,0.00759415027333854,0,0,0,0,0,0,0.0816332539464511,0,0.1137219584125,0,0,0,0,0,0.134381578127661,0,0,0,0,0,0,0.0960662928532012,0.133056028250835,0,0,0,-0.0269675003642377,0,0,0,0,0,0,0,-0.00167262976480567,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0293741501863546,0,0,0,0,0.00592069336869891,0.275501197896357,0,-0.103150965850828,0,-0.0506684891109298,0,0,0,0,0.122257967471639,0,0,0,0.00942251506479782,-0.162554677772751,0,0,0,0,0,0,0,0,0,0,0,0,0.585277157828042,0,0,0,0.0679288091557254,0,0,0,0,0,0,-0.0923802939158228,-0.0121282796150106,8.10936315796707e-05,0,0,0,0,0,0
X600688.SH,0,0.467851671009582,0,0.0563297882996516,0,0,0,0,0.0173558427670092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222525693794107,0,0,0,0,0,0.0955019413177632,0,0,0,0,0.00203440930097071,0,0,0,-0.0570627120568297,0.0374532923771325,0,-0.0714462604910007,0.00481780626559422,-0.0047821725642335,0,0,0,0,0,0
