,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X002466.SZ,X600010.SH,X000786.SZ,X600111.SH,X600886.SH,X600011.SH,X600188.SH,X600176.SH,X600426.SH,X000027.SZ,X601991.SH,X600803.SH,X600795.SH,X600219.SH,X600801.SH,X600352.SH,X600489.SH,X000807.SZ,X000932.SZ,X000898.SZ,X600688.SH,X600315.SH,X002353.SZ,X000825.SZ,X600157.SH,X000408.SZ,X000959.SZ,X002080.SZ,X000883.SZ,X600027.SH,X600486.SH,X300037.SZ,X600516.SH,X600299.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.109930665079962,0,0,0,0,0,0,0,0,0,0,0,0.0454484890687743,0,0.0603624548555461,0.0388466937178015,0,0,0,0,0,0,0.0271220621715922,0,0,0,0,0,0,0,0,0.0568492919198941,0,0,0.0216578946449901,0,0,0.0489200792204215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660020517774267,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.144370705190252,0,0,0.0242315321638758,0,0,0,0,0,0,0,0.1969655354303,0.00901455760761933,-0.0182187914288369,0,0,0,0,0,0,0.00914834260066954,0,0.143641050145831,0,0.0057943786337378,0,0,0,0,0,-0.0199270030295288,0.011939328734568,0,0,0,0,0,0,0,0.0774551549026858,0,0,0,0,-0.0181671885993201,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358636646636199,0,0,0,0,0,0,0.160556560439208,0,0,0.0289497315597045,0,0,0,0.0629031451980867,0,0,0,0.0485735931301515,0,0,0,0,0,0,0,0.0777152939977376,0.0222227548748254,0,0,0,0,0,0.0206803995611754,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0302540000130343,0,0,0,0,0,0,0.0603944223177088,0,0.0257985728986412,-0.0361124525226637,0.179850472582109,0.207630451686841,0,0,0,0.0286147914658036,0.162947800174306,-0.0319862495214498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313752665227468,0.192799920690435,0,0,0,0,0,-0.040558699689029,0,0,0,-0.0327146036239987,0,0
X600585.SH,0,0,0,0,0,0,0.00156799815642693,0.039557084428068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260889956337414,0,0,0,0,0.127242676785609,0,0,0,0.0532511542561036,0,0,0,0,0,0,0.0242327745251,0.0644877295107017,0,0,0,0.0350284832191943,0,-3.46944695195361e-18,0,0,0,0,-0.0207728006901108,0,0,0,-0.0220527263967401,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049526734098444,0,0,0,0,0,0.0377763488597064,0,0,0,0,0.0443209455112993,0,0,0,0,0,0.0309296536299498,0.407829141276023,0.0194009662916834,0,0,0,0.156714471426482,0,0,0,0,0.0514990819918654,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272496857350212,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.184658652293301,0,0,0,0,0.0279702968409949,0,0.613343984508266,0,0.0243663747626684,0,0,0,0,0,0.0613611228431363,0,0,0,0,0,0,0,0,0,0.018335160328014,0,0,0,0,0,0,0,0,0,-0.0195630924244407,0,0,0,0,0,0.0662033892167536,0,0,0,0,0,0,-0.0224635522980036,0,0
X002271.SZ,0,0,0,0,0,-0.0184714366843438,0,0,0.170192465583507,0,-0.0454528065950547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293046422449854,0,-0.0250428234601473,0,0,0,0,0,0,0,-0.0415894468329106,0,0,0,0,0.0953757377697898,0,0,0,0,0,-0.169097661679928,0,0,0,-0.0190128740677838,0,0
X600660.SH,0,0,0,0,0,0,0.176872002328916,0.18001787865299,0,0,-0.0792962003746161,0,0,0,0,0.00535679560905896,0,0,0,0,0,0,0,0,-0.032599743715577,0,0,0,0,0,0,0,0,0,0,0,0,-0.00233297559992546,0,0,0,0,0,-0.101032072734712,0,0.158869376051714,0,0,0,0,0,0,-0.0234352644793478,0,0,0,-0.0166929371354218,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121362519358872,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.290111536245665,0,0.163524142398254,0.284991850723162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140082852003688,0,0,0,-0.0262352995398132,0,0
