,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X000708.SZ,X600111.SH,X601699.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600426.SH,X000877.SZ,X600027.SH,X600803.SH,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X600985.SH,X000807.SZ,X000630.SZ,X000786.SZ,X000408.SZ,X600176.SH,X000933.SZ,X600348.SH,X000932.SZ,X600612.SH,X601168.SH,X600219.SH,X300037.SZ,X002128.SZ,X600995.SH,X600688.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.573848738003,0.243546527343663,0,0,0,-0.0244779479243429,0,0,0,0,0,0,-0.189806365018325,0,0,0.161717815300165,0.0439609266905346,0,0,0,0,0,0,0,0,0,0,0,-0.295163455787545,0,0,0,0,0,0,0,0,0,0,0,0.13590088647772,0,0,0,0,0,0,0,0,0,0,0.000114259197558462,-0.0614308949355963,0,0,0.0247096091220295,0,0
X600028.SH,0.621912568995667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423289507504829,0,0,0,0,0,0,0,0,0.00542592339669296,0.00041307725700691,0,0,0,0,0,0,0,0,0,-0.0565884358927327,0,0,0,0,0,0,0.119782110234531,0,0,0,0,-0.018056569115814,0.0143515535014097,0.0243146405271735,0,0,0,0,0
X601088.SH,0.0417282150832665,0.236404284255131,0,0,0.00315757369979118,0.0420155751153415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129968438287316,0,0,0,0,0,0,0,-0.012594176754559,0,0,0,0,0.0797033678299712,0,0,0,0,0.108368391810042,0.0318293434796482,0,0,0,0,0,-0.126235786422134,0,0,0,0,-0.0486378893046498,0,1.73472347597681e-18,0.00932630270193625,0,0,0,0.00646761059551345,0,0
X600309.SH,0,0,-0.0659789442731544,0,0.350662838509806,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0155047357792819,0,0,0,0,0,0,0.342179226501872,0,0,0,0,0,0,0.15257879538698,0,0,0,-0.155124853188727,0,-0.0626916648971429,0,0,0.326430197382268,0,0,0.156418522499142,0.354307642427357,0,0,0,0,0,0,0,0,-0.00583862497682514,0,0,0,0,0
X600188.SH,0,0,0.0757516740722087,0,0,0.0877399502617664,0.116965292641696,0,0,0.0597233036506973,0,0,0,0,0,0,0,0,0,0.238686100015955,0,0,0,0.0426785659556888,0,0,0,0,0,0.0373872835358232,0,0,0.153952371149326,0,0,0,0,0,0.0434346870672907,0.00165726119597713,0,0,0,0,-0.00755063347239113,0,0,0,0,0,0,0,-0.00818797478714038,0,0,0,0,0,0
X601898.SH,0.14663804797881,0,0.00936455729001223,0,0.175024616177593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312878362934489,0,0,0,0.0406379709512172,0,0,0,0,0,0,0,0,0,0,0,0.0529976453831779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420173278871365,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.370129293248068,0,0,0,0,0,0.100992363994936,0.135852581171537,0,0,0,0,0.152076758802073,0,0,0,0,0,0,0,0,0,0,0,-0.0618488363691841,0,0,0,0,0,0,0.452733355392669,0,0,0,0.0313257145797888,0,0,0,0,0,0,0.233430938638386,0,0,0,-0.0058262786212656,0,0.0735236537362541,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.131029180589565,0,0,0,0,0,0.0288092766590094,0,0,0,0,0,0,0,0,0,0.384921599574709,0,0,0,0,0,0,0,0,0,0,0.0413151537420189,0,0,0,0,0,0,0,0,0.0461356241848778,0,0,0,0,0,0,0,0,0,0.00919730526146801,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630550769044048,0,0,0,0,0,0,0,0.0800487653024036,0.0214561515711552,0.13002495659831,0,0,-0.0407206928924752,0.150651026706364,0,0,0,0,0,0.118420586633307,0,0.00377523948964235,0.0349861602781099,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600547.SH,0.064309242602914,0,0,0,0.0590559595137241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515279887614185,0.0476481201813298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00550744887786364,0,0,0,0,0,0
