,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X600011.SH,X002466.SZ,X000792.SZ,X601898.SH,X000708.SZ,X000301.SZ,X601600.SH,X600111.SH,X600660.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600160.SH,X600995.SH,X000807.SZ,X000629.SZ,X600489.SH,X000408.SZ,X000933.SZ,X600096.SH,X600219.SH,X600378.SH,X000932.SZ,X002080.SZ,X000723.SZ,X600141.SH,X600688.SH,X600348.SH,X000831.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0691300840026465,0,0,0,0,0,0,0,0,0,0.043388294886026,0,-0.0384782741019231,0.14767452586089,0,0,0,0.00313544113588543,0,0.0879598882351077,0,0,0,0,3.3881317890172e-21,0,0,0,0,0,0,-0.106119870956924,0,0,0,0,0,0,0,0,-0.0214408032800069,0.107454037886115,0,0,0,0,0,0,0,0,-0.012852501193859,0.019262712123413,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0115273214784533,0,0.0616069254998015,0,0,-0.0766131176987722,0,0.0160792219353654,0,0,0.10301726123555,0,0,0,0.0667332416148392,0,0,0.149608030585915,0,0,0,0,0,0,0,0,0.0385392924064961,0,0,0,0,0.000949447470703,0,0,0,0,0,-0.0550218615135234,0,0,0,0,0,0,0,0,0,-0.0049640958369103,0.00910404736011889,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0195970559453077,0,0,0,0.0776107754689497,-0.00322239524735697,0,0.27246173348928,0,-0.0331690571721723,0,0,0,0,0,0,0.0797231128786403,0,0,0,0,0.095238381789722,0,0,0,0,0,0,0,0,0,-0.0196394973155648,0,0,0,0,0,-0.0613231273553447,0,0,0,0,0,0,-0.0523022815130496,0,0,-0.0339520825771802,0.0379833952143102,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0861858282874088,0,0,0,0,0.234346678037677,0,0,0,0.0738972113520228,0,0,0.0644758795608351,0,0.266458379151341,0,0,0,-0.113572845676287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493284294020451,0,0,-0.0579974294202809,0,0,0,0,0,0,-0.00411410109761275,0,0,0,0,0,0
X600188.SH,0,0,0.123408103490948,-0.232124179030459,0,0.158699070969229,0,0,0,0,0,0.0755553411651758,0,0,0,0,-0.0775493363971096,0,0,0,0,0.389728290655922,0,0.182048580586021,0,0.102694877394982,0.00758742020616646,0,0,0.117007277512987,-0.187726308455052,0,0,0,0,0,0,0,0.132395336046067,0.00826559859445517,0,0,0,0,0,0,0,0.311158297002342,-1.73472347597681e-18,0,0,-0.00446026812536224,4.33680868994202e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037431588308929,0,0,0,0,0.437015468625348,0,0,0,0,0,0.0239902521544907,0,0,0,0,0.121684864750269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127458324115557,0,-2.71050543121376e-20,0.0181884593454912,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,-0.029671618619732,0,0,0,0,0,0.208922456713939,0,0,0,0.182476034932447,0,0,0,0,0,0,0.0868670203711195,0,0.156424456708392,0,-0.016116466711782,0,0,0,0,0,0,0,0,0,0,0,0,0.0774080652609437,0,0,0,0,0,0,0.0153265551312149,0,0,-0.0126398874794821,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0152669450450892,0,0,0,0,0.602603817876427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594243272711787,0,0,0,0,-0.0229478488305904,0,0,0,0,0,0.128328946217307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407161750281049,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114914925652142,0,-0.112827134105576,0,0,0,0,0,0.0771098882757717,0,0.600026533332136,0.156474609219107,0.0501671941124242,0.248614046425928,0,0,0,0,0,0,0,-0.0879211218863046,0,0.212101579417467,0,0,0,0,0,0.0511996602803543,0,0,0,-0.00661804002209384,0.0066759003887678,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0336453400854567,0,0,0.53527738572685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851652202956593,0,-0.00474026640629647,0,0,0,0,0,0.152735764425213,0,0,0,0,0,0,0.0855598187280621,0,0.0893288331809431,0,0,0,0,0,-0.185014994497118,-0.123388286259212,0.00374269854799036,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0717455439560796,0,0,0,0.0346325514536087,0.13539590150615,0.146503450009988,0,0,0,0,0,0,0.0138037627804018,0,0.0254264696627136,0.00730558413215035,-3.46944695195361e-18,0,0.285469532739252,0,0,0,-0.0615212139386945,0.0473731637648787,0,0,0,0,0.0722817545807442,0,0,0.103726458568922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165446231508829,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.148332075495009,0,0,0,0,0,0,0,0,0,0.113081060309924,0,0,0,0,0,0,0,0,0,0,0.0963344714515308,0.15430522162384,0,0,0,0.0143343512968279,0,0,0,0,0.0928794479101396,0,0,0,0,0,0,0,0,0,0,0,0,0.15463962068468,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04739406596984,0,0.11364231561315,0,0,0,0,0,0,0,0,0,0,0.0384786113860448,0,0,0,0,0,0,0,0.00478649115861,0,0,0,0,0,0.106203363249854,0,0,0.107187306437325,0,0,0.00377726963511527,0.00743833257557893,0,0,0,0,0,0
X000301.SZ,0,0,0,-0.0289610527163907,0,0,0,0,0.0128557074323679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173271497047579,0.151849212916872,0,0,0.0255947672517762,0,0,0,0,0,0,0,0.149131363606635,0.0466894484234816,0,0,0,0.441585617623846,0,0,0,0,0,0,0,0.397578103927994,-0.0812847533390717,0,-0.372711752488341,0.0620601991348563,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.166345750176327,0,0,0.0142049015962298,0,0,0,0,0,0,0,0,0.0819022728373067,0,0,0,-0.0172249272641631,0,0.301876599476488,0,0.0251095994259936,0,0,0,0,0,0,0.153100508632062,0.0319679071852226,0.0628991479964079,0,0,0.15235856929618,0.109813308311441,0.00830304635071974,-0.0719363296470772,0,0,0,0,0,0,0,0,0,0.0189261923359024,-0.0177573221562373,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0667368016153107,0,0,0,0.00625620379117767,0,0,0,0,0.026764760302337,0,0,0,0,0,0.0243080670274226,0,0,0,0.0053007134149206,0,0,0,0,0.103004315796338,0,0,0,0,0,0,0,0,0,0.12307400481246,0,0,0,0,0,0,0,0,0.439113790445916,0,0,-0.0148251799705843,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0338142647166156,0,0,0,0,0.00756730130054497,0,0.118155270015104,0,0.16194858893322,0,0,0,0,0,0,0.133544099592178,0,0,0,0,0,0,0,0,0,0.0136834452236857,0,0,0.0378234954225164,0,0,0.10303566083748,0,0,0.00650022787285641,0.0423388548338838,0,0,0,0,0,0,0,0,0,0,0,-0.0195290572150787,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117873785267021,0,0,0,0,0.0146085027873731,0,0.1762134159881,0,0,0,0,0,0,0,0.0101343594677859,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0617736932424442,0,0,0.121344199524338,0.0219634692771557,-0.0965486367382285,-0.0325035043872928,0.0153522333610512,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.212775265481928,0,0,0.129255976706447,0,0,0,0,0,0,0,0,0,0,0,0,0.0839746938459123,0,0,0,0,0.16559779153529,0,0.0211071800452045,0,0.476967890372143,0,0,0,0,0,0,0,0,0,-0.134924209314523,0,0.11574145788269,0,-0.0957458865398404,0,0,0,0,0,0,-0.000791859438802921,0,0,0,0,0,0
