,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X002271.SZ,X000708.SZ,X600660.SH,X002460.SZ,X600886.SH,X000786.SZ,X600801.SH,X600362.SH,X601898.SH,X600010.SH,X601600.SH,X600176.SH,X600489.SH,X600352.SH,X601991.SH,X600188.SH,X600111.SH,X600795.SH,X600426.SH,X600027.SH,X600299.SH,X600688.SH,X601992.SH,X000932.SZ,X002080.SZ,X000301.SZ,X600219.SH,X002466.SZ,X002353.SZ,X600529.SH,X000723.SZ,X600486.SH,X002075.SZ,X600612.SH,X600315.SH,X000027.SZ,X002250.SZ,X000878.SZ,X601158.SH,X000898.SZ,X000883.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0166635355767054,0.0529424459906943,0,0,0,0,0,0,0.102714894054982,0.0601864738715253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103732577888142,0,0.07910328625349,-0.0476334476135018,0.0202694010275365,0,0,0,0.00404018780691963,0,0,0,0,0,0,0,0,-0.00748594008807633,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.00595195173714705,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163922431889735,0,0,0,0,0,0,0,0,0,0.101428518066211,0.0275435200499503,0.0995726205711594,0,0.0190855431430088,0,0,0,0,0.00414357387366083,0,0.0528537623044329,0,0.0206256398073937,0,0,0,-0.00210839876481689,0.00946660918397438,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.102097932612685,-4.33680868994202e-19,0,0,0,0,0,0,0.0660245555047584,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017646984879372,0,-0.0183992918350321,0.0333456311329883,0,0,0,0,0,0,0.0586462411730191,0,0.0902888803787283,0,0,0,-0.0106634256479988,0.0146894064603897,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0524129717087966,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.230506722464458,0.104977821097275,0,0,0,0,0.0112128080710336,0,0,0,0,0,0,0,0.0101310749668546,0,0.0285689224629006,0.044435317053326,0,0,0,0,0,0.0586530887090922,0,0,0,0,0,0,0,0,0,0,-0.000533999052764495,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0263228837307398,0.306579640789316,0,0,0.0226608340804328,0,0,0,0,0,0,0,-0.0750507640010619,0,0,0,0,0,0,0.0378511513957632,0,0,0,0,0,0,0,0.166852661143654,0,0,-0.0155374968071871,0,0.0398605871458856,0,0,0.156652751754215,0,0,0,0,0,0,0,0,0.00653385625179742,0.00995789664991795,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0280307590475003,0,0,0,0.0269398279203262,0,0,0,0,0.0330635475714448,0,0,0,0,0,0,0.493232816764306,0.0018762879074731,0,0,0.0867708448510275,0,0,0,0.0880404727251968,0,0,0,0.0129732666627719,0,0.0294742310536683,0,0,0,0,0,0,0.148581678637216,0,0,0,0,0,0,0,0,0,0,-0.00608131426338576,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.110056923591919,0,0,0,0.0234852203651402,0,0,0,0,0,0,0.0770651625503681,0.0374995372729733,0,0,0,0.0623220973148387,0,0,0,0,0,0,0,0.108687515153713,0,0.00861556699337158,0,-0.0733902210816534,0.0117566568901258,-0.00983113122956984,0.0793247514936953,0,0,0,0,0,0,0,0,0,0,0.0889511838544626,0,-0.0152808391910131,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15957788793275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545791235434588,0,0,0,0,0,-0.105515209330039,0,0.0115101412811567,0,0,0,0,0.200741526211384,0,0,0,0,0,0,0,0,-0.0435725904331667,0,0.0832035516178566,-0.0071193923869746,0,0,0,0.0161547290039175,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,-0.0303437303015935,0.150608260745603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119235835618748,0,0,0,0,0,0,0,0,0,0.198412195192299,0,0.19902555036834,0.0718955846465319,0,0,0,0.178984639691805,0,0.0308921846626423,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0604717837088697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225496513130712,-0.00997849894730993,0.0451154115646092,0,0,0,0.096120802622672,0,0,0,0.0274035797390513,0,0,0,0,0,0,0,0.152129107099981,0,0.260991030484816,0,0,0,0,0,0,0,0,0,0,0,0,0.00812727510728841,6.51994338169491e-05,0,0.0799898884433553,0,0,0,0
X600660.SH,0,0,0,0,0.167864217451861,0,0,0,0,0,0,0,0,0.10066032457495,0,0,0,0,0,0,0.0306089581631118,0.170497299424981,-0.204482735436426,0,0,0,0,0,0,0,0,0,0,0,0,-0.029652650688034,0,-0.0021429848019183,0,0,0.0324504932304645,0,0,0,0,0.240620146552152,0,0,0,0.0746393384918459,0,-0.0335815155547345,0.0230191789145652,0,0,0,0,0,0
