,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600795.SH,X600886.SH,X601898.SH,X601600.SH,X600688.SH,X601991.SH,X000709.SZ,X600027.SH,X000539.SZ,X600362.SH,X600157.SH,X600111.SH,X600583.SH,X002075.SZ,X600188.SH,X600352.SH,X600309.SH,X601158.SH,X601992.SH,X002353.SZ,X000898.SZ,X600021.SH,X000878.SZ,X600660.SH,X000629.SZ,X000027.SZ,X600808.SH,X000883.SZ,X000959.SZ,X002470.SZ,X600863.SH,X000792.SZ,X000825.SZ,X600489.SH,X600578.SH,X600307.SH,X600547.SH,X600315.SH,X000060.SZ,X000786.SZ,X600022.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.586357332251997,0,0.0641727659836065,0,0,0,0.00845695985405756,0,0,0,0,0,0,0,0,0,0.0541216226028502,0,0,0,0.0455010686536892,0,0.0315083989387522,0.0463805151074219,0,0,0,0,0,0,0,0,0,0,0,0.0381450259416528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687565178459284,-0.00557637542154134,0,0,0,0,0,0
X600028.SH,0.418180748885694,0,0,0,0,0.00661973984321388,0,0,0,0.0910480061569278,0,0,0,0,0,0,0,0,0,0.0664538804247838,0,0,0,0,0,0,0,0.00178501657143891,0,0,0,0,0,0.131439693963641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130035745895168,0,-0.00729486449842429,0.00114568419237954,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0365777418116796,0.0355823589215191,0,0,0.141436792124179,0.105826290210528,0,0.0685137555442134,0,0,0,0,0.129840124870828,0,0,0,0.00105324300901795,0.108445382031469,0,0,0,0,0,8.77011773846234e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118679198588206,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.113412759742111,0.00572553284662933,0,0.0792003675768169,0,0.101813301249207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300241676380344,0,0,0,0,0,0,0,0,0.0818509340616602,0,0,0,0.374085977386941,0,0,0,0,0,0,0.0427764622967108,0,-0.00654286492230951,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225451240695952,0,0,0,0,0,0,0,0,0,0.0998590863778235,0,0,0.0664815444158585,0.00251900566189459,0.258881710037514,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.182181423505245,0,0,-0.000561264448443433,-0.0075916699472506,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0558144604191056,0.0567044540512112,0,0,0,0.0971948485809614,0,0,0,0,0.0334696032277087,0,0,0,0,0,0,0,0.233060814912806,0,0,0,0,0,0.0832198753073134,0,0,0,0,0,0,0,0,0,0,0,0.0215493308502734,0,0.0748371129790548,0.105253377620307,0,-0.00343914849522023,0,0,0,0,0,0,0
X600585.SH,0,0,0.143687082283523,0,0,0.0598850455028504,0,0.0744442929376711,0.157832845728993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864461893358605,0,0.0564987135330271,0,0,0.143382032090773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520314097014971,0,0,0,0,0,-0.01889755139448,-0.0146138162214633,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.026961396043378,0,0,0,0.0938735019612597,0,0.128457734211931,0,0.182080360885043,0.0313103482574092,0,0,0,0.0232020322393679,0,0,0,0,0,0,0,0,0,0,0.0352117151606035,0,0,0,0,0,0,0,0,0.219309686724803,0,0,0,0.161914034102059,0,0,0,0,0,0.0477980146419445,0,0,0,0.0194800453674566,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.192258925467358,0,0,0,0,0.101977268135539,0,0,0,0.0137824909801426,0.0701492203360767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377038648091661,0,0,0,0.23206772258188,0,0,0,0,0,0,-5.42101086242752e-20,0,0.00260718634968579,-0.00634972611283363,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.192246675852237,0,0.0427824906312189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047983352455831,0,0,0.120450468065078,0.194915081112766,0,0,0.0542387156439369,0,0.0045147152520017,0.212855589008877,0,0.00509050273882669,0.0142195276119227,0,0,0,0,0,0
