,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X000786.SZ,X601600.SH,X600111.SH,X000301.SZ,X600886.SH,X600010.SH,X600188.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X000932.SZ,X600803.SH,X600801.SH,X600219.SH,X601991.SH,X600352.SH,X000898.SZ,X600795.SH,X600157.SH,X000027.SZ,X600489.SH,X600315.SH,X600688.SH,X600486.SH,X000807.SZ,X002080.SZ,X000723.SZ,X601168.SH,X000825.SZ,X600516.SH,X600027.SH,X300037.SZ,X600299.SH,X002353.SZ,X000883.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.258461148729308,0,0,0,0,-0.0196323133241254,0,0,0,0.0116040961093753,0.0398819890446159,0,0,0,0,0,0,0.0315033890012213,0,0,0,0.0468336224720869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235734918166304,0,0,0,0,0.0362933182926209,0,0,0,-0.00371674333340853,0,0,0,0,0.000195613021591633,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0631911822750554,0,0,0,0,0,0.0406439233152623,0.0103779187258422,0,0,0,0,0,0,0.110563964371155,0.0249615177975567,0,0,0,-1.73472347597681e-18,-0.0751169617395911,0,0.124300903770794,0,0,0,0,0,0,0,0.121798518487627,0,0,0,0,0,0,0,0,0,0.0120231768073013,0,0,-0.00783612511302625,-0.0120342023394609,0,0,0,0.00606637704206264,0,0
X601088.SH,0,0,0,0,0,0,0,0.100317650200167,0.0266230365237107,0,0,0,0,0,0,0,0,0,-0.00826310931013434,0.0967260009251436,0,0,0,0.0165151540511955,0,0,0.0529769305422758,0,0,0,0,0,0,0.0187710558446518,0,0,0,-0.0400573162026319,0.168710196546095,0,0,0,0,0,0,0,0,0,0.025575506853598,0,0,0.0201946619854432,0,0,0,0,0.0155327487077916,0,0
X600309.SH,0,0,0,0,0,0,0,0.250567044469508,0,0,0,0,0,0.226037263458296,0,0,0,0,-0.0578399415801801,0,0.0188306348506891,0,0,0,0,0,0,0.129648601583248,0,0,0,0,0,0,0,0.061001332860169,0,0.154837060627094,0,0,0,0.0640913334151846,0,0,0,0,0,0,0,0,0,0,-0.0424681105320891,0,0,0,-0.00591908572809985,0,0
X600585.SH,0,0,0,0.019999238841141,0,0,0.017438708220929,0.00823093370972758,0.028014726225681,0,0,0,0,0,0,0,0,0,-0.00696485607701562,0.102163515489056,0,0,0,0,0.0392724979915899,0,0.130580196724915,0,0,0,0,0,0,0,0,0.0267409583337084,0,0,0,0,0,0,0,0.0326515140400122,0,0,0,0,0,0,0,-0.0296230455500315,0,0,0,0,-0.0269613612169083,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396177492109789,0.0410152926743269,0,0,0,0.118887224810815,0,0,0,0.116604650550196,0.35720096350655,0.0434706124460266,0,0,0,0.0157845588849622,0,0,0,-0.0182684208932008,0,0,0,0,0.0417096760444605,0,0,0,0.281267278715203,0.000743299257120776,0,0,0,0,0,0,0,0,-0.00767520621038604,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.143461262329758,0,0,0,0.0354124521430243,-0.00537495979882529,0,0,0,-0.0126884524747882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085919556537821,0,0,0.16573499317253,0,0,0,0,0,0,0,0.119279619439254,0,0,0,-0.0279583886660817,0,0,-0.042919428643315,0,0,0,-0.0552609834621746,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0746585823626415,0,0.0502107295351175,0,0.178633650607188,0,0.114251864698071,0.282920828275786,0,0,0,0,0,0,0.378956775825785,0,0.0060104769687198,0,0,0,0,0,0,0,0,0,0,0,0.0967539438781293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00691173642825948,0,0,0,-0.00454320448979956,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.125156731478065,0,0,-0.0910787413868724,0,0.265402627101422,0,0,0,0,0,0,0,0,0,0,0,-0.329880183372185,0,0,0.0925716195427421,0,0,0,0,0,0,0,0,0,0,0,0.0252586084104483,0,0,0,0.266082141563033,0,-0.106274516732046,0,0,0.316834935599659,-0.285943257346464,0,0,0,-0.0327091856330076,0,0
X600660.SH,0,0,0,0,0,0,0.197889613103132,0.0204242842427966,0,0,0,0.107356666672167,0,0,0,0,0,0,0,0,0.0137254417210789,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159660139866838,0,0,0,0.181830751826283,0,0,0,0,0,0,0,0.0499499596903083,0,0,0,0,0,0,-0.0329581979230249,0,0,0,-0.0370684108385443,0,0
