,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X002460.SZ,X600011.SH,X600660.SH,X600886.SH,X601600.SH,X600801.SH,X600362.SH,X601898.SH,X600010.SH,X000786.SZ,X600489.SH,X600352.SH,X600111.SH,X600188.SH,X601991.SH,X600176.SH,X600688.SH,X600795.SH,X600426.SH,X002466.SZ,X600027.SH,X600299.SH,X600529.SH,X601992.SH,X002080.SZ,X002353.SZ,X600612.SH,X600315.SH,X600219.SH,X000301.SZ,X002409.SZ,X600486.SH,X000932.SZ,X600126.SH,X000027.SZ,X000723.SZ,X600516.SH,X601158.SH,X000898.SZ,X002075.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.000550230937436263,0,0,0,0,0,0.0888783219500074,0.0367651962401246,0,0,0,0,0.132579268971388,0,0,0,0,0,0,0,0,0,0,0,-0.0111783606874676,0,0,0.125835694128705,0,0,0,0,0,0,0,0,0,0,0.00337484893696316,0,0,0,0,0,-0.000891650940127257,-0.00966505500480047,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0242553857929461,0.0171738970575226,0,0,0,0,0,0.0121031737059593,0,0,0.0120940998268917,0,0,0,0,0,0,0,0,0,0.0109129522792432,0,0,0,0,0,0.0894054878173762,0,0.0200887475510572,0,0,0,0,0,0.0161586679706188,0,0.0890692628978959,0.0703489451009463,0,0,0,0,0,-0.00394156849673481,0.00714141309656157,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0325241550934804,0,0,0,0,0,0,0.377077037970036,0,0,0,0,0,0,0,0.0809911086527071,0,0,0,0,0,0.0239482058170048,0,0,0,0,0,0,0.0308203053377217,0,0.120656526173933,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706996673918356,0,-0.00610472441803711,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0354634748047506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278078761670926,0,0.0392912057300739,0,0,0.197994894517172,-0.0323262963577175,0,0.117034114412105,-0.02339998069794,0,0,0.0231643493926267,0,0,0,0.104667920060896,0,0,0,0.041614025237265,0,0,0,0,0,-0.0416438322661844,0,0,0.00388862419838895,-0.00174531161160136,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0101846513835273,0.0496224229315319,0,0.184453946487624,0,0,0.0105791478185386,0,0,0,0,0,0,0,0,0,0.110878456465923,0,0,0.261105560266957,0,0,0,0,0,0,0.00590767041749961,0,0,0,0,0.0804149465269977,0,0,-0.0319977003374591,0,0,-0.0298695740770114,0,0,0,0,0,-0.00697280389424729,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0287379187621793,0.103043127170741,0.0765038704794777,0,0,0,0,0,0,0,0,0,0.71353455244723,0,0,0,0,0,0,0,0,0.00310757116216064,0,0,0.0641773830035428,0,0,-0.101409228918274,0.0779247197251818,0,0,0,-0.0182921103893015,0,0,-0.0568308543667633,0,0,0,0,0,0,0,-0.0584783634287617,0.00449839512258734,-0.0172600398369024,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0242044685578052,0,0,0,0,0,0,0,0,0.171482142913929,0,0,0,0,0,0,0,0,0,0,0.0950292700999576,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.00894064990567659,0,0,-0.00354769501722631,0,0.154570970577125,0,0,0,0.00835665086802882,0,0,0.0083400040052497,-0.0133874056705953,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.199298567967236,0,0.615779882164185,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243655515698371,0,0,0,-0.068995592131828,0,0,0.0393655569797613,0,0,0,0,-0.0635270290126138,0,0,0.0882266832547898,0,0,0,0,0,0,0,-0.0202706902479059,-0.0151229849071348,-0.00776731340226231,0,0.00738550598160036,0,0,0,0
X002271.SZ,0,0,0.152982631038559,0,0.158648826091244,0,0,0,0,-0.0458200316618454,0,0,0,0,0,0,0,0,0.182537789357344,0,0,0,0,0,0,0,0,0,0.0615208983839119,0,0,0.0307512450509926,0,0,-0.0675072609621577,0,0.0982127530100684,0,0,0,0.285534677398931,0,0.0101105312000386,2.16840434497101e-19,0,0,0.137924768458595,0,0,0,0,-0.0177347294002606,-0.0180202863661063,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0639584723814523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0930964231141087,0,0,0.295442473620462,0,0.166662464118159,0,0,0.0881634401640358,0,0,0.11039382174282,0,-0.0619228817166953,0,0.104082163483243,0,0,0,0,0,0,0,-0.00834960190167399,0,0,0,0,0,0,0
X600011.SH,0,0,0.0188428847792436,0,0,0,0,0,0,0.0501678866484136,0,0,0,0,0,0.0652731725369641,0,0,0.147852925368405,0,0,0,0,0,0,0.0305298507787793,0,0,-4.33680868994202e-19,0.0983025174113032,0,0,0,0,0,0,0,0.0286083041664553,0,0.0220356625723289,0,0,-0.068802683577567,0,0,0,0,0,0,0,0,0.0124825170255961,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0573517399183871,0,0,0,0,0,0.10314978211239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373227743649414,-0.0455030920893061,0.0594506304854336,0,0,0,0,0.0308765464303627,0,0.0999965328734537,0,0,0,0,0,0,0,0.000558819159470867,0.028081089842989,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0535343620425972,0,0.172437068421671,0,0.0652815992239181,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174331290436397,0.199739099999878,0,0,0,0,0,0,0,0,0,-0.0428271391392202,0,0,0.0237890000082335,0,0,0,0,0,0,0,0.0312761691820536,-0.00259530941670981,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.144350525120158,0,0.0390854659605274,0,0,0,0,0,0,0,0.204093879969714,0,0,0,0,0.023952020132762,0,0.153634087002236,0,0,0,0,0,0,0,0,0,0,0,0.0689787600499468,0,0,0,0,0,0,0,0,0,0.151342896930272,0.125546839712125,0,0,0,0,0,0.0121867912921054,-0.0118934334352123,0,0,0,0,0,0
X600801.SH,0,0,0.388971647905628,0,0,0,0,0,0.119965746966121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27231045262592,0,0,0,0.0116602020208088,0,0,0,0.135804882271486,0.0357973187364494,0,0,0,0,0,0,0,0,0,0,0.0498087713494899,0.0796812743841474,0,0,0.081486653897978,0,0.0119120098773408,-0.0196577214831363,0.0351326236112721,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159663034964763,0,0,0,0,0,0,0,0,0.128052859996154,0,0,0,0,0,0,0,0,0,0,0,0.0869802390432633,0,0.0318393926540752,0,0,0,0,0,0.0290923645576969,0,0,0.025314342248328,0,0,0,0,0,0.028695573932529,0,0,0,0,0,0,0
