,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X600011.SH,X002271.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X000629.SZ,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X300073.SZ,X601991.SH,X000786.SZ,X600803.SH,X600096.SH,X600348.SH,X000983.SZ,X000723.SZ,X002080.SZ,X600027.SH,X600160.SH,X600141.SH,X601699.SH,X600219.SH,X600378.SH,X600157.SH,X002407.SZ,X600801.SH,X002353.SZ,X600549.SH,X600399.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.101582397962683,0,0,0,0,0,0.0288005486612047,0,0,0,0,0,0,0,0,0.0841971883439747,0,0,0,0,0,0,0,-0.0877591744411685,-0.122370756693199,0,0,0.0472020585111996,0.195651290465948,0,0,0,0,0,0,0,0.0308719676450745,0,0,0,0,0,-0.0166641051788661,0.0643515895270317,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.00474847648359701,0.104373698794043,0,0.225233574438023,0,0,0,0,-0.0476224501624248,0,0,0.121772354280144,0,0,0,0,0,0,0,0,-0.0483641195087528,0,0,0,0,0,0,0.00221739441860633,0,0,0,0,0,0,0,0,0,0.310655312484266,0,0,0,0.063972596397179,0,0.0126653151573487,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0394648957763328,0,0,0,0,0.0120063771545864,0,0,0,0,0,0.0207871332139782,0,0,0,0,0,0,0.0746764332754415,0.0159873306578766,0.0288210031950186,0,0,0,0,-0.0174519660983458,0,0,0,0,2.16840434497101e-19,0.0156746700685554,0,0,0,0,0,0,0,0,0.0802337510703381,0,0,0,0,0.0106362872867608,0.032673393393628,0,-0.0241381043886107,0,0,0,0,-0.0145262421436676,0,0
X600309.SH,0,0.0510196240603485,0,0,0,0,0.0877778411549723,0,0,0,0.0332544025703265,-0.0405367050757759,0,0,0,0,0.178227804786631,0,0.0134026595157391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245821754428669,0,0,0,0,0,0,0,0,0,-0.00336206721968593,0,0
X002466.SZ,0,0,0,0,0,0.676801884891882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166709075660036,0.0765850676469368,0,0,0.00166566217689538,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.132890555582578,0,0,0.00336819517180917,0,0.0697406291943601,0,0,0,0,0,0,0.0599911130584687,0,0
X002460.SZ,0,0,0,0,0.145193704978075,0,0,0,0,0,0,0,0.0714695300664531,0,0,0,0,0,0.181192617017394,0,0,0.051188954505534,0,0,0,0,0,0,0.0648599309934532,0,0,0,0,0,0,0.038418098244807,0.00988685210072233,0,0,0.0461681220685532,0.121397839291681,0,0,0,0.122583229519829,0,0,0,0,0,0,0,0,0,0,0,0.0403810351134088,0,0
X600188.SH,0.0711983426323644,0.0158824476749708,0,0,0,0,0,0.101457433058802,0,0,0.311534750581078,0,0,0,0,0,0,0,0,0,0,0,0,0.0580309282427991,0,0,0,0,0,0,0,0,0,0,0.111178879525472,0,0,0,0,0,0.290695873414714,0,0,0,0,0.0136906764483142,0.0835868235980327,0,0,0,0,0,-0.00944505549460156,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194847833705537,0,0,0,0,0,0.00756151964001563,0,-0.0022084280674671,0,0,0,0,0,0,0.00250336315560735,0,0,0.0171014554478767,0,0.036186917461645,0,0,0,0,0,0,0,0,0,0.402420115890125,0,0,0,0,0,0,-0.0499679619899202,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.311069551368804,0.0223450010478959,0,0,0,0,0,0,0,0.00499501049546545,0.0781784319055766,0,0,0,0.0581123609188757,0,0,0,0,0.116072485864508,0,0,0,0,0,0,0.0122592976488957,0,0,0.0932705334560933,0,0,0,0,0,0,0,0.19363380808847,0,0,0,0,0,0,0,0,0,-0.0563142728158515,0,0,0,0,-0.0287943610434507,0,0
X600019.SH,0.0899402558594499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127296520172769,0,0,0,0.0190381015807861,0,0,0.0709490996372765,0,0.0500589560760299,0,0,0,0,-0.0278172487246515,0,0.0973862269066497,0,0,0,0.0386282594870339,0.0790062616071383,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170306248417119,0,0,0.046527554927871,0,0,0,0,0.023880759169706,0,0
