,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600362.SH,X600886.SH,X600111.SH,X600688.SH,X600027.SH,X600583.SH,X601992.SH,X600309.SH,X000709.SZ,X601158.SH,X600352.SH,X000898.SZ,X000792.SZ,X600157.SH,X600660.SH,X000629.SZ,X600547.SH,X600489.SH,X000027.SZ,X002353.SZ,X000539.SZ,X600808.SH,X600008.SH,X600021.SH,X600549.SH,X000825.SZ,X000060.SZ,X600219.SH,X000831.SZ,X000630.SZ,X600578.SH,X601699.SH,X002470.SZ,X600307.SH,X600315.SH,X002004.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.485416507680085,0,0,0,0,0,0,0.0223282819672928,0,0,0.0670171924884532,0,0.228190129109849,0,0,0,0,0,0.0425993253402334,0,0,0,0,-0.0139772305711265,0,0,0,0.0464395211589144,0,0,0,0,0,-0.0438595733689212,0,0,0,0,0,0.000421104450386783,0,0,0,0,0,0,0.0228356775915666,0,0,0.0195114471374601,0.0271200733285339,0,0,0,0,0,0
X600028.SH,0.339423803879516,0,0,0,0.165776764384833,0,0,0,0.148364237757219,0,0,0,0,0,0,0,0,0.154705000108624,0.0234543452293438,0,0,0,0,0,-0.0582913638203245,0,0,0,0,0,0.132295626980413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0646272298868596,0,0,0,0,0.0392444516020194,0,0.255454533514733,0,0,0,0.129079076162708,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0195132409342414,0,0.0533566089708233,0,0,0,0,0,0,0,0,-0.0615118323525907,0,0,0,0,5.95850924958229e-05,0,0.0194155097881709,0.0425805640358376,0,0.384745294629287,0,0,0.0285700807647836,0,0,0,0,0.0125226581134645,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.113304750519594,0,0,0,0,0.00225271896069481,0,0,0,0,0,0,0,0.32116058773383,0,0.172747297929734,0,0,0,0,0,0,0,0,-0.0396515420613932,0,0.0374091962428654,0,0,0,0,0,0,0,0,0,0.0490246301307789,0,0.100293752438209,0,0,0.01258237745543,0,0,0,0,-0.000579409349051678,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.103235713287574,0,0,0.0403288841051057,0.147881992836915,0,0,0,0,0,0.320611975610484,0.0864025391864164,0,0,0,0.0739593763840941,0,0.119240568903725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00479888415837662,0,0,0.0309640163498891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0376261080317375,0,0,0.108450128126411,0,0.159737956107307,0,0,0.119250561835334,0,0.0605533471291431,0,0,0.240103656168157,0,0,0,0,0,0,0,0,0.119344692540468,0,0,0.00906185536837487,0,0,0,0,0,0,0,0.020249127723648,0,0,0,0,0,0,0,-0.0363341757295474,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.431612336969037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109419406674942,0,0,0,0,0,0.172637020007631,0,0.0819383097263163,0,0,0,0,-0.0697660194838227,0,0,0,-1.73472347597681e-18,0.0755230904242926,0.225093087093888,0,0,0,0,0.148823575755334,0,0.0804718581376286,0,0,0.102700796964599,0,0,0,0.0758418297199323,0,0
X601898.SH,0,0,0.205353614879279,0,0,0,0,0,0.174916514831985,0.127350403783522,0,0.114869914299475,0,0.0630528470329734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921349160951917,0,0,0,0,0,0,0,0,0,0.0857554749890366,0,0,0,0,0,0.0549798058227386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.239371604625096,0,0,0,0,0,0.11333840516883,0.270298017862901,0.00855371521705161,0.245946332881179,0.000713002621217508,0,0,0,0,0,0,0,0,0,0.158448616979504,0,0,3.46944695195361e-18,0,0,0,0,0,0.0671126486088736,0,0,0.031125594666719,0,0,0,0,0,0,0,0,0,0,0,0.0238083078932879,0,0,0,0,0,0
X601991.SH,0,0,0,0.022359137792341,0,0,-0.0338564534324457,0,0.109338603252434,0,0.170097885754078,0,0,0.300874541645534,0,0,0.159970427469506,0,0,0,0,0,-0.0798679194675074,0,0,0,0,0,0,0,0,0,0,0,0,0.180740471635532,0,0,0,0.0637270629398221,0,0,0,0,0,0,0,0,0,0,0,-0.0417955061381967,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.063830883049658,0,0,0,0.228771644828805,0.327811646267548,0,0,0,0,0,0,0.0086371424650863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737132465847158,0.0866980706640963,0,0.022759265720771,0,0.113283960733842,0,0.00566804242055809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0641270724455386,0.03125551787795,0,0,0,0,0,0.289403993755397,0.100397756860723,0,0,0,0.0994873716406777,0,0,0,0,0,0.143635301796002,0,0,0,0.0518247325332372,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.216114282826872,0,-3.46944695195361e-18,0.109924265946791,0,0,0,0,0,0,0,0,0,0.033828152200412,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0743398623196978,0,0,0,0,0,0,0,0,0.0855948391123713,0.0626033940415138,0,0.128310354614182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622986312234127,0,0,0,0,0.068235250922919,0.095355121506276,0,0,0,0,0,0.0589200038810544,0,-0.0195165748557555,0,0,0,0,0,0,0
X600886.SH,0.128785055884797,0,0,0,0,0.0820237241157282,0,0,0.0118901972916898,0.421615376547084,0.0836749234199903,0,0,0,0,0,0,0,0,0.0699827497068772,0,0,0,0,-0.0448892129055449,0,0.0158545500986731,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0179362681718515,0,0,0,0.0931912160939219,0,0,0,0,0,0,-0.0222336277128046,0,0,0,0,0,0,0
