,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X600362.SH,X002271.SZ,X000877.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X000807.SZ,X601991.SH,X600176.SH,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X600985.SH,X600219.SH,X000408.SZ,X300037.SZ,X600612.SH,X000629.SZ,X600688.SH,X600801.SH,X600096.SH,X002128.SZ,X600157.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.985532887687657,0.064857526426908,0,0,-0.0315083395614338,0,-0.0360982448506856,0,0,0,0,0,0,0,0,0,0,0.02446019355815,0,0,0,0,-0.186362740915892,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028253519654706,0,0,0,0,0.105935310742391,0,0,-0.115838351433764,0,0,0.275062811353104,0,0.0138310695433071,0,0.01882898433625,0,0,0,0,0,0
X600028.SH,0.512472490249445,0,0,0,0,0.0713297345996875,0,0,0.048158296158877,0,0,0,0,0.0706693636744168,0,0,0,0,0.0810677720754543,0,0,0,0,0,0.0555110805061076,0,0.0281542299751207,0.0668191615640798,0,0,0,0,0,0,0.0146815445828403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186344503311519,-0.0107221452634746,0,0,0,0,0,0
X601088.SH,0.083382142727556,0.043381378373208,0,0,0.108507869739438,-0.0130908328968494,0,0,0.231000958012754,0,0,0,0,0.0319034685204068,0,-0.0283102932131688,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0496407416320396,0.0278241720431939,0,0,0,0.17432073409421,0,-0.0917404884540023,0,0,0,0.00826960438760395,0,0,0,0,0,0,0,0,0,0,0,0,0.00156814427556747,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.199835975736541,0,0,0,0.0278945380234559,0,0.100709600030127,0,0,0,0,0,0,0.0242388271095915,0,0,0.00998001858086909,0,0,0,0,0.02052592234938,0,0,0,0.024629594122017,0,0,0,0,-0.0972302582726838,0,0,0,0,0,0.174958395994606,0,0,0,-0.0548344809241169,0.016667270864767,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.116736816173792,0,0,0.295491805454381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126820298900087,0,0,0.385440358162066,0,0,-0.240817233165019,0,0,0,0,0.101550172328355,0,0,0,-0.0382195978597217,-0.0253880572569444,0,0,0,0,0,0,0,0,0.0095936295125373,-0.0221575749547654,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0161918312272532,0,0,0,0,0,0,0,0,0.128645941211482,0,0,0,0,0.242966960629128,0,0,0,0,0,0.0724034291816203,0,0,0,0,0,0,0,0,0.216622335468428,0,0,0,0,0,0,0.292211073303517,-0.208979166454715,0,0,0,0.146493312056908,0,0,0,0,-0.111891491535595,0,0.00103275587970615,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0179441956103128,0,0,0,0,0,0,0,0,0,-0.0639803277041597,0,0,0.0575989266776676,0,0,0,0,0,0.073030244799503,0,0,0,-0.0253635990917889,0,0,0,0,0.0495314499202908,0,0,0,0,-0.118417878615061,0,0,-0.0843715428370889,0,0,0,0.603283987203687,0,0,0,0,0,-0.00614078425201143,5.42101086242752e-20,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0933798834492263,0,0,0,0,0,0,0,0,0.284009067538914,0,0,0,0,0,0,-0.0783859887228005,0,0,0,0,0,0,0.0196034690161054,0.500867468033426,0,0,0,0.116288937357176,0,0.055086606695018,0,0,0,0,0,0,0.194703512757139,0,-0.0881577898631877,0,0,-0.144993261347214,0,0,0,-0.0761864199711925,-0.0163112536433994,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.196071036184975,0,0,0,0,0,0,0,0,0,0.118613441698003,0,0,0,0,0,0,0,0,0,0,0.297858801296552,0.131008704843237,0.00580858913340372,0,0.0748582849630042,0,0,0,0,0,0,0,0,0.0461041670037488,0,0.0600510361547169,-0.0860703918719817,0,0,0,0,0,0,0,0,0,-0.00106587883006293,-0.00178527778334191,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0509528265624182,0,0,-0.125782281700493,0,0,-0.0770526535390054,0,0,0,0,0,0,0,0,0,0,0,0.0351068176726655,0.185327573717835,0.53271170863838,0,0.036486209144218,0,0,0,0,0,0,0,0,0,0,-0.0351001163980466,0,0,0,0,0,0,0,0,0,0.0772512348860867,0,-0.00846241915414874,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.113082921769345,0,0,0,0,0,0,0,0,0,0.14209764749762,0,0,0,0,0,0.080339452727502,0,0,0,0,0,0.0134104636313875,0,0.452079576413911,0,0.00177485511109738,0,0.026739915501421,0,0,0,0,0,0,0,0,0,0,0.0488327314008895,0,0.0938032471336153,0,0.0114184562649733,0,0,0,0,0,0,0,0,0
