,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X002466.SZ,X600795.SH,X300072.SZ,X600188.SH,X601992.SH,X600362.SH,X601991.SH,X002460.SZ,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000786.SZ,X000792.SZ,X600157.SH,X600027.SH,X600176.SH,X000408.SZ,X000553.SZ,X600339.SH,X600352.SH,X600219.SH,X000959.SZ,X600489.SH,X600808.SH,X002271.SZ,X000723.SZ,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X600549.SH,X002092.SZ,X000983.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.197084255011114,0,0,0,0,0.0112260905164915,-0.0248614850630604,0,0,0.0205424753802006,0,0,0,0,0,0,0,0,0.00716979294251374,0,0,0,0,0.0410396247346817,0,0,0.0154689696996793,0,0,0,-0.0403074321149837,0,0,0,0,0,0,0,0.0590266685380833,0.0908695526648446,0,0,0,0.0201611217110791,0,0,0.0227903478900722,0,0,0,0.00404068449750534,0,0,0,0,0,0
X600028.SH,0.198813417041285,0,0,0,0.130412188034657,0,0.0298233355656532,0,0,0,0,0,0.00851816788266063,0,0,0,0.0201604308050562,0,0,0,0,0,0,0.0103444421337147,0.0238017963381362,0,0,0,0,0,-0.0803923534043574,-0.00123134804919734,0,0,0,0,0,0,0,0.0282345988239414,0.0247854916299425,0,0,0,0,0,0,0.00329691690613302,0,0,0,0.00602497372705762,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0354603227184699,-0.132289179124561,0,0,0,0,0,0.917820381813614,0,0,0,0,0,-0.0120630741675477,0,0.197984111612932,0,0,0,0,0,-0.0842015943606353,0,0,0,-0.00212473560599078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654493749132817,0,0,0,0.0308878177843217,-0.0184227915199886,0,0,0,0,0,0
X600019.SH,0,0,0.0880541365827866,0,0,0,0,0.0615195660532309,0,0,0,0,-0.0768150621011145,0,0,0,0,0,0,0.0464651820873679,0,0.067697408666713,0,0.281753632627224,0,0,0.00679729927616148,0,0,0,0,-0.093423098582972,0,0,0,0,0,0,0.0509450514648512,0,0,0,0,0,0.154900613325852,-6.93889390390723e-18,0,0,0,-0.0669583745252485,-0.00774676451851994,-0.0122452659621165,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0899332479080787,0,0,0,0,0,0,0,0,0,0.107048386487836,0,0,0,0,0,0,0,-0.0212207144118429,-0.0638658955614535,0.0985864544117716,-0.0803047466177909,0,0,-1.38777878078145e-17,0,0,-0.15385770464923,0,0,0,0,0.128667727582327,0,-0.152671090261465,0,0,0,-0.151089774169318,-2.70872176158275e-05,0,0.231192120488959,0,0,-0.0250076883700732,0.040912446746006,-0.0548584621554138,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0427519187456926,-1.73472347597681e-18,0,0,0,0,0,0,0,0.143205586676298,0,0.155664658854756,0,0,0,0.0574895094056209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124284890012856,0,0,0,0,0,0.172169116934205,0.0178032914763296,0.0860031105324661,0,0,0,-0.00324959822251639,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.288167772105282,0,0,0,0,0,0,0.00324542692442237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223361004081281,0,0,0,0.159547288097033,0,0,0,0,0,0,0,0,0,0.117143827643745,0,0,0.219685549916641,0,-0.137716280228768,0.0573437814913786,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.26675965264224,0,0,0,0,0,0,-0.10090050630275,0,-0.0321190557874194,0,0.00947489408232553,0,0,-0.134876853901757,0,0,0,0,0.116906635253171,0,-0.218408403065371,0.0103659296612398,0,0,0.254475388135216,0,0,0,0.181796707143011,0,0,0,0,-0.21495840794077,0,0,0,0,0,0,0.230393141447091,0,0,0,0,0.0110083887836736,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0211104255086833,0,0.0219845912857206,0,0,0.0246726244362802,0.0488867832802305,0,0.0420109882542562,0.0960159448244445,0,0.0458386480653403,0,0,0,0,0,0,0,0,0,0,0,-0.00692642437530364,0,0,0,-0.0195270821236814,0,0.105873913644422,0,0,0,0,0,0,0.0720466245598415,0.0257155413037515,0,0,0,0,0,0,0.00868332195250997,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0664186454359817,0,0,0,0,0,0,0,0,0.538942203739647,0,0.0253573051135294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569137277367494,0,0,0,0,0,0,0.0259723557258643,0.0411200539825822,0,0,0,-0.0108647925545862,0.00321845949950364,0,0,0,0,0,0
