,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600583.SH,X600352.SH,X601158.SH,X000898.SZ,X000831.SZ,X000709.SZ,X000883.SZ,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X600660.SH,X000027.SZ,X000825.SZ,X000630.SZ,X002470.SZ,X600008.SH,X600549.SH,X600315.SH,X000629.SZ,X600021.SH,X600808.SH,X600578.SH,X600307.SH,X600098.SH,X601699.SH,X000983.SZ,X600863.SH,X000960.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.519106228273449,0,0,-0.0127493257579227,0,0,0,0,0,0,0.0940562214871561,0.101978799187921,0,0,0,0,0,0.0495882061007548,0,0,0,0,0,0.0440275963102264,0,0,0,0,0,0,0,0.0177708855562009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939540943607619,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.465052570302491,0,0,0,0,0,0,0,0,0.0267843889973059,0,0,0,0,0,0,0,0.422330716706492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135995609348572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399717930254942,-0.00892893080732276,0,0,0,0,0,0
X601088.SH,0.0464021005960591,0,0,0,0.00300708689095105,0,0,0,0,0,0,0.1884738358464,0.0675787558289656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202702738677593,0,0,0,0.132303437881853,0.439391623165457,0,0,0,0,0,0.000801374597509473,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.057184783342316,0,0,0.0839569517844603,0.116821681735191,0,0.112259342438452,0,0.0996638662544398,0,0,0.130543511713629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263993558323786,0,0,0,0,0,0,0,0,0,-0.00113742813794055,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185952264497674,0,0,0,0,0,0,0,0.153087651969935,0,0.167946577239912,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0109161333774737,0,0,0,0.0119437210077229,0,3.46944695195361e-18,0,0,0,0,0,0,0.239734922858981,0,-0.0055183833359928,0,0,0,0,0,0,0
X600585.SH,0,0.114172820714211,0,0,0,0,0,0.0567491902499036,0.0780650036838492,0,0,0,0,0,0,0,0.0238458835153321,0.00631780477092376,0,0,0.0819876122320711,0,0,0,0.00334596777981988,0,0,0,0,0,0,0.24808363200656,0.012790445029465,0,0,0,0,0,0,0,0,0,0,0,0.208282742898534,0,0,0,0,0,0,0,0.00317731556822042,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.112763907565167,0.0751519186483176,0,0,0,0,0,0,0,0,0,0,0,0,0.00173615195257036,0,0,0,0,0,0,0,0,0,0.0119131944318866,0,0,0,0.0224057599689858,0,0,0.154861571150676,0,0,0.00748746986680872,0,0,0.169834574301149,0.344005173419792,0,0,0,0,0,-0.00172676735761297,0,0,0,0,0,0
X600010.SH,0,0,0,0.0541158683218339,0.101296686588169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645094341773131,0.125287945196689,0,-0.000327869407959917,0,0,0,0,0,0,0,0,0,0,0,0.445572021577701,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00153047196086757,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0984674584166195,0,0,0.326475714781094,0.0981711870106244,0.0216187896633453,0,0,0,0.0581034005047355,0.0105134765135369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.231663534447174,0,0,0,0,0,0,0,0,0,0,0,-0.0244810409865264,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.157402128918623,0,0.23845427969541,0,0,0.0647865912271239,0,0,0,0.0371412214679951,0,0,0,0,0,0,0,0.13976386352203,0,0.0400434463085078,0,0,0,0.0386219481788302,0,0,0,0.0185839290786659,0,0,0,0,0,0,0,0.0242214658179627,0,0,0,0,0,0,0,0,0,-0.0368930980650894,-0.0354554724616413,0,0,0,0,0,0
X600795.SH,0,0,0,0.0670912640833921,0,0,0,0,0.286147626184122,0.181195195421375,0,0.115306075600979,0,0,0,0.122301111749388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383465110883769,0,0,0,0,0,0,0,0.0400548086194591,0,0,0,0,0,0,0,0,0,0,0,-0.0139955893922245,0,0,0,0,0,0
X600886.SH,0.0132173084926232,0,0,0,0,0,0,0,0.0749259757831043,0,0,0,-1.73472347597681e-18,0,0,0,0.110785533495832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241862955360164,0,0,0.195304156987589,0,0,0,0.134004984991127,0,0,0,0,0,0,0.0141481513286833,0,0,0,0,-0.0187399499996289,0,0,0,0,0,0
X600188.SH,0.30738795194465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233762980216608,0,0.265054545125342,0,0,0,0,0,0,0,0,0.125731665269218,0.121127616359007,0,0,0,0,0,0.0179992386708009,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0338940245643887,0,0,0.0167998682498452,0,0,0,0,0,0.0667519070772315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309044032191483,0.580690779273236,0,0.000803807106847132,0.0221221187799954,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0100737804979437,-0.00515623963079813,0,0,0,0,0,0
X600362.SH,0.0557743767318406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638642807679441,0.133755019314956,0,0.0568113072064799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984156535165355,0,0,0,0,0,0,0.0684481773300465,0,0,0,0.151070635254803,0,0,0,0,0,0,-0.00479083425018445,0,0,0,0,0,0
X600027.SH,0,0,0,0.487055283057612,0,0,0,0.0379026510502389,0.0825802794236727,0.102029297443204,0,0,0,0,0,0,0,0,0,0,0,0,0.0869289960073058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215207984910275,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.00860256969563421,0,0,0,0,0,0.254424537785873,0.112023657865613,0,0,0,0,0,0,0,0,0.0551372680035434,0,0,0,0,0,0,0,0,0,0.2501216505181,0,0,0.0113265263106337,0,0,0,0,0,0,0,0,0,0,0.192180904577821,0,0,0,0,0,0.012102096801868,-0.00661747053561508,0,0,0,0,0,0
X600688.SH,0,0.538136558622515,0,0,0,0.00862620123645879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0116598725882447,0,0,0,0,0,0,0,0,0.0804031187433434,0,0,-0.0555275394676874,0,0,0,0,0,0,0.209741217057339,0,0,0,0,0,0,0,0,0.00278519225631183,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.0269498628362708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107803211686731,0,0,0,0.225177234445666,0,0.111445449373405,0.0316904198348431,0,0,0,0,0.0528619362181197,0,0.0718946726700284,0.0448540862095126,0,0,0.114593328172429,0,0,0,0,0,0,0,0,0.178390273268164,0,0,0,0.0301586975641862,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105740745661697,0.0890505676537442,0,0,0,0,0,0,0.0987544137307856,0,0,0.00953554958820322,0.157621250547013,0,0,0,0,0,0,0,-0.0100531080421579,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.048874403612655,0.00667376956549272,0,0.13729008536186,0,0,0,0,0.0980698017526203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589271587889732,0,0,0,0,0,0.00385482033156401,0.0621660389690575,0.0467723491275373,0.0747337743314491,0.241968114716279,0,0,0,0,0,-0.00823706366546199,0,0,0,0,0,0
X600352.SH,0,0,0,0,-0.168495978606811,0,0,0,0,0,0.141439573277159,0,0.0149598179310611,0.0346040980455527,0,0.180479510822028,0,0,0,0,0,0,0,0,0,0,0,0.0918292912389813,0.295863196014606,0,0,0.112381639870177,0,0,0,0,0,0,0,0,-0.180203910456086,0,0,0,0,0,0,0.00963537929277269,0,0,0,0,-0.0249683409865412,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,-0.158555189394133,0,0,0,0,0.0823828429901543,0,0.0730687532506911,0,0,0,0.0489531942590851,0,0,0,0,0,0,0,0,0,0,-0.0333817218914092,0,0,0,0,0,0.155690173834973,0,0,0.450269352840578,0,0,0,0,0,0,0.0966548339356909,-0.0954152910502965,0,0,0,0,0,0,0,-0.0100542272639001,0,0,0,0,0,0
X000898.SZ,0,0,0.073734013820949,0.00185553005782103,0.112401533367188,0,0,0.0650173382047772,0,0.134472073405237,0,0,0.0126577487806271,0,0,0,0,0,0,0,0,0,0,0,0,0.225037356565996,0,0,0,0,0.0612791506847253,0,0,0.112254354836136,0,0,0,0,0,0,0,0,0,0.0232509086631234,0,0,0,0,0,0.0616994026320891,0,0,0,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0276350753392948,0.107970226411206,0,0,0,0,0.0116551600721733,0.0381905168236952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222118285205202,0,0.03843753333003,0.282369848449216,0,0,0,0,0,0,0,0.0121744364179054,0,0,0,0,0,-0.00761752327318581,-0.00867424817565896,-0.00192934220031526,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0519720109530421,0,0.017235512753258,0,0,0.0276090159524765,0,0,0.0654354231469672,0,0,0,0,0,0,0,0.0204414547419012,0,0,0.495326850691596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828470936702222,0,0,0.0829513329422168,0,0,0,0,0,0,0,0,0.00122356184580111,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0.0622921099951062,0,0,0,0,0.0260333644683581,0,0,0,0,0.0110272261530596,0,0,0,0.0478473479541965,0,0.12220980349233,0,0,0.0582183026399988,0,0,0,0,0,0,0,0.117959772583409,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0527116133128058,0,0,0,0,-0.018424222826731,0,0,0,0,0,0
X002353.SZ,0,0,0,0,-0.0547352722769523,-0.0857894754650956,0,0,0,-0.0907695110738196,0,0,0,0,0,0,0,0,0,0,0,0.076165757894824,0.046490297769022,0,0,0,0,-0.0491912571437817,0,0.157567421518706,0,0,0,0,0,0.114301701871123,0.225740921302394,0.186284198512137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134021842792738,0,0,0,0,0,0
X600489.SH,0,0.0231454389538451,0,0,0,0,0,0,0,0.0966940308119125,0,0,-0.112602058213064,0,0.171361147446596,0,0,0,0,0,0.0377114591649015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402690833226752,0.0397163795886971,0,0,0,0.00700451844165772,0,0,0,0.186613458681072,0,0,0,0,0.0417958735095519,0,-0.0142500294194591,8.67361737988404e-19,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0.160453295925308,0,0,0,0,0,0,0,0.154429592833864,0,0,0,0.101043943203148,0,0,0,0,0,0,0,0,0.215654272690375,0,0,0,0,0,0,0,0.0702359421996315,0.140844335502858,0,0,0,0,0,0,0,0,0,0,-0.00651487202622839,0,0,0,0,0,0
X600660.SH,0,0,0.0958718242410126,0,0,0.098460205441323,0,0.0749272408453291,-0.131067127732525,0,0,0.07260680019153,0.0164917556344179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497991155414775,0,0.133210487936156,0.167497113893773,0,0,0,0,-0.0225622677372291,0.0317746043760931,0.136411752287222,0,0,0,0,0,0,-0.00564753139234736,0,0,0,0,0,0
X000027.SZ,0.136124299640918,0,0,0,0,0,0,0.0811781866371504,0,0,0,0,0.0790777975471198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162152795359441,0,0,0,0,0.0853631556310721,0.0318660148609625,0,0,0,0,0,0.0906692928724307,0,0.0706771215544259,0,0,0,0,0.158146197696482,0,0.0196432870027218,0.00896625152328499,0,0,0,0,0,0
X000825.SZ,0,0,0,-0.0664447135638057,0,0,0,0.194429254417677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062819646123135,0.428650627327685,0,0.110273381727203,0,0,0,0,0,0,0,0,0,0.0442000872802198,0,0,0,0,0,0,0,0,0,0,0,0,0.0307550605325632,0.051990099087079,0,0,0,0.0621194243848655,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.324966009960151,0,0.448372849983822,0,0,0,0,0,0,0,0,0,0.182556937121259,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0710097879258337,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0352827137727151,0.0102116623638944,0.00619513831565878,-0.0364649804033244,0,0,0,0
X002470.SZ,-0.105339166364206,0,0,0,0,0,0.0102549349176564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144931666530404,0,0,0,0,0,0,0,0.226947147813347,0,-0.0224639962885796,0,0,0.00112994568725247,0,0,0,0,0,0,0.0432679946842478,0.049283679171786,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0353451843871274,-0.0118516804065146,0,0,0,0,0,0
X600008.SH,0,0.117217636496342,0.237989125735747,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0347805486128598,0,0,0,0,0,0.132086263029091,0,0,0,0.435565234008911,0,0,0,0,0,0,-0.0117773702412492,0,0,0,-0.0213561631252435,0,0,0,0,0,0,-0.00477942989561875,0,0,0,0,0,0,0,0,0,0,-0.0118079498443771,0,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0.0603016323786547,0.089680043228816,0,0,0,0,0,0.222305319037994,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0361127574663843,0,0,0.0541161638484795,0,0,0.0401327883729222,0,0.0259678265291802,0,0,0,0,0,0,0,0,0,0.0365585811656972,0.0630919464067505,0.0822274470080199,0,0,0,0,0,0,0.0011459568536136,0,0,0,0,0,0
