,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600309.SH,X600886.SH,X600111.SH,X600489.SH,X600299.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X000959.SZ,X600339.SH,X000723.SZ,X600583.SH,X002466.SZ,X000408.SZ,X600098.SH,X600352.SH,X000883.SZ,X000630.SZ,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X000983.SZ,X600021.SH,X002092.SZ,X002470.SZ,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.373136654081785,0.0244679207460885,0,0.063895543464727,0,-1.0842021724855e-19,0,0,0,0.0108751697674813,0,0,0,0,0,0,0,0.026752241505631,0,0,0,0,0,0,0.0437211554629443,0,0,0,0,0,0,0.0286344730646973,0,0,0,0,0,0,0,0.11253238817603,0,0,0,0,0,0,0,0,0,0,-0.00364472473199017,0,0,0,0,0,0
X600028.SH,0.631921791488728,0,0,0,0,0,0.259341611269597,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212594110019187,0,0,-0.0027108235369288,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0437388002037669,0,0,0,0,0,0,0,-0.0329408373987575,0,0.0230197315663076,-8.67361737988404e-19,0.0366615759306352,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.171276215249265,0,0.131788179495895,0,0.0616923559810617,0,0,0,0,0.0926195731736969,0,0,0,0,0.11078269875215,0,0,0,0,0,0.0881736878221513,0,0,0,0,0,0.0771154195951594,0,0,0,0,0,0,0.0627537203378123,0,-0.168068033457763,0,0,0.0834193136862875,0,0.0283236580124098,0,0,-4.33680868994202e-19,0,0,-0.00759830194438066,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.050260917326845,0.0425785218065077,0.346412116272634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843795505924702,0,0,0,0,0,0,0,0,0,-0.0425053391163727,0,0,-0.0587661558014463,0,0,0,0,0,0,0.0601764820125654,0,0,0,0.0641678379480743,-0.0343634204276369,0.0404282300898633,0.012124168289288,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.317734779224101,0,0,-0.079864492097212,0,0,0.134749200354307,0,0,0,0,0,0.147983093412761,0,0,0,0.0941788586214432,0,0,0.0383439764260317,0.00148256813540644,0,0,0,0.0259711523746732,0,0,0,0,0,0,0,0,0,0,0,0,-0.135359259075665,0.189341999044279,-0.138980153161254,0,0,0.158266647559691,-4.33680868994202e-19,-0.0206720131334594,0.0357114699292455,-0.346174961397132,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.104821747528469,0,0,0,0,0,0,0,0,0,0.0305142709123357,0,0,0,0,0.20985427655311,0,0,0,0.0454440255419257,0,0,0,0,0,0.00772563472312641,0,0,0,0,0.0867463103609171,0,0,0.0838365215097031,0,0,0,0,0.0130776458340313,0,-0.0172846261532414,0,0,0,0,0,0,0
X600585.SH,0,0.357948992173289,0,0,0.0442543924968616,0,0,0,0,0.0632559997142953,0,0,0,0,0,0,0,0,0,0.138268968192536,0.202635146872852,0,0,0,0,0.191784577896291,0,0,0,0,0,0.0205941424594182,0,0,0,0,0,0,0.0605356547157491,0,0,0,0,-0.0482020077207096,0.0313904450860684,-0.0263574595278326,0,-0.0791334684472555,0,-0.163640880919096,-0.0122161150516331,0.00473230256322492,0,0,0,0,0,0
X601898.SH,0,0,0.256015509713358,0,0,0,0,0,0,0,0,0,0,0,0.247298496013025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286713882223525,0,0,0,0,0,0,0.214848601485521,0,0.0293681447943989,0,0,0.0518947027183346,-0.000987090611901512,-0.00631324464760844,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.00436764513440583,0,0,0,0,0,0,0.158220647736549,0,0,0,0,0,0.0469521035100955,0,0,0,0.00438213474697822,0,0.120166725011892,0,0.0227092073620362,0,0.365968881947885,0,0,0,0,0,0,0,0,0,0,0,0,0.0501056493714417,0,0,0,0,0.00959126383837129,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119223958952813,0,0,0,0,0,0,1.02805946744797,0,0,0,0,0,0,0,0,0,0,0,0.0605513797958198,0,0,0,0,0,0,0,-0.0400921940182206,0,0.171511523459953,0,0,0,-0.016972906366841,-0.0163433197474645,0,0,0,0,0,0,0
