,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X601992.SH,X002075.SZ,X601158.SH,X000539.SZ,X600309.SH,X000898.SZ,X600352.SH,X000027.SZ,X600021.SH,X002353.SZ,X002470.SZ,X000883.SZ,X000629.SZ,X000792.SZ,X600660.SH,X000878.SZ,X600808.SH,X600863.SH,X601918.SH,X600307.SH,X600578.SH,X000060.SZ,X600098.SH,X000825.SZ,X600489.SH,X600008.SH,X600315.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.79356166087192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813091908903275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206476122505419,0,0,0.0383869031442032,0,0,0,0,0.121181862524945,0,-0.0819264607921197,0,-0.0162823329320779,0,0,0,-0.192902863269322,0,0
X600028.SH,0.425184045315531,0,0,0.181586264875557,0,0,0.119300443946184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02778133410524,0.0226786373694758,0,0,0,0,0,0,0,0,0,0,0.00750209582616408,0,0,0,0,0,0,0
X601088.SH,0,0.273898772394988,0,0.0460684929666784,3.46944695195361e-18,0.00357143990368229,0.118130501407565,0,0,0,0,0,0,0,0,0,0.0582545587544416,0,0,0.0433101377086479,0,0,0,0,0.0649807184458217,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0645810449973377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00480803299568404,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.197773930538645,0,0,0,0,0,0,0.0792951106673434,0,0,0,0.0140548923152131,0,0,0,0,0.00464503495647688,0,0,0.0357180201609962,0,0,0,0,0,0,0,0,0,0,0.010877205312213,0,0.00800749408869471,0,0.411676130697265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.107300145598497,0,0,0,0,0,0,0,0,0,0.102862461741643,0.0806343002771976,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.285373499985346,0,0,0,0,0.0799706208120589,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0211916821971888,0,0,0,0,0,0
X600019.SH,0.0151592551470075,0.0362394312217467,0.182935111168348,0.249843275377502,0,0,0,0,0,0,0,0,0.0660404946601891,0,0.0953956816037879,0,0,0,0,0,0,0,0,0,0,0.276566470249662,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00423230273848164,0,0,0,0,0,0
X601898.SH,0,-0.0525404541370395,0,0,0,0,0,0,0,0,0.226354364272675,0,0,0,0,0,0.335756612944281,0,0,0.307146470800525,0,0,0.111384753572599,0,0.0290763195323645,0,0,0,-0.0693799206132227,0,0,-0.0295323087692303,0,0,0,0,-0.0385271958061098,0,0.0389293314668299,0,0.129706469791316,0,0,0,0,0,0,0,0,-0.0342886389666356,0,0,0,0,0,0,0
X600585.SH,0.0841460006682778,0,0,0.0665860576042724,0,0.0547388789982963,0,0,0,0,0.138277747301015,0,0,0,0,0,0.018553748869508,0,0.0335048755763628,0,0,0,0,0,0.0480144384377571,0,0,0.019633918359149,0,0,0,0,0,0,0.229983719308137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107136880664001,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0718322790200027,0,0.0532580157587206,0.0765654990104569,0,0,0,0,0,0.023378356354834,0,0,0,0,0,0,0,0,0.19687894022968,0,0,0,0.187995674440997,0,0,0,0,0.0979414738506297,0,0,0.156723794162626,0,0,0,0,0,0,0,0,-0.000322866353256773,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.154338373679958,0,0,0,0,0.104233030481934,0,0.0101337724633321,0,0.251910445020171,0,0,0,0,0,0,0,0,0.0778888889044897,0,0,0,0,0.0384216037806508,0,0,-0.0717565886557853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00522317561650389,-0.0384205150927594,0,0,0,0,0,0
X601600.SH,0,0,0,0.0102647352385248,0,0,0.0638636211928569,0,0,0,0,0,0.0520278830785302,0.157716914642671,0,0,0,0,0.0594071935866312,0,0,0,0,0,0,0.0708414878011207,0,0.0546543812743767,0,0,0,0,0,0,0,0,0.0380386703194481,0.0619921605469092,0,0,0,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X601991.SH,0,0,0,0.107904111079513,0,0.0256692684999704,0.198197567294737,0,0.242198785901659,0,0,0,0,0.0675768290436164,0,0,0.0549611843032419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051271295204539,0,0.0247333764327932,0,0,0,0,0,0,0,0,0,0,0,-0.0104426955605938,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.193183495691533,0,0,0,0,0.0102861745404635,0,0,0,0,0.0927534216745217,0,-0.0280086219378195,0,0,0,0,0,0.0210224089353926,0,0,-0.0522697026618283,0,0,0,0,0,0,0,0.507647242641591,0,0,0,0,0,0,0,0,0,0,-0.010998976967566,-0.00710817967759007,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0614642113892311,0,0,0,0.15704029342963,0.104647316252629,0,0,0,0,0,0,0,0.0131314199772227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260013543808595,0.0706749470103427,0,0.0641154669675475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0.26391062428918,0,0,0,0.05760971162097,0,0,0,0,0.131003053430374,0,0,0,0.182133910302686,0,0.161024850341311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014861397318383,0,0,0,0,0,0,0,0,0.0195741385998533,0,0,0,0,0,0,0.232206203019069,0,0,0.0225918610793951,-0.0451374368402255,-0.0377834602918139,0.0424592876961484,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0214199853534711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156429445304751,0,0,0,0.0849748145533498,0,0,0.10191946337171,0,0,0,0,0,0,0,0,0,0.168048197882016,0.0164565332817564,0.0288650555417918,0.0365794942528175,0,0,0.0265478855438903,0,0,0,0,-0.00953281981158714,-0.0647266386480291,0.0341148157304552,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.488941802801459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,3.46944695195361e-18,0.106966005994017,0.0318395364452691,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0.0239623525636869,0,0,0,0,-0.0250387304733833,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.137477981661771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165371996996966,0,0,0,0,0.107186632531795,0.0232227104744054,0,0,0,0.230010943258315,0.0437980526040573,0.0502824873491413,0,0,0,0,0,0.138857851570418,0,0,0,0,-0.0134236411475334,-0.0401879643549712,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0501201961923019,0,0.227312303074064,0,0,0,0.134100221578301,0,0,0,0,0,0,0.0751685971305748,0,0.00735914695744249,0,0,0,0,0,0.0268407570582958,0,4.33680868994202e-19,0.0218293491405928,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17417884289518,0,0,0,-0.018333843770825,-0.00551194016714441,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.228825146687149,0,0,0,0.286384144103295,0,0.0714679832037211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242950684777718,0,0,0,0.160116407871437,0,0,0,0,0,0,0,-0.00694501602333181,-0.0201226952476888,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0.0727631981669031,0,0.0187831126725908,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.169607779472819,0.0663181699753662,0.020667817849038,0,0,0,0,0,0,0,0,0.0912093139908247,0.231188087559265,0.111977652680671,0,0,0,0,0,0,0.0427644561086038,0,0,0,-0.0038117766282304,-0.0158462061117441,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.607494034481652,0,0,0,0.158488920785815,0,0,0,0.169048851525024,0.098778962800418,0,0,0,0,0,0,0.155684842467904,-0.0116506614972854,0,0,0,0,0,0,0,0.151333388735563,0,-0.00267918030486584,0,0,0,0,0,0,0
