,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X600019.SH,X002466.SZ,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X000708.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600795.SH,X000983.SZ,X600362.SH,X601699.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X000786.SZ,X000629.SZ,X600995.SH,X000807.SZ,X600160.SH,X000933.SZ,X000408.SZ,X600219.SH,X600096.SH,X600489.SH,X600378.SH,X000723.SZ,X002080.SZ,X000831.SZ,X000932.SZ,X600348.SH,X600801.SH,X600985.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0106455796228735,0,-0.0367848306084892,0,0,0.161734675058233,0,0.0199758804374973,0,0,0,0,0,0,0,0.0576878520588785,0,0,0,0,0,0,0,0,0,0.0423693141275747,0,0,0,0,-0.0113778046132352,0,0,0,0,0,0,0.0691465517602716,0,0,0.00239564223197445,0.00465752673898914,0,0,0,0,0,0
X600028.SH,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.120186684670505,0,0,0,0,0.0838037684466806,0,0.0344269436887608,0,0,0.0881954098970708,0,0,0,0,0,0,0,0,0.0232410388507665,0,0.00584469784056402,0,0,0,0,0,0,0,0,-0.0116112610043669,0,0,0,0.035432109656342,0,0,0.104701860980574,-0.0387074203723921,0,0.0037780604202592,0.00636927972338101,-0.0848933968752355,0,0,0,0,0
X601088.SH,0,0,0,0,0.0367565173066326,0,0,0,0,0,0,0.148767799055619,0,-0.00128699383039027,0,0,0,0,0,0,0,0,0.0112515399448764,0,0,0,0.12439923599025,0,0.0673171999290161,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497975124057173,0,0,-0.032530379590508,0,0.0148477166247398,0,0,0,0,-0.0182302618953882,0.0327474455699659,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0188158091084591,0,-0.155915276055661,0,0,0.20052218425677,0,0,0,0.231994069635462,0,0,0,0,0.207942995860088,0,0,0,0,0,0,0,0,0.168091467302446,0,-0.0138973826905412,0,0,0,0,0,0,0,0,0,0,0,0.18913470436817,0,0,0,-0.0222948286659456,0,0.0267159793094972,-0.0215578403590891,0,0,0,0,0,0
X600188.SH,0,0,0,-0.136258787080904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198409013303269,0,0,0.145717901515538,0,0.148175863969947,0,0,0,0,0,0.0470806716030017,0,0,0,0,8.67361737988404e-19,0,0.0401958334338147,0,0,-0.0662678553719848,0,0,0,0.497062644062878,0,0,-0.0349343631495697,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0312707807695965,0,0,0,0,0,0,0,0,0.0766397513686254,0,-0.0207672285632488,0,0,0,0.31259896985215,0,0,0.0216750827862132,0,0.0228708974858388,0.0092562977388134,0,0,0,-0.032922822244351,0,0.149097984208392,0,0,0.0179929667894113,0,0.109682923676167,0,0,-0.080811407018586,0,0,0,0,0,0,0,0.185248761952399,0,0,0,0,0.00232956615851348,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0190864571006924,0,0,0,0.618083463606665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279010113894016,0,0,0,0,-0.0183625968752083,0,-0.0453461061935,0,0,0,-0.0183839514980764,0,0.179082687796837,0,0,-3.46944695195361e-18,0,0,0.0482778235792932,0,0,-1.38777878078145e-17,0,0,0,0,0.0102681247481611,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.105179452569827,0,0,0,0,0,0.152523092685167,0,0,0,0,0.159064466662802,0,0.131842954065994,0.0376578794404427,0,0,0,0,0,0,0,0.188974637295355,0,0,0,0.0261841787604504,-0.0370937168351483,0,0,0,0,0,0,0,0,0.0140027531023373,0,0,0,0.201900205997797,0,0,0,0,0.0290750126377573,0.0102369802046902,-0.0146144786472141,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.00641404590283369,0,0.567172654854389,0,0,0.0936728570476516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324000695853935,0,0,0,0,-0.00659016396853964,0,0,0,0,0.193959938256959,0,0,0,0,0,0,0.0966343884166134,0,-1.38777878078145e-17,0,0,0,-0.147497492451814,0,0,-0.0348134291419569,0.00108142782914469,0,-0.059731553351768,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.334109887265463,0,0.159251791644653,0,0.0274724444130791,0,0,0,0,0,0,0,0,0.167664321276614,0,0,1.73472347597681e-18,0,0,0,-0.025222378016263,0,0,0,0,0,0,0,0,0,-0.0642814337792981,0,0,0,0,0,0,0,0.0102456802773497,0,0.0520337592513392,0,0,0,0,-0.00860016723513713,-2.71050543121376e-20,-0.177956180459551,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137449194694562,0,0,-0.00109294996258142,0.0479732713228198,0.029010143418062,0,0,0,0.112783725401432,0.583815329585291,0,0,-0.193857373727032,0,0,0,0,0,0,0,0,0.108491403340244,0,0,0,0,0,0,0,0,0,-0.0390695308948015,0.0516136101862234,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.178421272100891,0,0,0,0,0,0,0,0,0,0,0,0.0701658241613748,0,0,0,0,0,0,0,0.120114453716972,0,0.0562268135835513,0,0,0,0.0391799493353444,0,0.0752184914092922,0,0,0,0.0260301094256285,0,0,0,0,0,0,0,0.131021189235975,0,0,0,0.0902167357793337,0,0,0.0122416951190856,-0.014183394278525,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.107410353947623,0,0,0,0,0.0966718344991765,0,0,0.279331044905848,0,0.0424500346639882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110858945317277,0,0,0,0,0,0,0.028423469914624,0,0,0,0,0.210665950482064,0,0,0,0,0,0,-0.000450965803779364,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499591624732136,0.124727712141554,0.224175825793994,0,0,0,0,0,0,0,0,0,0.0183255129127267,0,0,0,0,0.445805634101106,0,0,0,0,0,0,0.269775064914934,0,0,0,-0.458745485563585,0.0715092249845947,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27542673881791,0,0,0,0,0.0402968084936749,0,0.0747117578606132,0,-0.0441282687216186,-0.0479988827613581,0,0.0441209214306324,0.0735571798143024,0,0,0,0,0,0,0,0,0.0235022533557482,0,0,0,0,0,0,0,0.125135534149368,0,-0.00582524580430156,0.0110364649025373,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16519284342772,0,0,0,0,0,0,0,0.123247905428349,0,0,0,0,0,0.018888945860969,0,0.0942718423392298,-0.0479947947641748,0,0,0,0,0,0,0.0256417121585554,0,0,0,0,0,0.0197355460556648,-0.0127824578230148,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0669032112562947,0.218603324182312,0,0,0,0,0.0942387461227073,0.27061265708813,0,0,0,0.0249662296969916,0,0,0.0256380309880473,0,0.150441704252389,0,0.0282276220830052,0,0.0342208260418548,0.023940815082836,0,-0.0573934448223148,0,0,0.0763329358557256,0,0,0,0,0,0,0,-0.00536811345402129,0,0,0,0,0,0
