,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X000877.SZ,X600011.SH,X600010.SH,X000708.SZ,X600188.SH,X601600.SH,X000301.SZ,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X600219.SH,X000786.SZ,X600803.SH,X002080.SZ,X601991.SH,X600795.SH,X000408.SZ,X600027.SH,X600688.SH,X300073.SZ,X300037.SZ,X002353.SZ,X600352.SH,X000807.SZ,X002326.SZ,X000825.SZ,X600801.SH,X600489.SH,X600516.SH,X600486.SH,X000630.SZ,X600157.SH,X000959.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0428874366881663,0,0,0.0374509693719428,0,0.0232024146093541,0,0.156570731786161,0,0,0,-0.108910118149475,0,0,0,0,0,0,0,0,0,0,0.140602238835941,0.0955977264595893,0,0,0,0,0,0,0,0,0,0.0486449485872669,0,0.22794651224042,0.0197488426534924,0,0,0,-0.0109211162733782,0,0,0,0,-0.0198841413886373,0,0
X600028.SH,0.191481379697893,0,0,0,0,0,0,0,0,0,0,0,0,0.0160995395930606,0,0,0.0309234632770777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635838790317261,0.0854718302542914,-0.024048383821051,0,0,0,0,-0.0219250867302587,0,0.047872183783969,0,0,0,0.0282326477951316,0,0,0,0,-0.0339203639057372,0.00621510451726245,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.021584758307422,0,0,0,0,0.0135814397029219,0,0,0.249408205203244,0,-0.136087651861784,0,0,0,0,0,0.0557930123973741,0,0,0,0,0,-0.0106662497648486,0,0,0,0.22866867447608,0,0,0.142781392036671,0,0,0,0,0,0,0,0,0,0,0.0718765477520799,0,0,-0.00928151950781063,0,0,0,0,-0.013728538262409,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0597882301376048,0.155273368343785,0.114008797631587,-0.0801457431510851,-0.00642924808524762,0,0,0,0,0,0,0,0,-0.0661045014054769,0,0,0,0,0,0,0.108944797731122,0,0,0.0623071408393467,0,0,0,0,0,0,0,0,0,0,0,-0.0348887225979905,0,0.0516792863564871,0,0.118411123644021,-0.0408452402403679,0,-0.00160664148558319,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0863238348132524,0,0,0.134173780255415,0.00756881796599006,0.052480736856982,0,0,0,0,0,0,0,0,0.265707082771889,0,0,0,0.0522271523493068,0,-0.04999085726913,0,0,0,0,0,0.00895510650142481,0,0,0,0,-0.125425450681774,0,0.242037285855908,0,0,0,0,0,0.00797755263341452,0,0,-0.01047303120779,0,0,0,0,-0.0338213733541806,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.514254498741078,0.25195291519437,0,0,-0.0162422745354024,0,0,0,0,0,0,0,0,0,0.0757465649051615,-0.0470282651071134,0,0,0,0,0.0253989494712262,0,0,0.0135430348276844,0,0,0,0.300200075679776,0,0,-0.0786636512223316,0,0,0,0,0,0,0,0,0,0.169630430790696,0,-0.00608219360362955,0,0,0,0,-0.0679801304600397,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.023923818193099,0.381091699159072,0.239341925067812,0,0,0,0,0,0,0,0,0.187637559151535,0,0,0,0,0,0.103304971011234,0,0,-0.150495853748681,0,0,0,0,0.184637739005199,0,0,0,0,0,0,0,-0.0364273473438114,0,0,0,-0.0348292604617872,0,0,0,0,0,0,-0.0544555003941812,0.0875524055100557,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040696911045091,0,0,0.0361387176218242,0,0,0,0.0225454799518387,0,0,0.0535683260071825,0,0,0,0,0,0.0254216677560501,0,0,0,0,0,0,0,0,0,0.103391983185539,0,0.0360237119978759,0.0390188954664425,0,0,0,0,0,0.0621755309127495,0,0,0,0.0209607302552353,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.53776713402358,0,0.0706893160864679,0,0,0.297230764941877,0,0,0,0.207759244545502,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.131468785383582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398362187803736,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.451989271935064,0.166082937682898,0,0.072561593681413,0,0,0,0,0,0,0,0,-0.0303020299610786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211291753358752,-0.0730680748239214,0,0.161120311281927,0,0,0,0,0,0,0,0,0,0,0,0,0.0530063461142889,0,0,0.0303194983325124,-0.000749155178797745,0,0,0,0,0,0
