,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600352.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X600516.SH,X002466.SZ,X600111.SH,X000990.SZ,X600176.SH,X002460.SZ,X000723.SZ,X000709.SZ,X600299.SH,X000786.SZ,X600801.SH,X600219.SH,X002271.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X000825.SZ,X000553.SZ,X600583.SH,X002110.SZ,X000883.SZ,X600339.SH,X000630.SZ,X600157.SH,X000539.SZ,X000027.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0324702745686285,0.0354845531975767,0,0,0,0,0,0,0,0,0,0,0,-0.0193558941672358,0,0,0,0,0.0440810611497095,0,0.0637972532469067,0,0.0713511785824811,0,-0.00328242755131702,0,0,0,0,0,0,0,0,0,0,0,0,0.00988524981941427,0,0,0.0494049717628055,0,0,0,0,0.106961792878627,0,-0.000912278564322355,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0333444289376091,0.0167292949246612,0,0,0,0.310447420005792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145240676179144,0.0545925272615623,0.0681921982983683,0,0.226782740735034,0.105455198662229,0,0,0,0,0.156977077796682,0,0,0,0,0,-0.0322825852923144,-0.0360204523495445,0,0,0,0.0451789755586853,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.259417786148762,0,0.0777126593113246,0,0,0,0,0,0,0,0,0,-0.17511784538729,0,0,0,0,0,0,0.0400224381082108,0,0,-6.93889390390723e-18,0,0,0,0,0.126489033195898,0,0.0293949765734947,0,0,0,0,0,0,0,0,0,0,0,0.0679410079858051,0,0,0,0,0.0152262951199839,0,0,0,0,-0.064323627367856,0,0
X600585.SH,0,0,0,0,0.016621547509952,0.128059571528913,0,0,0,0,0,0,0,0,0,0,0,-0.014347749732829,0,0,0,0,0,0,0,-0.0290833440415111,0,0,0,0,0,0,0.432210555883048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00380387565804735,0,0,0,0,0,0,0
X600019.SH,0,0,0.0160091517288758,0,0,0.0445360944276362,0,0,0,0.0710370737427142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106090541971912,0,0.0647940766692234,0,6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246635069411134,0,0,0,0.0569531773125465,0,0,0,0,0.00222150028315427,0.00682715212446632,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525554232146524,0,0,0,0,0,0,0,0,0,0,0.09544333967503,0,0,0,0.330102804206429,0,0.12830685315126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340724871923428,0.0796829959803804,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444551706778116,0,0,0,0.569455837972847,0,-0.121681241772935,0,0,0,-0.0118917663977262,0,0.0672435104685238,0,0.0260281021855192,0.0915025265834367,0,0,0,0,0,0,0,-0.0811041732750604,0,0,-0.0748612475595425,0,0,0.00814195816778466,0,0,0,0,0,0,0.0136518239253314,0,0,0,0,0,0
X600010.SH,0,0.0956598571414083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138578170431736,0,0,0,0,0.0931876548263592,0,0,0,0.303028814438991,-0.0590166143716936,0,0,0,0,0,0,0,0.343896922373657,0.0116824137439748,0.054269780220871,0,0,0,0,0,0,0,0,0,0.00956531469177617,0,0,0,0,0,0,-0.006871466548152,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0310241459640267,0,0,0,0,0,0,0,0,-0.0969913141794482,0,0,0,0,0,0,0,-0.0289980032876652,0.00302913552673484,0,0,-0.00537916494492734,0,0,0,0,0,0,0,0.980643913266418,0,0,0,0,0,0,0,0,0,0.0500070588763645,0.0192966248019356,-0.0419875538200721,-0.0408697356699983,-0.0637190031799319,0,0.00853169101468744,0,0,0,0.00361520622889741,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178950804307832,0,0,0,0,0,0,0,0,0.117569115636825,0.0215979442473178,0,0.074675846307115,0,0,0,0,0,0.039893750693593,0,0.12547165246277,0,0,0,0,0,0.0537154553079958,0,0,0.0092807963212082,0,0.0202592926813152,0,0.153280571120701,0,0,-0.0271303507736818,-0.00384036406826141,0,0,0,0,0,0
