,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X600516.SH,X002271.SZ,X600176.SH,X000898.SZ,X600299.SH,X002460.SZ,X000709.SZ,X600426.SH,X601158.SH,X600612.SH,X002466.SZ,X000629.SZ,X000883.SZ,X600219.SH,X002353.SZ,X000027.SZ,X600583.SH,X000630.SZ,X000553.SZ,X000825.SZ,X601699.SH,X000401.SZ,X600985.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.15882867892714,0,0,0.0717684807038212,0,0,0,0,0.00565580219576782,0,0.0408392721732389,0,0.0731921802647507,0,0,0,0,0,0.0152573943002627,0.0891214365204079,0,0,0.0104641207975925,0,0,0,0,0,0,0,0.000172716947928899,0,0,-0.00722163704116693,0.00990597221007825,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0698858676285705,0,0,0,0,0,0,0,0,0.0666580827726374,0,0,0,0.0241045962497242,0,0,-0.0456871753550577,0,0,0,0,0.059987460238382,0,0,0,0,0.0603303852673818,0,0,0,0,0,0,0,0,0,0.0238707324261203,0,0,0,0,0,0,0,0,0,0,-0.0280576611680156,0.0253749677184777,0,0,0,0,0,0
X601088.SH,0,0,0,0.254835259079031,0,0,0,0,0,0,0,0,0,0.171407273548867,0,0,0,0.065522291482961,0,0,0,0.0181231229603827,0,0,-0.00664464931664229,0,0,0.103492372536272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148523177330359,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0327314547047243,0,0,0,0,0,0,0,0.0240269471874474,0,0.3827562819249,0,0,0,0,0,0,0,0.299644234570721,0,0,0,0,0,0,0,0,0,0.0283449659703629,0,0,-0.0243217837192182,0,0,0,0,0,0,0.0287348322013491,0.0281481072766546,0.0335477328369427,0,-0.0140352716688091,0.0205988873777409,0,0,0,0,0,0
X600309.SH,0,0,0.0183906909031609,0,0,0,-0.0503478488207638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538006436985488,0,0,0,0,0.213584536124875,0,0,0.108865197782019,0,0.122526546929424,0,0,0,0,0,0,0.106900197777267,0,0,0,0,0.156581982798763,0,0,0,0,0,-0.00623754918938635,0,-0.00569240587075345,0.0147743635682464,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0201071220317533,0,0,0,0.178496760793199,0,0,0,0.143441727134081,0.00786069527464082,0,0,0,0.0558636305748674,0,0,0,0.00524679797667681,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0507188156190478,0,0,0,0,0,0,0,0.107705573768191,0,0,0,0,0,0,-0.0166440751593442,0.0281068341175738,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.508798081195607,0,0,0,0,0,0,-0.134579756699852,0,0,0.195287204381644,0,0.704353629829876,0,0,0,0,0,0,0,0,0,0,0.105958925312618,-0.0347698282686065,0,0,0,-0.075921098693625,0,0,0,0,0,0,0,0,-0.180486467943921,0,-0.0569409624545862,0.0360455905754746,0,0,0,0.0457322348913466,0,0
X600011.SH,0,0,0,0,0,0,-0.0735504102635391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512249077858048,0.0980785785930643,0,0,0,0,0,0,0,0,0,0,0.0841089127193929,-0.0219360753988615,0,0,0,0,0.231582419253515,0,0,0,0,0,0,0,-0.0550749125046581,0,0,0,-0.0199129075206427,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.124077763803628,0,0.0155318296549728,0.0864540852834491,0,0,0,0,0.0946640887824941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102516717775039,0,0,0.193538836736611,0,0,1.6905679814475e-05,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110225652983366,0,0,0,0,0,0,0,0.074037454955879,0,0.150688095038351,0,0,0,0,0,0,0.0245548325983154,0.0691763801712141,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.226236249500608,0,0,0.00968081047291775,0,0,0.0381564521922879,-0.0273250949096791,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.109714449820747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114067818889042,0.0628110495534155,0,0,1.73472347597681e-18,0,-0.295693127879246,0,0,0,0,0,0,0.246482975700762,0,0,0.231028119212336,-0.0897459302076384,0,0,0,0,0,0,0,0,0,0,0,0.0351279325188126,0,0.00157284405509794,-0.0171113677974737,0,0,0,0.0399732560252975,0,0
X601600.SH,0,0,0,0,0,0,0.0246979296830003,0,0,0,0,0,0.0233634737729234,0,0,0,0,0,0.144405271070924,0,0.0599605763056102,0.0306137234630919,0,0,0,0,0,0.02252218296886,0,0,0,0.0799851274032462,0,0.149137891392317,0,0,0,0,0,0,-0.00837615590252084,0.223127191485395,0,0,0,0,0,0,0.0310319899898634,0,0,0.0012860537073544,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491222607880215,0,0.0414972095914055,0.218783921857399,0,0,0,0.0124255808093033,0,0,0,-0.000746872860275114,0,0,0,0,0,0.108638662944198,0,0,0,0,0,0,0.050630519781511,0.15709953515822,0,0.00439657061818954,0,0,0,0,0.00808240163593519,0,0
X600188.SH,0,0,0.296627207461502,0,0,0,-0.115813545137869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896893335832551,0,0.247355929789855,0,0,0.0296660030636308,0,0,0,0.0972209714632744,0.0741293271529602,0,0,0,0,0,0,0,0,0,0.116817749578656,0,0,0,0,0,0,0,0,0,0,0.0105479931467416,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832227267256077,0,0.0164264365947872,0.133567224529576,0.120057366039496,0,0,0.00042504472685034,0,0.0315690693988195,0.0886621692670287,0,0,0,0,0,0,0,0.0807228849246329,0,0,0,0,-0.000373761226134665,0,0,0,0,0,0,0,0,0,0,-0.019040353733752,0,0,0,0,0,0,0
