,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600111.SH,X002271.SZ,X600660.SH,X000301.SZ,X000877.SZ,X000708.SZ,X600010.SH,X600011.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600426.SH,X600362.SH,X000983.SZ,X600096.SH,X600803.SH,X000723.SZ,X000408.SZ,X000786.SZ,X601699.SH,X600141.SH,X601991.SH,X600219.SH,X600486.SH,X300073.SZ,X002353.SZ,X002192.SZ,X002080.SZ,X000807.SZ,X600157.SH,X600801.SH,X600985.SH,X600295.SH,X600027.SH,X000959.SZ,X000630.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299199376726559,0,0,0.215930475911369,0,0,0,0,0,0,0,0,0,0.0557646240740523,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0517135303534179,0,0,0.241707688927197,0,0,0,-0.0878610485585756,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.193550276247895,0,0,0,0,0.111312299582859,0,0,0,0,0,0,0,0,0.0287045833552951,0,0,0,0,0,0,0,0.06897643606315,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964957924015739,0,0,0,0,0.0111152795988242,0,0.111881990678881,0,0.234704068147874,0,0,0.0249188174590587,-0.0215870506325263,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801110354119765,0,0,0,0.062105703516175,0.0251880090788782,0,0,0,0,0.0211171916486094,0,0,-3.46944695195361e-18,0,0,0,0.00228024850928174,0,0.0618242837884923,0,0,0.0326575024677726,0,0,0,1.38777878078145e-17,0,0,0.0622466687060633,0,0,-0.012692022608861,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0977563815224236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914188697144246,0,0,0,0,0,0,0.108789557473156,0,0,0.0835048906742215,0,0,0.00993461695521575,-0.00906119015753038,0,0,0,0,0,0
X600188.SH,0,0.266870934314022,0,0,0,0,0,-0.0820115918862193,0.125212339102075,0,0,0,0,0,0,0,0,0,-0.234927417394468,0,0,0,0,0,0,0,0,0,0,0,0,0.0682918821979874,0.387923987610223,0,0,0,0,0,0.0123055626294162,0,0,0,0.0990666613113726,0,-6.93889390390723e-18,0.0937918999735743,0,-0.0713034885192329,0,0,0,0.0476997050272315,-0.0823993806294357,0,0,0,0,0,0
X600585.SH,0,0,0,0.0563540478706422,0,0,0,-0.0343897075385163,-0.0691481627297557,0,0,0,0.140420915456022,0,0,0,0,0,0,0,0.117239304993177,0,0,0,0,0,0,0.0828503786426558,0,0,0,0,0,0,0.0293557122715907,0,0,0,0,0,0,0,0,0.265925591177654,0,0,0.132504258863547,0,0,0,0,-0.017015446468152,0,0.0612479057302589,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.400370374083454,0,0,0,0.181236370571961,0,0,0,0,0,0,0.0460827379556754,0,0,0,0,0,-0.0169053056760519,0,0,0,0,0,0,0,0.113050553775701,-0.0322025927822954,0,0,0,0.0661886316218611,0,0.0748133927490226,0,0,0,0,0,0,0,0.112643386833534,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.176121135562516,0,0.730232944468449,0,0,0,0,0.0463194759557854,-0.0391253998803895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417500293273986,0.0838033050499372,0,0,0,0,0,0.00823693326515293,0.141566779362215,0,0,0,0,0.0694232717660672,0,0,0,0,0,0,0,0,0,0,0,0.0138854722393182,-0.0249712333365884,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0277802275870087,0,0.0711320612932018,0,0,0,0,0,0,-0.000563352658345591,0,0,0,0,0,0,0,0,0,0,0,0,-0.103900382803409,0,0,0,0.230266541139835,0,0,0.166392287567255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161806024375857,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.195923344259954,0,0.0934898717548888,0,0,0,0.0107453751085101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181684545337383,0.0886757043566601,0,0,0,0,0.0292690101695536,0,0,0,0,0,0.0195501041462288,0,0,0,0,0,0.129152064565857,0.118467721001128,0,0,0.011548507819654,0,0,-0.0127804096139896,-0.066034875312488,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.037052091217377,0,0,0,0,0,0,0,0,0,0,0,0,0.163666413457391,0,0,0,0,0,0,0,0,0,0,0.0311263019668922,0,0,0,0,0,0,0,-0.00901940039683222,0,0.0193217565569922,0,0,0,0,0,0.0586432957715372,0,0,0.300404098637787,0.0450098873384112,0,0,0,-0.0878522642651501,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.1572743799682,0,0,0,0,0,0,0,0.0797028961576117,0,0,0.551181144111676,0,0.11512173681944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261268509470067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149719063863273,0,0,0,0,0,0,0
